pos,row,col,slope2d,slope3d,aspect2d,aspect3d,global2d,global3d,beam2d,beam3d,dif2d,dif3d,ref2d,ref3d,percentageShaded2d,percentageShaded3d
"[-2602.561759,-9295.265880,12.292296]",2960,3887,1.952307,0.458388,268.533905,21.202245,91386.906250,91063.312500,70021.820313,69698.273438,21365.080078,21364.738281,0.000000,0.292410,0.360317,0.360317,
"[-3462.597848,-9230.092795,16.759267]",2699,447,4.332186,2.441147,58.395710,54.836403,81252.445313,77784.226563,59887.359375,56421.453125,21365.080078,21355.382813,0.000000,7.386713,0.507937,0.506349,
"[-3136.076241,-9092.314606,16.716751]",2148,1753,0.698782,1.352097,45.443504,342.563562,56198.707031,57408.003906,34833.628906,36044.320313,21365.080078,21362.109375,0.000000,1.577338,0.723810,0.719048,
"[-2789.409342,-8728.885538,30.137455]",694,3139,1.319124,1.934718,192.271423,200.436185,78585.234375,79660.195313,57220.148438,58296.742188,21365.080078,21358.990234,0.000000,4.468479,0.263492,0.268254,
"[-3086.350945,-9515.805144,10.568807]",3842,1952,3.101441,2.869617,225.636093,195.541435,49989.238281,59088.585938,28624.167969,37729.617188,21365.080078,21351.683594,0.000000,7.286214,0.676190,0.576190,
"[-3229.516820,-9096.753639,18.757866]",2166,1379,1.699162,0.609591,346.777313,12.020319,84727.398438,84537.726563,63362.320313,63172.765625,21365.080078,21364.476563,0.000000,0.479189,0.414286,0.414286,
"[-3423.381679,-8826.813311,17.004232]",1086,603,2.369842,2.461877,95.384254,10.867800,74500.328125,75088.875000,53135.238281,53726.660156,21365.080078,21355.220703,0.000000,6.999935,0.492063,0.511111,
"[-2921.831061,-8775.192730,22.065820]",879,2610,2.173090,2.880846,269.588165,74.520314,81469.445313,77447.187500,60104.371094,56085.082031,21365.080078,21351.578125,0.000000,10.530515,0.385714,0.368254,
"[-3459.240299,-9371.805582,14.583199]",3266,460,0.721150,3.379945,346.299622,23.655114,55142.019531,61345.140625,33776.945313,39987.894531,21365.080078,21346.500000,0.000000,10.745861,0.706349,0.657143,
"[-2618.677992,-9417.171161,8.911772]",3447,3822,1.671118,2.446927,95.364334,359.091210,52826.363281,49594.132813,31461.281250,28234.128906,21365.080078,21355.343750,0.000000,4.675642,0.630159,0.633333,
"[-3223.003175,-9549.669590,10.834289]",3977,1405,2.974081,2.665430,79.392815,138.190757,94271.132813,90974.687500,72906.070313,69610.921875,21365.080078,21353.523438,0.000000,10.248503,0.269841,0.268254,
"[-2869.050396,-9562.482256,9.173872]",4029,2821,0.171704,3.317193,81.093727,66.015060,78088.750000,74693.187500,56723.671875,53332.621094,21365.080078,21347.181641,0.000000,13.399052,0.511111,0.468254,
"[-2654.805216,-8960.253354,15.480725]",1620,3678,4.703354,1.289534,336.945923,305.594587,79535.531250,81810.398438,58170.437500,60446.023438,21365.080078,21362.373047,0.000000,2.013687,0.442857,0.444444,
"[-3195.538427,-8816.623711,21.181491]",1045,1515,0.237714,0.768692,152.304031,181.169793,55953.101563,57886.859375,34588.015625,36522.218750,21365.080078,21364.117188,0.000000,0.517082,0.687302,0.660317,
"[-3461.019800,-8739.142396,39.111677]",735,453,1.469767,1.025864,284.288300,321.274149,88884.023438,89200.375000,67518.929688,67835.593750,21365.080078,21363.367188,0.000000,1.413338,0.342857,0.361905,
"[-3103.272990,-9542.203943,10.757564]",3947,1884,0.437203,4.760851,199.553635,48.509515,59120.726563,53284.886719,37755.652344,31936.009766,21365.080078,21328.222656,0.000000,20.650023,0.612698,0.604762,
"[-3386.616521,-9414.043660,14.006054]",3435,750,3.706084,4.736156,212.790543,154.598504,64804.089844,63182.839844,43439.019531,41832.113281,21365.080078,21328.603516,0.000000,22.127481,0.655556,0.655556,
"[-2675.118385,-8789.316928,15.813491]",936,3596,2.828088,4.007025,21.934612,349.854011,73372.539063,76741.429688,52007.453125,55384.585938,21365.080078,21338.966797,0.000000,17.891506,0.476190,0.490476,
"[-2678.073028,-9443.200040,4.834700]",3551,3585,0.819289,0.866423,255.461227,152.390686,93773.929688,93427.375000,72408.843750,72062.421875,21365.080078,21363.859375,0.000000,1.079185,0.319048,0.303175,
"[-3054.219204,-9029.831844,19.452474]",1898,2080,3.217266,1.828943,332.595459,258.121452,66977.296875,69673.460938,45612.222656,48310.390625,21365.080078,21359.638672,0.000000,3.433136,0.638095,0.634921,
"[-3287.233081,-8781.145071,21.257625]",903,1148,1.303830,1.793220,267.096222,345.162436,96956.210938,97703.164063,75591.117188,76338.609375,21365.080078,21359.851563,0.000000,4.721337,0.195238,0.231746,
"[-3136.445571,-8904.563659,21.914524]",1397,1751,4.420510,3.053861,192.184647,163.215082,84103.757813,87488.835938,62738.675781,66126.140625,21365.080078,21349.908203,0.000000,12.788110,0.433333,0.352381,
"[-2876.940635,-9201.608995,15.635200]",2585,2789,2.537693,3.139777,214.408676,184.947765,51995.246094,50296.867188,30630.166016,28940.013672,21365.080078,21349.046875,0.000000,7.805078,0.674603,0.674603,
"[-3463.672263,-8834.817023,16.947210]",1118,442,0.625926,0.772205,150.252640,286.709165,94320.390625,89306.343750,72955.296875,67941.437500,21365.080078,21364.109375,0.000000,0.797792,0.293651,0.412698,
"[-3220.216410,-8900.528173,40.407056]",1381,1416,0.386485,0.296235,126.004745,121.670390,96008.882813,95187.492188,74643.820313,73822.437500,21365.080078,21364.939453,0.000000,0.127997,0.249206,0.261905,
"[-2950.336649,-9420.534065,11.988982]",3461,2496,2.801681,2.848677,348.038177,272.634175,64891.539063,67213.726563,43526.460938,45853.968750,21365.080078,21351.876953,0.000000,7.882826,0.666667,0.674603,
"[-3147.021849,-8827.889441,21.176826]",1090,1709,2.804829,3.336702,105.633484,121.990307,82540.085938,78512.468750,61175.011719,57151.242188,21365.080078,21346.970703,0.000000,14.273564,0.401587,0.377778,
"[-3359.084622,-9005.013610,19.703479]",1799,861,0.858151,4.593691,315.098022,149.317453,77137.765625,74043.187500,55772.691406,52687.207031,21365.080078,21330.763672,0.000000,25.215355,0.550794,0.533333,
"[-2918.137757,-8806.534998,22.181490]",1005,2624,0.314410,1.278730,338.616486,296.281678,81881.984375,83817.992188,60516.906250,62453.531250,21365.080078,21362.417969,0.000000,2.039837,0.479365,0.479365,
"[-2612.768707,-9312.383063,11.273426]",3028,3846,4.148546,3.874790,284.754669,297.026558,56619.488281,60377.792969,35254.414063,39024.066406,21365.080078,21340.660156,0.000000,13.071557,0.709524,0.690476,
"[-2598.834880,-8792.948865,15.774685]",950,3902,3.762444,4.286647,316.933960,312.130362,69112.945313,75964.664063,47747.855469,54609.289063,21365.080078,21335.195313,0.000000,20.185822,0.609524,0.585714,
"[-2909.240253,-8820.154761,22.175708]",1059,2660,0.756148,1.221693,25.615177,281.122903,79679.210938,81695.179688,58314.140625,60330.710938,21365.080078,21362.652344,0.000000,1.811246,0.512698,0.512698,
"[-3296.197736,-8968.896018,21.642568]",1654,1112,0.698142,2.152788,176.315979,112.382669,69424.375000,66847.296875,48059.308594,45484.871094,21365.080078,21357.541016,0.000000,4.898332,0.577778,0.579365,
"[-3245.028695,-8985.979572,47.240884]",1723,1317,2.855430,1.970087,20.364229,15.621837,97620.484375,95885.812500,76255.414063,74521.289063,21365.080078,21358.761719,0.000000,5.759525,0.182540,0.192063,
"[-3267.389969,-9159.438175,18.051643]",2416,1227,0.739610,3.715753,286.440186,288.030224,57810.972656,65688.843750,36445.886719,44333.218750,21365.080078,21342.619141,0.000000,12.999207,0.723810,0.692063,
"[-3090.144975,-9172.318099,15.745045]",2468,1936,0.925750,0.349266,314.880432,185.679338,51286.992188,51984.718750,29921.914063,30619.744141,21365.080078,21364.882813,0.000000,0.096140,0.693651,0.682540,
"[-3252.851783,-9114.173484,18.806610]",2235,1286,1.343699,0.325869,275.583344,167.793009,73033.617188,72478.867188,51668.527344,51113.847656,21365.080078,21364.908203,0.000000,0.117492,0.544444,0.549206,
"[-3360.494793,-9205.577222,16.719442]",2601,855,2.202666,2.374529,288.369354,300.490188,55896.953125,59157.093750,34531.871094,37796.277344,21365.080078,21355.908203,0.000000,4.905159,0.704762,0.690476,
"[-2675.051234,-9449.656816,4.356671]",3577,3597,2.831533,0.077153,345.574219,308.314240,91010.781250,91652.148438,69645.703125,70287.070313,21365.080078,21365.070313,0.000000,0.008298,0.366667,0.357143,
"[-2735.084204,-9240.585056,14.812197]",2741,3357,3.320351,2.348937,344.821533,31.094141,66050.429688,64841.023438,44685.351563,43479.347656,21365.080078,21356.103516,0.000000,5.568872,0.657143,0.655556,
"[-3036.289894,-8874.129375,22.212370]",1275,2152,0.812388,4.953433,301.036438,241.270613,87020.531250,96465.656250,65655.445313,75108.007813,21365.080078,21325.181641,0.000000,32.442616,0.374603,0.376190,
"[-3147.122576,-9286.488700,26.823747]",2925,1708,4.659162,3.783602,32.118740,25.678029,67684.093750,62262.378906,46319.023438,40905.906250,21365.080078,21341.794922,0.000000,14.666816,0.501587,0.504762,
"[-2923.644137,-8869.522196,21.968679]",1257,2602,3.053277,2.071352,340.119476,354.907536,82146.968750,84391.195313,60781.882813,63027.656250,21365.080078,21358.097656,0.000000,5.435372,0.442857,0.431746,
"[-3084.907199,-8896.459059,22.037321]",1364,1957,0.814126,1.642074,202.711853,228.943881,78680.500000,81577.781250,57315.414063,60213.847656,21365.080078,21360.693359,0.000000,3.241527,0.487302,0.484127,
"[-2773.628863,-9541.329588,9.079687]",3944,3202,0.935399,1.720984,216.233688,290.690770,94975.882813,100610.796875,73610.820313,79246.187500,21365.080078,21360.257813,0.000000,4.365952,0.246032,0.212698,
"[-3222.197364,-9447.101009,11.426963]",3567,1408,2.440175,2.381767,323.406799,253.040653,69429.960938,77076.609375,48064.863281,55714.429688,21365.080078,21355.853516,0.000000,6.313746,0.538095,0.507937,
"[-3127.111586,-9337.335813,13.528445]",3128,1788,1.423571,0.082884,259.881592,70.082104,73994.281250,74651.789063,52629.203125,53286.707031,21365.080078,21365.066406,0.000000,0.007823,0.526984,0.525397,
"[-3336.622622,-9543.414588,22.546602]",3952,950,2.740418,2.153829,310.144531,282.815124,85336.398438,89249.789063,63971.312500,67886.226563,21365.080078,21357.531250,0.000000,6.028430,0.336508,0.339683,
"[-2986.866778,-8689.640445,20.915470]",537,2349,1.890668,3.321360,252.287430,233.471976,81149.726563,88137.648438,59784.652344,66776.492188,21365.080078,21347.136719,0.000000,14.026155,0.490476,0.458730,
"[-2828.155453,-9371.973727,11.403482]",3266,2984,0.323184,3.388377,343.998047,277.912101,67522.781250,72048.585938,46157.691406,50690.453125,21365.080078,21346.406250,0.000000,11.729291,0.526984,0.531746,
"[-3153.569069,-8746.170866,21.187151]",763,1683,1.204295,2.550214,136.433746,210.209228,95764.578125,98953.179688,74399.500000,77589.187500,21365.080078,21354.496094,0.000000,9.484431,0.261905,0.261905,
"[-2630.664441,-9502.857962,9.930112]",3790,3774,0.096324,2.447751,173.354721,250.800660,90418.976563,96163.687500,69053.882813,74800.031250,21365.080078,21355.332031,0.000000,8.317793,0.374603,0.363492,
"[-3424.657548,-8790.393058,17.617437]",940,598,2.359717,3.229907,190.192169,202.362050,98416.265625,96465.414063,77051.171875,75102.289063,21365.080078,21348.113281,0.000000,14.995175,0.142857,0.268254,
"[-3395.816205,-9019.709502,19.736774]",1857,714,0.173296,1.576928,220.601288,216.956164,72871.437500,73599.601563,51506.367188,52235.789063,21365.080078,21361.035156,0.000000,2.759806,0.507937,0.507937,
"[-2911.657688,-8683.150040,20.363107]",511,2650,0.714220,1.238260,44.752048,77.733992,89771.593750,90191.203125,68406.515625,68826.445313,21365.080078,21362.583984,0.000000,2.173873,0.214286,0.187302,
"[-3061.538660,-8749.836432,20.850484]",778,2051,3.661508,4.884463,300.136658,18.750251,96211.164063,91448.695313,74846.093750,70087.453125,21365.080078,21326.283203,0.000000,34.939831,0.234921,0.234921,
"[-3409.548579,-8925.279149,19.766618]",1480,659,0.277697,4.298586,258.950958,110.107711,92012.562500,83269.078125,70647.484375,61907.957031,21365.080078,21335.029297,0.000000,26.087450,0.333333,0.322222,
"[-3208.196386,-9522.463694,11.700065]",3868,1464,3.198938,3.903328,128.609421,148.284692,80286.156250,81957.960938,58921.089844,60598.042969,21365.080078,21340.298828,0.000000,19.625097,0.507937,0.409524,
"[-2778.564459,-8731.441345,30.048259]",704,3183,1.210662,4.715646,53.891834,47.934898,82306.453125,76352.742188,60941.359375,54995.433594,21365.080078,21328.919922,0.000000,28.387552,0.271429,0.261905,
"[-2770.271314,-8677.533989,20.241035]",489,3216,1.984453,1.946995,179.804459,147.557734,63716.886719,63608.320313,42351.808594,42245.718750,21365.080078,21358.912109,0.000000,3.688494,0.542857,0.541270,
"[-2583.893788,-9048.126043,15.265990]",1971,3961,0.425808,2.060717,268.577179,110.231091,52800.386719,50595.824219,31435.304688,29234.242188,21365.080078,21358.175781,0.000000,3.407153,0.734921,0.736508,
"[-3142.589885,-9541.901281,10.622595]",3946,1727,3.324015,3.507412,239.412979,173.141594,83501.031250,84532.156250,62135.941406,63171.433594,21365.080078,21345.070313,0.000000,15.640642,0.374603,0.374603,
"[-2620.121738,-9409.806400,9.016172]",3418,3816,1.769496,3.164969,107.424774,149.026308,62450.226563,61802.859375,41085.156250,40444.578125,21365.080078,21348.785156,0.000000,9.488572,0.585714,0.587302,
"[-2799.347686,-8762.918130,23.180601]",830,3100,3.889109,3.273595,334.137695,242.939540,57115.351563,58771.429688,35750.269531,37414.687500,21365.080078,21347.648438,0.000000,9.089031,0.565079,0.588889,
"[-3313.959168,-9016.951920,21.694687]",1846,1041,1.763335,1.652297,66.567886,190.030805,61920.289063,63216.414063,40555.207031,41853.195313,21365.080078,21360.640625,0.000000,2.585344,0.655556,0.650794,
"[-2664.709984,-9508.305867,15.355053]",3812,3638,0.645496,3.724022,69.623047,150.031450,98774.031250,93883.859375,77408.937500,72520.492188,21365.080078,21342.523438,0.000000,20.852085,0.096825,0.104762,
"[-3287.803864,-8780.943297,21.262731]",902,1146,1.328970,3.357631,268.277985,173.411363,97382.453125,95414.046875,76017.367188,74050.687500,21365.080078,21346.740234,0.000000,16.622889,0.176190,0.220635,
"[-3084.403567,-9221.719163,15.584557]",2665,1959,3.070058,2.168585,275.380463,280.498332,66271.492188,68955.250000,44906.410156,47593.082031,21365.080078,21357.427734,0.000000,4.743800,0.555556,0.557143,
"[-2738.811083,-9398.238010,9.686396]",3372,3342,0.630562,0.516077,91.588936,122.222610,94461.609375,95581.234375,73096.523438,74216.195313,21365.080078,21364.648438,0.000000,0.392029,0.285714,0.226984,
"[-3077.722045,-8893.768736,22.103962]",1354,1986,0.555479,4.736394,91.645912,56.640135,75298.617188,67297.679688,53933.531250,45943.363281,21365.080078,21328.601563,0.000000,25.713423,0.511111,0.511111,
"[-2765.973652,-9555.857334,9.136812]",4002,3233,1.073021,2.114864,124.081284,65.028980,95485.109375,90748.015625,74120.039063,69383.710938,21365.080078,21357.802734,0.000000,6.498388,0.250794,0.255556,
"[-3158.269637,-8806.871289,21.488353]",1006,1664,2.673402,2.066625,150.666473,117.361057,73307.882813,75323.726563,51942.808594,53960.480469,21365.080078,21358.130859,0.000000,5.109065,0.504762,0.465079,
"[-3067.078616,-9535.713537,10.517741]",3921,2029,1.655163,1.267895,71.099220,166.130390,55431.437500,56623.550781,34066.355469,35259.691406,21365.080078,21362.464844,0.000000,1.392637,0.582540,0.569841,
"[-3100.687678,-8819.952986,21.287544]",1058,1894,1.431779,2.087456,175.395401,154.565867,78883.593750,89979.054688,57518.511719,68615.000000,21365.080078,21357.990234,0.000000,6.072088,0.430159,0.338095,
"[-3419.688376,-9044.359590,19.513750]",1956,618,1.832211,3.446350,128.249512,32.084805,59695.218750,59392.089844,38330.140625,38035.539063,21365.080078,21345.761719,0.000000,10.795732,0.588889,0.588889,
"[-3301.435512,-9368.745339,13.995886]",3254,1091,4.886424,4.026532,312.998840,14.498179,52663.953125,53556.906250,31298.878906,32204.431641,21365.080078,21338.707031,0.000000,13.760283,0.709524,0.682540,
"[-2620.558220,-8962.271096,15.446840]",1628,3815,0.234627,0.243079,81.428329,144.701933,87002.937500,86771.218750,65637.867188,65406.167969,21365.080078,21364.984375,0.000000,0.078298,0.415873,0.415873,
"[-2865.021337,-9226.629003,14.880523]",2685,2837,1.785004,3.162056,95.727165,59.660113,51227.707031,49463.039063,29862.621094,28106.425781,21365.080078,21348.814453,0.000000,7.799350,0.696825,0.696825,
"[-2671.391506,-9302.899673,12.491962]",2990,3611,0.891993,3.317257,294.485779,265.348932,77614.789063,83002.578125,56249.707031,61642.378906,21365.080078,21347.179688,0.000000,13.005807,0.533333,0.533333,
"[-3005.568324,-9546.037654,10.277672]",3963,2275,2.280260,4.839165,253.384872,255.496305,46861.234375,52252.750000,25496.158203,30908.396484,21365.080078,21327.001953,0.000000,17.354963,0.712698,0.666667,
"[-3385.139200,-9067.193710,19.769090]",2047,756,2.705901,3.099754,258.039764,246.387882,92555.437500,98389.539063,71190.343750,77026.570313,21365.080078,21349.451172,0.000000,13.526458,0.323810,0.328571,
"[-3142.086253,-8773.376762,20.844623]",872,1729,2.977473,1.210278,82.375923,9.373241,78489.648438,78626.132813,57124.554688,57261.656250,21365.080078,21362.697266,0.000000,1.776344,0.465079,0.452381,
"[-3225.152006,-9202.819641,16.809415]",2590,1396,2.326810,1.814491,19.795031,49.698393,43363.382813,42616.113281,21998.300781,21254.218750,21365.080078,21359.722656,0.000000,2.168357,0.739683,0.742857,
"[-3372.850572,-9216.271258,16.971019]",2644,806,0.488723,2.773510,341.945892,26.823848,58009.691406,57226.003906,36644.617188,35866.570313,21365.080078,21352.568359,0.000000,6.861866,0.682540,0.674603,
"[-3135.035400,-9543.448217,10.723102]",3952,1757,0.348402,4.624701,24.513117,358.875873,79595.546875,76751.570313,58230.449219,55395.339844,21365.080078,21330.298828,0.000000,25.909254,0.423810,0.425397,
"[-3075.472487,-8933.854555,21.922638]",1514,1995,0.550007,4.306006,254.565155,235.253987,83217.601563,90505.898438,61852.519531,69147.492188,21365.080078,21334.925781,0.000000,23.472397,0.450794,0.452381,
"[-2873.280907,-8935.199717,21.383533]",1519,2804,3.464728,4.842593,119.564430,112.285432,59960.894531,55222.093750,38595.816406,33873.839844,21365.080078,21326.947266,0.000000,21.303223,0.639683,0.641270,
"[-2651.749847,-8829.133715,17.371646]",1095,3690,4.081236,3.884716,64.075737,27.736441,45884.339844,52055.445313,24519.259766,30702.972656,21365.080078,21340.533203,0.000000,11.936796,0.725397,0.677778,
"[-2863.342563,-8652.715756,19.230713]",389,2844,1.669584,3.971772,321.237152,277.536002,76274.773438,88656.859375,54909.667969,67297.843750,21365.080078,21339.419922,0.000000,19.610050,0.450794,0.390476,
"[-3050.190146,-8994.588607,20.086195]",1757,2096,1.761938,0.978314,247.295425,45.557826,78877.000000,77716.976563,57511.914063,56352.296875,21365.080078,21363.521484,0.000000,1.150068,0.533333,0.533333,
"[-3243.484222,-9565.979676,11.068861]",4043,1323,1.050054,2.651650,113.483170,49.618612,96381.789063,90927.687500,75016.718750,69563.765625,21365.080078,21353.640625,0.000000,10.282718,0.214286,0.247619,
"[-2985.188004,-8798.901206,21.694343]",974,2356,1.039748,1.398800,224.093048,83.346250,82456.328125,80765.359375,61091.250000,59400.988281,21365.080078,21361.894531,0.000000,2.483443,0.471429,0.463492,
"[-2858.675570,-9318.301774,20.239042]",3052,2862,0.984979,4.267751,75.515907,66.529592,50983.851563,47475.871094,29618.777344,26126.154297,21365.080078,21335.460938,0.000000,14.255065,0.566667,0.558730,
"[-2769.297625,-9435.431731,9.843018]",3520,3220,1.723502,0.655429,157.737106,208.670932,94280.515625,94923.742188,72915.429688,73558.750000,21365.080078,21364.380859,0.000000,0.616422,0.307937,0.309524,
"[-3301.200484,-8978.177634,21.650091]",1691,1092,0.270825,3.067372,34.677608,83.557571,80898.226563,75394.375000,59533.144531,54033.000000,21365.080078,21349.779297,0.000000,11.605663,0.495238,0.493651,
"[-3352.806006,-8909.675273,21.639284]",1417,886,0.257998,2.019154,283.971497,105.423231,45880.765625,44561.160156,24515.689453,23199.867188,21365.080078,21358.447266,0.000000,2.848717,0.704762,0.704762,
"[-2675.118385,-9403.114221,9.150783]",3391,3596,1.794654,1.295681,313.946838,249.985470,71884.062500,81938.656250,50518.984375,60574.273438,21365.080078,21362.347656,0.000000,2.035222,0.541270,0.479365,
"[-2813.650843,-9139.630669,17.319830]",2337,3042,2.349700,4.083537,216.212311,253.707530,77508.265625,84343.664063,56143.179688,62985.875000,21365.080078,21337.958984,0.000000,19.823820,0.526984,0.511111,
"[-3395.916931,-9027.511440,19.717735]",1889,713,0.512559,1.458670,233.688370,151.640902,73128.257813,72096.664063,51763.171875,50732.632813,21365.080078,21361.617188,0.000000,2.400167,0.493651,0.484127,
"[-3431.607673,-9122.984293,38.152475]",2271,571,3.041033,2.642196,352.515747,330.307765,65143.046875,68379.031250,43777.960938,47018.335938,21365.080078,21353.724609,0.000000,6.981999,0.625397,0.620635,
"[-2957.991860,-8750.778045,21.848222]",782,2465,0.667339,1.114135,164.616516,61.973407,68500.890625,70611.906250,47135.812500,49247.472656,21365.080078,21363.060547,0.000000,1.370292,0.498413,0.465079,
"[-3247.446130,-9542.708378,11.509010]",3949,1307,1.015346,2.333186,57.425472,176.890946,91782.921875,91227.257813,70417.828125,69863.414063,21365.080078,21356.222656,0.000000,7.619237,0.352381,0.349206,
"[-2587.654243,-8846.889850,15.577218]",1166,3946,2.044705,1.659121,23.806314,198.012480,90713.492188,94951.421875,69348.421875,73586.882813,21365.080078,21360.597656,0.000000,3.934406,0.312698,0.317460,
"[-3404.142925,-8938.495363,19.914274]",1533,680,2.207715,0.667620,348.385956,167.132612,92387.531250,92047.484375,71022.437500,70682.476563,21365.080078,21364.357422,0.000000,0.627909,0.334921,0.333333,
"[-2609.713337,-8893.432445,15.726179]",1352,3858,1.331268,1.501375,149.750000,212.560276,92978.695313,94672.828125,71613.609375,73308.234375,21365.080078,21361.412109,0.000000,3.191991,0.334921,0.334921,
"[-3037.465036,-8808.956289,21.405145]",1014,2147,1.646112,4.358585,334.173035,264.906816,65280.703125,67763.320313,43915.625000,46411.007813,21365.080078,21334.187500,0.000000,18.127300,0.644444,0.665079,
"[-3145.779556,-8730.768764,32.350565]",702,1714,1.822585,3.348663,40.288391,32.922981,96811.937500,91659.656250,75446.867188,70296.328125,21365.080078,21346.841797,0.000000,16.474684,0.146032,0.228571,
"[-3108.645068,-8874.734697,22.354560]",1278,1862,3.524930,4.894372,105.985359,100.467755,94342.023438,83235.851563,72976.945313,61875.316406,21365.080078,21326.125000,0.000000,34.405521,0.290476,0.287302,
"[-2838.228099,-9237.020378,14.262481]",2727,2944,3.699263,3.374719,227.226028,264.667155,69530.289063,74222.390625,48165.214844,52863.761719,21365.080078,21346.556641,0.000000,12.068201,0.588889,0.585714,
"[-3479.083411,-8852.001464,17.126369]",1187,381,3.062357,0.832539,92.189293,140.353444,95570.328125,88533.554688,74205.273438,67168.671875,21365.080078,21363.949219,0.000000,0.946722,0.206349,0.376190,
"[-3088.197597,-8857.180337,22.187301]",1207,1944,0.582089,1.919392,145.617783,167.693744,96162.273438,95313.601563,74797.195313,73949.117188,21365.080078,21359.085938,0.000000,5.395306,0.252381,0.252381,
"[-3329.571770,-9005.887965,21.620058]",1802,979,2.609872,4.926458,5.009929,189.672638,79139.203125,81480.992188,57774.125000,60126.140625,21365.080078,21325.613281,0.000000,29.236023,0.519048,0.519048,
"[-2630.462988,-8793.285155,19.486269]",952,3775,2.231874,3.396183,345.540741,93.351980,85140.648438,79236.210938,63775.554688,57874.800781,21365.080078,21346.318359,0.000000,15.098711,0.455556,0.444444,
"[-3377.819744,-8815.715727,17.611070]",1041,786,1.468579,1.839058,220.159515,103.064966,84029.406250,83808.578125,62664.324219,62444.492188,21365.080078,21359.580078,0.000000,4.498628,0.419048,0.401587,
"[-2762.246773,-9149.181317,17.310354]",2375,3248,0.594859,2.581144,249.840637,293.104177,60609.125000,64969.027344,39244.050781,43608.464844,21365.080078,21354.244141,0.000000,6.320189,0.626984,0.612698,
"[-3148.700624,-8831.252345,21.161388]",1104,1702,2.327753,1.474915,275.537384,261.532351,62190.902344,71134.281250,40825.812500,49770.460938,21365.080078,21361.542969,0.000000,2.286196,0.630159,0.579365,
"[-2596.249567,-9154.292932,13.567711]",2396,3912,2.056837,0.503304,35.599228,162.836138,52462.062500,53507.253906,31096.984375,32142.382813,21365.080078,21364.666016,0.000000,0.207266,0.695238,0.677778,
"[-2950.437375,-8881.191474,22.274967]",1303,2495,3.725602,1.867511,34.122498,159.213987,55059.421875,54332.367188,33694.335938,32969.996094,21365.080078,21359.406250,0.000000,2.963722,0.704762,0.700000,
"[-2622.035541,-8681.603104,30.621708]",505,3809,0.687869,0.481100,3.178315,22.607782,81337.773438,81788.359375,59972.695313,60423.367188,21365.080078,21364.703125,0.000000,0.288802,0.419048,0.414286,
"[-2786.521850,-9132.232280,27.959301]",2308,3151,1.026239,1.858080,135.634155,107.662436,92413.781250,88613.320313,71048.695313,67248.992188,21365.080078,21359.462891,0.000000,4.866371,0.334921,0.328571,
"[-2677.065764,-8819.381293,18.100668]",1056,3589,4.849679,3.937433,37.389107,55.577405,52272.500000,49029.484375,30907.421875,27677.490234,21365.080078,21339.863281,0.000000,12.131204,0.660317,0.668254,
"[-3148.432020,-9532.182488,10.539333]",3907,1703,1.777236,1.519866,275.573578,319.064754,83852.500000,85172.062500,62487.421875,63807.781250,21365.080078,21361.322266,0.000000,2.950082,0.385714,0.392063,
"[-3473.342003,-9317.057500,15.074115]",3047,404,0.572818,1.754449,210.847534,245.817941,61892.519531,63375.347656,40527.449219,42012.382813,21365.080078,21360.074219,0.000000,2.895772,0.636508,0.638095,
"[-2828.860538,-9565.744273,9.244032]",4042,2982,1.727355,0.680997,270.128632,359.065036,87981.804688,86663.843750,66616.734375,65298.910156,21365.080078,21364.326172,0.000000,0.611257,0.380952,0.396825,
"[-3411.294504,-8934.930684,19.719345]",1518,652,3.902825,4.673075,192.785339,174.226419,91261.351563,88871.796875,69896.273438,67511.914063,21365.080078,21329.564453,0.000000,30.321020,0.347619,0.349206,
"[-2865.995027,-9178.068665,16.048938]",2491,2833,2.671093,3.733137,310.132721,284.576106,64265.246094,69570.015625,42900.171875,48213.945313,21365.080078,21342.414063,0.000000,13.655052,0.600000,0.592063,
"[-2630.731592,-8674.608263,30.628856]",477,3774,0.593556,1.731012,190.931351,144.414948,86865.851563,84206.796875,65500.789063,62842.625000,21365.080078,21360.201172,0.000000,3.962607,0.309524,0.325397,
"[-3411.697410,-8798.295883,17.540439]",972,650,1.155047,1.569507,148.421799,34.325587,98221.789063,93752.625000,76856.710938,72387.953125,21365.080078,21361.072266,0.000000,3.589984,0.153968,0.257143,
"[-2648.996657,-8896.728092,19.931158]",1365,3701,1.430879,3.413519,304.059570,48.515405,66277.132813,64013.457031,44912.050781,42655.574219,21365.080078,21346.126953,0.000000,11.751719,0.552381,0.557143,
"[-3103.306566,-9244.721428,15.388096]",2757,1884,2.307467,4.648855,24.567629,27.394540,67474.117188,66375.796875,46109.031250,45022.914063,21365.080078,21329.937500,0.000000,22.942734,0.615873,0.582540,
"[-2880.130306,-8735.207798,20.839862]",719,2776,2.618254,0.761345,357.078400,104.267563,69449.148438,68467.953125,48084.074219,47103.207031,21365.080078,21364.136719,0.000000,0.613419,0.555556,0.550794,
"[-3075.103157,-9002.323287,22.428989]",1788,1997,4.297464,4.374732,301.939484,212.177977,53631.035156,54074.726563,32265.955078,32725.150391,21365.080078,21333.958984,0.000000,15.618678,0.709524,0.704762,
"[-2899.604089,-9119.991308,25.118555]",2259,2699,0.917400,3.150551,268.361877,269.002288,45948.593750,48515.171875,24583.519531,27159.289063,21365.080078,21348.933594,0.000000,6.944814,0.701587,0.701587,
