pos,row,col,slope2d,slope3d,aspect2d,aspect3d,global2d,global3d,beam2d,beam3d,dif2d,dif3d,ref2d,ref3d,percentageShaded2d,percentageShaded3d
"[-2907.662205,-8707.362950,20.521358]",608,2666,1.315121,3.700300,71.008072,29.633235,2005768.375000,1982328.625000,1651066.500000,1627575.500000,354702.187500,354332.218750,0.000000,421.627197,0.316921,0.310153,
"[-3262.924429,-9521.219420,11.325865]",3863,1245,0.932532,1.103889,286.862579,8.555839,1664891.500000,1740981.375000,1310188.250000,1386280.750000,354702.187500,354669.093750,0.000000,32.208046,0.514629,0.490502,
"[-3161.795063,-8661.492936,12.430943]",425,1650,0.182216,1.187181,134.671982,77.434693,1680126.375000,1665559.000000,1325424.250000,1310859.000000,354702.187500,354663.875000,0.000000,36.085251,0.519432,0.517358,
"[-3464.343773,-9202.281576,17.033760]",2588,440,3.479817,3.959925,18.425856,35.505812,1992219.750000,1930345.000000,1637517.500000,1575591.625000,354702.187500,354278.656250,0.000000,474.711334,0.367686,0.373690,
"[-3031.891506,-9280.805392,14.265981]",2902,2169,1.710011,2.391966,168.427322,153.044038,1805005.125000,1793917.875000,1450303.125000,1439212.500000,354702.187500,354547.531250,0.000000,158.031433,0.463646,0.456987,
"[-2741.262094,-9101.966141,17.027258]",2186,3332,3.523307,4.684832,283.488464,271.877748,1374670.750000,1430825.250000,1019968.937500,1076245.375000,354702.187500,354109.531250,0.000000,469.622223,0.567467,0.558079,
"[-3372.481242,-9093.592509,19.642089]",2153,807,1.171048,4.489055,17.126312,246.800594,1286179.125000,1341132.375000,931477.187500,986570.125000,354702.187500,354157.968750,0.000000,405.014832,0.695961,0.684389,
"[-2936.134218,-9303.605883,67.287065]",2993,2552,2.095739,4.289617,345.708801,14.342387,2125924.750000,2117601.750000,1771222.625000,1762798.875000,354702.187500,354205.406250,0.000000,598.697571,0.230240,0.213100,
"[-3010.503921,-9170.872050,17.440353]",2462,2255,0.268861,4.877390,87.553947,153.036290,1375953.250000,1412495.500000,1021251.875000,1057923.250000,354702.187500,354059.781250,0.000000,511.710999,0.603603,0.584607,
"[-3101.627791,-9171.107453,15.795685]",2463,1890,1.057881,4.974557,213.519775,141.140412,1723138.375000,1703500.750000,1368435.875000,1348814.000000,354702.187500,354034.062500,0.000000,652.292847,0.469214,0.465721,
"[-3443.963452,-9309.591852,15.119734]",3017,521,0.496097,1.666981,49.117725,313.323050,1905028.125000,1924249.375000,1550325.625000,1569541.125000,354702.187500,354627.156250,0.000000,80.739044,0.412882,0.409389,
"[-3094.845543,-8922.689713,22.364660]",1469,1918,2.456830,2.240571,48.546677,244.522888,2072537.500000,2111540.250000,1717835.125000,1756815.625000,354702.187500,354566.656250,0.000000,158.398895,0.290721,0.293886,
"[-2830.270709,-9044.796768,18.682260]",1958,2976,0.606243,1.732581,0.438941,330.674973,1772077.375000,1793798.625000,1417374.500000,1439095.875000,354702.187500,354620.812500,0.000000,81.490570,0.468450,0.464301,
"[-3474.282117,-9159.606321,17.899873]",2417,400,2.439474,0.938920,209.628906,166.511921,2038018.125000,2030608.625000,1683315.125000,1675903.750000,354702.187500,354678.312500,0.000000,27.266310,0.325000,0.341594,
"[-2851.221812,-8838.583476,21.087417]",1133,2892,0.980136,3.299593,197.026886,151.631728,1350478.875000,1401105.875000,995776.500000,1046467.437500,354702.187500,354408.000000,0.000000,229.742844,0.618341,0.599454,
"[-3226.528601,-8821.768955,21.072208]",1066,1391,2.838279,4.828720,253.122452,320.181111,1815270.250000,1978817.625000,1460569.000000,1624060.250000,354702.187500,354072.562500,0.000000,684.832947,0.446397,0.366812,
"[-3173.177153,-9542.002168,10.705028]",3947,1604,0.533330,1.184326,83.292908,130.694388,2100756.000000,2083028.625000,1746054.625000,1728320.875000,354702.187500,354664.093750,0.000000,44.842113,0.222598,0.221725,
"[-3431.607673,-9497.880864,13.345451]",3770,571,4.397135,4.603159,272.990112,285.966350,1715635.625000,1850008.000000,1360932.375000,1495307.375000,354702.187500,354129.968750,0.000000,571.047974,0.452402,0.435371,
"[-3142.992791,-9249.194091,15.161222]",2775,1725,0.620650,1.988144,179.863815,303.211714,1907102.750000,1937289.000000,1552400.375000,1582577.875000,354702.187500,354595.312500,0.000000,115.033295,0.428057,0.426092,
"[-3205.745375,-9123.522357,18.207380]",2273,1474,1.642381,3.240863,221.591446,237.088221,1936843.250000,1986385.500000,1582141.500000,1631656.875000,354702.187500,354418.406250,0.000000,310.365265,0.408297,0.407205,
"[-2990.929412,-8754.073691,21.404529]",795,2333,0.781341,2.476502,180.360596,16.694633,2078085.625000,2068833.500000,1723382.000000,1714103.125000,354702.187500,354536.468750,0.000000,194.670563,0.298035,0.291048,
"[-3090.547881,-9503.362398,10.903393]",3792,1935,0.912458,1.747378,317.169312,99.999067,1917891.000000,1899437.500000,1563188.750000,1544728.750000,354702.187500,354619.593750,0.000000,89.446426,0.361900,0.355349,
"[-3255.000614,-8816.186534,20.432376]",1043,1277,2.808368,1.437583,180.751892,211.120727,1737518.125000,1774613.000000,1382815.750000,1419911.375000,354702.187500,354646.250000,0.000000,55.129169,0.418013,0.427620,
"[-3234.586718,-9566.584999,11.121614]",4045,1359,3.908220,1.540066,37.544720,130.926499,2158302.000000,2137038.750000,1803599.250000,1782321.500000,354702.187500,354638.031250,0.000000,77.996841,0.182860,0.186354,
"[-2645.571957,-9494.349814,15.331043]",3756,3715,0.517414,3.635985,185.101303,195.018595,2166548.500000,2188000.750000,1811846.750000,1833219.000000,354702.187500,354345.218750,0.000000,436.224915,0.182860,0.184061,
"[-2686.769079,-9359.161062,10.636195]",3215,3550,3.446922,3.666865,262.455963,263.944836,1407920.000000,1478051.625000,1053217.875000,1123420.000000,354702.187500,354339.000000,0.000000,291.978210,0.589083,0.582860,
"[-3407.063993,-8989.308847,19.798341]",1736,669,0.359213,4.927358,218.986481,245.811838,2037530.250000,2106874.250000,1682829.000000,1752073.625000,354702.187500,354046.687500,0.000000,755.315796,0.315721,0.311245,
"[-3199.198155,-9405.838173,12.438390]",3402,1500,2.989470,2.918140,91.397995,136.145510,1736540.250000,1714369.625000,1381837.250000,1359673.000000,354702.187500,354472.000000,0.000000,225.107056,0.487773,0.482860,
"[-2916.593285,-8802.432255,22.149889]",988,2631,0.622473,1.557708,172.312302,266.981232,2006468.500000,2041807.875000,1651766.375000,1687095.750000,354702.187500,354636.500000,0.000000,74.495338,0.320087,0.309389,
"[-3076.882658,-8859.702515,22.265014]",1217,1989,1.180895,0.900606,286.119080,317.118516,2149421.250000,2160824.000000,1794718.625000,1806116.750000,354702.187500,354680.125000,0.000000,26.553745,0.229694,0.227838,
"[-3454.136825,-9050.211044,20.050359]",1979,480,2.956279,2.688202,205.764404,113.093972,1389159.500000,1276929.750000,1034457.750000,922280.937500,354702.187500,354506.843750,0.000000,142.293442,0.554585,0.616485,
"[-3244.088581,-8797.522415,20.504192]",969,1321,0.449659,3.918129,165.381180,250.349366,2117144.750000,2183258.750000,1762442.000000,1828476.000000,354702.187500,354287.468750,0.000000,494.689575,0.229476,0.242249,
"[-2730.249334,-8741.799091,18.286029]",746,3376,0.297452,3.630401,72.896500,63.417689,1261638.875000,1257178.125000,906936.000000,902568.687500,354702.187500,354346.062500,0.000000,262.603912,0.615611,0.589738,
"[-2563.916374,-8927.397779,15.688150]",1488,4041,0.847006,3.717490,359.659973,35.125495,1952037.375000,1923633.500000,1597335.125000,1568893.500000,354702.187500,354328.968750,0.000000,411.265717,0.407969,0.407096,
"[-3392.357930,-9504.875705,12.873326]",3798,728,4.067461,1.171530,74.840179,47.181401,1507158.125000,1493808.750000,1152455.500000,1139112.500000,354702.187500,354664.968750,0.000000,31.628670,0.568777,0.564410,
"[-3143.765027,-9055.558062,17.534284]",2001,1722,3.060364,0.799562,226.646484,316.559326,1774551.250000,1815864.625000,1419848.875000,1461162.000000,354702.187500,354684.781250,0.000000,17.593714,0.446070,0.431769,
"[-2665.415070,-8995.261188,18.122951]",1760,3635,1.026196,4.527098,61.954609,41.443049,1635410.875000,1619570.000000,1280707.875000,1264912.000000,354702.187500,354148.656250,0.000000,510.137177,0.503275,0.499782,
"[-3046.664720,-9446.831977,11.484932]",3566,2110,1.838542,1.319317,295.013397,349.322013,1808023.000000,1799795.500000,1453321.500000,1445092.750000,354702.187500,354654.968750,0.000000,47.564716,0.473799,0.476310,
"[-3315.906547,-9560.498142,11.985245]",4021,1033,0.630197,1.459034,162.509216,20.272069,1378356.125000,1399228.625000,1023654.125000,1044537.750000,354702.187500,354644.531250,0.000000,45.551502,0.617795,0.610917,
"[-2717.624951,-8897.198898,19.533399]",1367,3426,0.595599,2.949372,132.107162,135.857886,1354686.000000,1349969.250000,999984.125000,995321.500000,354702.187500,354467.437500,0.000000,180.850616,0.666703,0.663319,
"[-3004.796088,-8849.849206,34.601160]",1178,2278,0.132676,2.979524,217.436234,306.860741,2131198.500000,2169173.250000,1776497.375000,1814422.375000,354702.187500,354462.468750,0.000000,288.030914,0.225764,0.234607,
"[-2962.860305,-9218.524404,15.971163]",2653,2446,0.851536,4.459344,150.810059,177.112623,1296326.250000,1327123.750000,941624.687500,972560.312500,354702.187500,354165.281250,0.000000,398.731506,0.610262,0.601528,
"[-2652.656385,-8828.326618,17.360906]",1092,3686,0.818226,4.793249,9.547865,13.774671,1882489.500000,1884997.375000,1527786.875000,1530257.375000,354702.187500,354081.875000,0.000000,657.655334,0.380786,0.385808,
"[-3073.021477,-9167.408259,15.744285]",2448,2005,1.047378,1.153291,218.304367,232.619666,1509498.250000,1535274.625000,1154795.500000,1180577.750000,354702.187500,354666.093750,0.000000,30.837830,0.556550,0.552838,
"[-3111.062503,-9423.728824,11.819999]",3473,1853,3.714216,4.784403,306.127228,92.682668,1960231.125000,1890743.625000,1605528.125000,1535972.375000,354702.187500,354084.000000,0.000000,687.684143,0.389629,0.376965,
"[-3458.535214,-8770.451035,39.140810]",860,463,1.196340,3.555759,155.087433,147.091504,1812156.000000,1800342.750000,1457453.875000,1445630.625000,354702.187500,354360.750000,0.000000,351.386810,0.428166,0.417031,
"[-2601.588070,-9259.148288,12.478235]",2815,3891,1.882029,0.682039,81.118752,189.371960,1600372.375000,1793206.375000,1245671.125000,1438503.000000,354702.187500,354689.468750,0.000000,12.705306,0.556223,0.461135,
"[-3415.927921,-9438.559232,14.115925]",3533,633,2.327090,4.458163,275.220245,347.939999,1829453.500000,1849395.500000,1474753.250000,1494676.125000,354702.187500,354165.500000,0.000000,553.726563,0.455786,0.452183,
"[-3090.883636,-9539.849910,10.686658]",3938,1933,1.873888,1.852960,35.967331,93.645114,1961360.125000,1929649.125000,1606657.125000,1574937.625000,354702.187500,354609.343750,0.000000,102.282639,0.273799,0.275764,
"[-2569.489905,-8945.053026,15.682652]",1559,4019,1.431338,4.088055,190.346222,185.839462,1651063.625000,1639224.500000,1296361.000000,1284553.000000,354702.187500,354250.906250,0.000000,421.966583,0.553057,0.546070,
"[-3133.255900,-9245.595784,15.206577]",2761,1764,0.129935,2.591092,93.507950,123.071761,1969204.625000,1929904.750000,1614501.750000,1575181.875000,354702.187500,354520.875000,0.000000,201.209381,0.383406,0.384389,
"[-2987.941194,-9311.407821,13.985077]",3024,2345,2.715210,1.862351,219.646103,215.204366,1277803.625000,1294837.250000,923101.937500,940161.250000,354702.187500,354608.437500,0.000000,68.032463,0.658406,0.654148,
"[-2630.496564,-9148.945914,14.386513]",2374,3775,1.936751,3.442193,246.094849,84.541129,1781652.750000,1747177.750000,1426949.625000,1392473.125000,354702.187500,354382.125000,0.000000,323.626068,0.482314,0.466485,
"[-3447.925360,-9010.293370,36.880598]",1820,505,0.499560,1.807200,41.381649,14.764687,2139394.000000,2122086.000000,1784691.875000,1767366.750000,354702.187500,354613.906250,0.000000,105.815453,0.152293,0.185371,
"[-3438.322771,-9330.677262,14.917223]",3101,544,1.926165,2.385199,127.330193,3.064403,1895880.125000,1884304.000000,1541178.250000,1529590.500000,354702.187500,354548.500000,0.000000,164.335175,0.435917,0.434934,
"[-3397.461404,-9083.705571,19.498605]",2113,707,0.620085,4.798780,205.004700,38.369744,1691400.250000,1699454.500000,1336698.625000,1344773.125000,354702.187500,354080.406250,0.000000,601.768127,0.484716,0.474891,
"[-2716.651262,-8668.992212,18.415962]",455,3430,1.670486,3.222067,309.072693,253.041061,1096576.375000,1175973.375000,741874.375000,821368.875000,354702.187500,354421.781250,0.000000,183.488358,0.704039,0.675218,
"[-3269.404498,-9501.243768,11.628664]",3784,1219,1.457868,1.727071,11.549518,330.811117,2000706.875000,2070177.125000,1646004.250000,1715462.125000,354702.187500,354621.281250,0.000000,93.274788,0.352402,0.325546,
"[-3169.450274,-9513.551998,10.932978]",3833,1619,3.221328,3.847477,246.911804,276.287088,2089921.125000,2156245.500000,1735218.375000,1801471.000000,354702.187500,354302.406250,0.000000,471.611755,0.278275,0.276419,
"[-3318.491859,-9547.349186,27.031145]",3968,1023,0.916010,3.580613,162.347504,153.197216,2079206.000000,2057793.750000,1724503.875000,1703027.625000,354702.187500,354355.843750,0.000000,409.730988,0.238646,0.214083,
"[-3072.081363,-8860.072435,22.263870]",1219,2009,0.160380,0.994045,79.080559,44.970160,2143630.750000,2128837.750000,1788929.250000,1774131.125000,354702.187500,354675.375000,0.000000,32.264168,0.236572,0.236681,
"[-3339.308661,-9078.089520,19.660717]",2091,940,0.702133,1.178717,143.703491,109.040480,1978046.000000,1952502.875000,1623344.375000,1597796.125000,354702.187500,354664.500000,0.000000,41.753120,0.363974,0.378821,
"[-3407.433323,-8996.337317,19.842386]",1764,667,0.439443,1.502111,318.013855,191.529868,2023195.250000,2024369.500000,1668494.000000,1669658.125000,354702.187500,354641.250000,0.000000,69.668259,0.319541,0.316594,
"[-3299.622436,-8808.989918,19.534511]",1015,1098,1.914292,0.738243,161.850433,171.681345,2170535.250000,2159847.000000,1815833.500000,1805142.125000,354702.187500,354687.406250,0.000000,17.954752,0.170087,0.195087,
"[-2813.953022,-9040.424992,18.649807]",1940,3041,2.213787,4.049101,330.500580,117.266530,1777444.000000,1752796.250000,1422741.875000,1398088.750000,354702.187500,354259.343750,0.000000,447.678833,0.435590,0.427074,
"[-3293.041640,-9030.874344,21.585760]",1902,1125,1.785684,2.477890,205.147766,178.356266,1723765.625000,1734212.500000,1369062.750000,1379516.125000,354702.187500,354536.218750,0.000000,161.238602,0.425873,0.431769,
"[-2941.640598,-9109.801708,18.326259]",2218,2530,0.812116,1.719039,60.841309,142.088450,1434699.250000,1445900.875000,1079996.875000,1091212.625000,354702.187500,354622.125000,0.000000,65.764183,0.629148,0.611026,
"[-2988.881307,-8941.589235,20.863447]",1545,2341,1.258671,3.792627,357.452545,27.119015,1375679.000000,1355887.000000,1020977.687500,1001272.375000,354702.187500,354313.718750,0.000000,301.554230,0.643559,0.642467,
"[-3205.275318,-9456.046335,14.055750]",3603,1476,2.538036,0.874392,272.414368,273.415372,1630941.000000,1660865.625000,1276238.000000,1306165.000000,354702.187500,354681.375000,0.000000,19.250803,0.494760,0.478166,
"[-3117.005364,-8925.413665,22.616514]",1480,1829,0.992836,4.837313,310.992523,228.227100,2127312.250000,2191361.750000,1772608.750000,1836534.875000,354702.187500,354070.281250,0.000000,757.711914,0.258188,0.262118,
"[-3264.603203,-8976.462552,48.580995]",1684,1239,3.517290,1.155626,229.523087,241.563746,2199033.500000,2217839.250000,1844330.750000,1863127.750000,354702.187500,354665.968750,0.000000,44.702896,0.055349,0.082860,
"[-2789.442917,-8990.923041,19.379800]",1742,3139,1.729896,2.402528,130.979645,180.507853,1867935.500000,1870678.625000,1513232.375000,1515967.750000,354702.187500,354546.093750,0.000000,164.840790,0.414410,0.406987,
"[-3298.548020,-9034.237248,21.621347]",1916,1103,0.375024,4.163993,267.937622,106.679140,1718609.750000,1687099.500000,1363907.750000,1332410.500000,354702.187500,354233.781250,0.000000,455.405212,0.433624,0.433188,
"[-3463.101480,-9221.920937,16.696375]",2666,445,3.323369,1.436285,190.228088,178.515152,1945805.625000,1940410.875000,1591103.875000,1585702.375000,354702.187500,354646.343750,0.000000,60.825619,0.410917,0.420197,
"[-3455.916326,-9121.672760,18.907661]",2265,473,0.775260,1.560573,288.899750,212.131164,1579195.250000,1597425.000000,1224494.125000,1242729.750000,354702.187500,354636.281250,0.000000,58.318665,0.463319,0.472926,
"[-3092.898165,-9098.233317,18.253400]",2172,1925,0.312260,0.650699,160.410919,209.923080,1919586.875000,1930504.625000,1564884.750000,1575801.625000,354702.187500,354690.718750,0.000000,12.410546,0.381223,0.375218,
"[-2614.145302,-8644.342124,16.459810]",356,3840,1.196188,4.344717,298.704865,322.430372,1500185.125000,1568556.500000,1145483.000000,1213924.000000,354702.187500,354192.500000,0.000000,440.416443,0.608843,0.596288,
"[-3292.235829,-8795.000237,21.035600]",959,1128,0.649187,4.209888,273.005676,286.901769,2120025.500000,2195228.000000,1765324.125000,1840434.500000,354702.187500,354223.625000,0.000000,570.642395,0.213537,0.239738,
"[-2908.434442,-8852.539529,22.429239]",1189,2663,2.170857,2.240463,341.202209,1.996474,1835655.875000,1842823.750000,1480954.375000,1488114.875000,354702.187500,354566.656250,0.000000,142.070694,0.448690,0.434607,
"[-2613.775971,-9227.267955,12.712496]",2688,3842,0.956550,3.010519,56.981621,45.683681,1352009.125000,1351561.000000,997307.812500,996915.062500,354702.187500,354457.218750,0.000000,188.356979,0.632751,0.630349,
"[-2717.792829,-8728.448360,18.262245]",692,3426,2.626141,3.677500,147.876923,15.503699,1069200.375000,1151282.625000,714498.000000,796706.875000,354702.187500,354336.875000,0.000000,238.449966,0.680786,0.646288,
"[-2619.248776,-9156.041642,14.118878]",2403,3820,0.553458,1.719479,173.130722,337.665261,1851951.625000,1863494.375000,1497248.875000,1508790.125000,354702.187500,354622.093750,0.000000,83.358383,0.400655,0.407314,
"[-3138.829430,-9090.599524,16.708828]",2141,1742,0.110191,1.465227,332.761505,77.496711,1745544.875000,1740839.375000,1390842.875000,1386137.500000,354702.187500,354644.125000,0.000000,57.551235,0.500764,0.491812,
"[-3447.220275,-8853.043965,17.240316]",1191,508,2.058119,1.868623,263.277649,340.000714,1764852.500000,1795348.375000,1410150.125000,1440644.750000,354702.187500,354607.781250,0.000000,95.291603,0.416157,0.429913,
"[-3112.640551,-9352.367995,12.831406]",3188,1846,0.839198,1.126839,50.399567,60.190382,2035371.625000,2027644.500000,1680669.000000,1672937.750000,354702.187500,354667.750000,0.000000,39.587997,0.322926,0.316594,
"[-3089.070559,-9531.678052,10.591529]",3905,1941,1.008327,0.911046,313.423615,32.758315,2001580.375000,1995433.000000,1646877.750000,1640727.625000,354702.187500,354679.750000,0.000000,25.338200,0.244760,0.243777,
"[-2833.023899,-9561.439755,9.286966]",4024,2965,0.584584,4.765880,257.920197,309.242679,2172828.500000,2242206.250000,1818126.375000,1887364.125000,354702.187500,354088.875000,0.000000,751.777466,0.169978,0.166703,
"[-3482.608838,-8942.564477,18.463720]",1549,367,4.399847,4.230506,128.349594,325.928264,1335017.125000,1408857.125000,980314.375000,1054252.000000,354702.187500,354218.906250,0.000000,385.951263,0.551965,0.560153,
"[-3069.932532,-8846.351785,22.295936]",1164,2017,1.737219,2.143352,27.962271,110.565679,1815227.000000,2047968.125000,1460523.875000,1693244.625000,354702.187500,354577.906250,0.000000,145.864670,0.434607,0.285262,
"[-3381.580198,-8993.008042,19.789466]",1751,771,0.363462,0.719137,292.010956,99.086690,2106043.500000,2088141.375000,1751340.875000,1733436.000000,354702.187500,354688.187500,0.000000,16.549789,0.268341,0.274017,
"[-2796.393043,-9292.810960,12.966718]",2950,3111,4.529879,4.018307,125.102081,193.735632,1475937.875000,1546718.000000,1121235.625000,1192080.500000,354702.187500,354266.062500,0.000000,370.899841,0.597271,0.585808,
"[-3408.608465,-8945.624720,19.950134]",1561,663,1.983168,3.473187,127.509323,240.439974,2092372.625000,2149601.500000,1737669.500000,1794840.625000,354702.187500,354376.375000,0.000000,385.466156,0.271507,0.264410,
"[-3056.838092,-9029.562811,19.456148]",1897,2070,1.969720,0.885620,249.488586,15.008737,1754273.375000,1783625.500000,1399570.750000,1428923.125000,354702.187500,354680.968750,0.000000,21.279585,0.483188,0.472598,
"[-2976.726981,-9283.798376,14.265929]",2914,2390,1.184819,1.710725,145.802124,253.987560,1517699.375000,1554751.500000,1162997.000000,1200060.750000,354702.187500,354622.875000,0.000000,68.550781,0.562882,0.553712,
"[-2792.666164,-9551.250155,9.166092]",3984,3126,2.244323,4.272424,231.029907,222.391302,2082784.375000,2200848.500000,1728081.625000,1846042.750000,354702.187500,354209.250000,0.000000,597.220886,0.224454,0.159716,
"[-2936.268520,-9082.663070,18.468908]",2109,2552,0.759384,3.719811,191.403717,170.375094,1553629.500000,1573823.250000,1198926.500000,1219163.250000,354702.187500,354328.468750,0.000000,331.096649,0.512227,0.506114,
"[-2910.986179,-8811.545726,22.194774]",1025,2653,1.200062,2.402713,8.471694,139.724276,1975265.000000,1969362.500000,1620562.375000,1614641.000000,354702.187500,354546.093750,0.000000,174.855774,0.350218,0.340721,
"[-3341.692520,-8927.196005,40.464971]",1487,930,2.838013,2.195597,259.964691,257.396761,2193059.250000,2230793.250000,1838356.875000,1876061.875000,354702.187500,354571.906250,0.000000,160.729034,0.138319,0.149454,
"[-3379.062037,-8754.779901,17.760765]",798,781,3.675407,3.351626,355.384552,342.482681,1211724.750000,1268721.250000,857023.250000,914112.125000,354702.187500,354398.718750,0.000000,209.828049,0.657642,0.650764,
"[-3145.510952,-9438.222942,11.837233]",3531,1715,3.712593,2.457274,315.234009,353.001609,1838456.625000,1856334.375000,1483753.000000,1501625.000000,354702.187500,354539.062500,0.000000,170.415543,0.451856,0.445087,
"[-3025.646465,-9273.205228,14.314763]",2871,2194,2.227906,0.810518,259.677887,320.064865,1785084.625000,1795671.750000,1430383.250000,1440969.250000,354702.187500,354684.312500,0.000000,17.873453,0.471725,0.471397,
"[-3124.492698,-9043.249832,19.013935]",1952,1799,1.040844,2.357273,81.390121,85.398175,1998221.750000,1958974.625000,1643519.875000,1604253.625000,354702.187500,354552.000000,0.000000,169.394943,0.365066,0.362773,
"[-3437.349082,-8961.531257,19.723581]",1625,548,2.340163,1.258932,353.477020,23.340600,1529820.875000,1563360.000000,1175117.625000,1208662.250000,354702.187500,354659.343750,0.000000,37.539513,0.520306,0.512118,
"[-3232.975095,-9053.540319,49.721613]",1993,1365,0.241529,1.666174,91.840927,262.533220,2127188.750000,2170652.000000,1772486.875000,1815935.375000,354702.187500,354627.312500,0.000000,90.481239,0.238210,0.212336,
"[-2843.130120,-9552.528059,9.380657]",3989,2924,1.100158,2.652503,247.509048,217.100073,2172015.250000,2200060.750000,1817313.125000,1845315.750000,354702.187500,354512.125000,0.000000,232.736511,0.171616,0.169869,
"[-3393.163741,-9096.753639,19.661676]",2166,724,0.954949,3.462488,164.213562,327.429559,1363130.125000,1384426.125000,1008427.750000,1029797.625000,354702.187500,354378.343750,0.000000,250.085114,0.669651,0.666921,
"[-3261.547834,-8845.309285,20.112735]",1160,1251,1.576033,3.871964,228.225937,186.222729,2093334.750000,2114252.500000,1738633.000000,1759477.750000,354702.187500,354297.218750,0.000000,478.166321,0.241266,0.252293,
"[-3452.525202,-8781.615877,39.187925]",905,487,3.708439,3.415791,276.838074,308.879789,1923587.000000,1975915.125000,1568884.750000,1621182.625000,354702.187500,354387.000000,0.000000,344.773438,0.407969,0.394869,
"[-2789.140738,-9460.855288,9.630259]",3622,3140,1.047180,1.440798,239.721191,344.901259,1609823.250000,1697064.500000,1255120.250000,1342365.750000,354702.187500,354646.062500,0.000000,52.981419,0.499563,0.470852,
"[-2777.993676,-8681.401329,20.055715]",504,3185,0.576762,3.977550,158.824539,21.789004,1544185.500000,1510291.625000,1189483.875000,1155637.625000,354702.187500,354274.843750,0.000000,379.179657,0.515939,0.500109,
"[-2717.624951,-9114.408887,16.344045]",2236,3426,1.466148,1.480407,345.161682,358.631091,1443685.875000,1495371.875000,1088983.125000,1140679.375000,354702.187500,354643.031250,0.000000,49.403297,0.568777,0.550983,
"[-3470.521662,-9512.038691,13.735918]",3827,415,1.037973,1.609782,150.373886,223.665577,1308298.125000,1339849.500000,953596.500000,985164.812500,354702.187500,354631.875000,0.000000,52.072918,0.668341,0.664738,
"[-3274.608698,-9477.602551,11.723940]",3689,1199,3.241177,4.686350,325.073853,309.345998,1989794.625000,2065929.250000,1635091.875000,1711151.250000,354702.187500,354109.031250,0.000000,669.546814,0.363210,0.363646,
"[-3345.217946,-8945.254801,21.659448]",1560,916,2.426255,2.138468,341.343201,336.783424,2019258.000000,2028064.125000,1664556.250000,1673345.000000,354702.187500,354578.437500,0.000000,140.774490,0.295633,0.295524,
"[-3180.698062,-9400.323010,12.306843]",3380,1574,2.433045,3.720454,261.677490,281.687034,1752088.375000,1774770.250000,1397386.250000,1420075.500000,354702.187500,354328.343750,0.000000,366.580475,0.496288,0.498690,
"[-3354.182601,-9050.749108,19.715978]",1982,880,0.541274,3.002690,94.168030,92.451002,2066240.625000,1994306.250000,1711538.000000,1639565.625000,354702.187500,354458.468750,0.000000,281.745544,0.284061,0.306223,
"[-3404.680133,-8935.166088,19.884908]",1519,678,1.862397,3.423288,159.319855,150.233915,2132889.000000,2095466.625000,1778187.375000,1740702.250000,354702.187500,354385.812500,0.000000,380.312225,0.228821,0.231114,
"[-3331.619874,-9086.698555,19.586219]",2125,970,1.963069,4.396512,233.401123,24.819656,1548036.125000,1566297.375000,1193333.750000,1211650.750000,354702.187500,354180.062500,0.000000,465.753296,0.580677,0.574236,
"[-3064.694756,-9435.498989,16.599598]",3521,2038,0.396608,2.163507,132.878494,234.298141,1996130.000000,2024467.375000,1641427.250000,1669749.625000,354702.187500,354575.625000,0.000000,142.439911,0.331223,0.330240,
"[-2592.321235,-8756.864902,15.885431]",806,3928,4.246674,1.676232,249.305161,208.236632,1694698.750000,1685922.125000,1339995.250000,1331224.125000,354702.187500,354626.281250,0.000000,71.903229,0.517795,0.530131,
"[-2919.111446,-8811.310322,22.196334]",1024,2620,0.370780,2.561132,307.479523,194.713136,2002698.125000,2020304.750000,1647996.625000,1665577.500000,354702.187500,354524.781250,0.000000,200.169128,0.335590,0.329913,
"[-2782.727820,-8959.009079,19.175880]",1615,3166,4.514258,2.443156,35.957970,256.655282,1428090.000000,1456976.125000,1073387.375000,1102303.875000,354702.187500,354540.812500,0.000000,131.235825,0.609716,0.601747,
"[-3449.570559,-8672.018826,11.636561]",467,499,2.052477,2.020666,9.009881,27.835718,1481993.625000,1469258.250000,1127291.250000,1114574.500000,354702.187500,354591.718750,0.000000,91.777122,0.581769,0.595633,
"[-2602.461032,-8925.850843,15.599464]",1482,3887,0.452497,1.188101,239.589172,240.674118,1852480.000000,1882924.250000,1497778.500000,1528219.500000,354702.187500,354663.812500,0.000000,40.074547,0.451965,0.437336,
"[-3123.854763,-9418.818984,15.718858]",3454,1802,0.491669,2.759465,241.555206,244.133761,1996624.125000,2039862.375000,1641920.875000,1685135.375000,354702.187500,354496.437500,0.000000,232.200455,0.348581,0.341703,
"[-3048.880702,-9217.078355,15.617291]",2647,2101,1.303451,4.197607,333.288361,41.214838,1720926.875000,1683117.125000,1366224.375000,1328425.125000,354702.187500,354226.343750,0.000000,464.681122,0.479476,0.473253,
"[-2628.280582,-8875.978972,15.766965]",1282,3784,0.466694,0.901040,8.357785,166.111622,1723683.375000,1722985.625000,1368981.750000,1368283.375000,354702.187500,354680.125000,0.000000,21.457764,0.451965,0.449563,
"[-3325.945617,-8669.395761,11.284053]",456,993,1.063904,1.866057,320.478119,19.875487,1455769.250000,1435164.625000,1101068.000000,1080479.250000,354702.187500,354608.062500,0.000000,76.689316,0.598035,0.603603,
