size, percentage
8,90.8497,
8,84.6405,
8,89.7059,
8,91.9118,
8,88.2353,
8,87.7451,
8,90.4412,
8,87.0915,
8,89.3791,
8,88.3987,
8,88.6438,
8,89.7876,
8,87.0098,
8,87.1732,
8,86.683,
8,83.2516,
8,83.3333,
8,90.5229,
8,83.2516,
8,89.0523,
8,91.9935,
8,90.0327,
8,87.0915,
8,88.8072,
8,86.4379,
8,77.8595,
8,89.7059,
8,82.9248,
8,91.3399,
8,92.3203,
8,89.8693,
8,92.402,
8,85.7843,
8,82.2712,
8,93.4641,
8,91.7484,
8,86.9281,
8,91.7484,
8,88.2353,
8,91.585,
8,86.1928,
8,88.8889,
8,91.9935,
8,89.7059,
8,88.3987,
8,93.5458,
8,91.3399,
8,91.5033,
8,89.7876,
8,79.8203,
8,79.8203,
8,87.5817,
8,85.2124,
8,89.2974,
8,87.5817,
8,89.7059,
8,88.7255,
8,90.6863,
8,90.4412,
8,90.0327,
8,85.2124,
8,90.768,
8,91.0948,
8,88.8072,
8,93.3007,
8,88.8072,
8,88.317,
8,92.1569,
8,91.7484,
8,89.7876,
8,86.8464,
8,92.0752,
8,82.2712,
8,88.9706,
8,84.9673,
8,84.3137,
8,88.7255,
8,91.0131,
8,91.2582,
8,85.9477,
8,91.4216,
8,88.8889,
8,89.2157,
8,91.1765,
8,88.5621,
8,87.6634,
8,90.2778,
8,89.0523,
8,91.0131,
8,88.6438,
8,86.0294,
8,89.8693,
8,82.3529,
8,92.1569,
8,88.317,
8,88.8072,
8,86.3562,
8,90.8497,
8,90.6863,
8,83.2516,
8,91.6667,
8,87.9902,
8,85.3758,
8,86.8464,
8,85.866,
8,90.0327,
8,91.585,
8,88.4804,
8,89.134,
8,86.0294,
8,90.4412,
8,90.3595,
8,82.8431,
8,89.2157,
8,84.9673,
8,88.9706,
8,89.2157,
8,90.1144,
8,90.768,
8,91.0948,
8,91.6667,
8,88.0719,
8,82.8431,
8,86.0294,
8,91.0948,
8,90.1961,
8,88.5621,
8,89.951,
8,87.9902,
8,90.5229,
8,87.7451,
8,92.6471,
8,78.7582,
8,89.951,
8,91.3399,
8,88.3987,
8,90.8497,
8,90.768,
8,90.6863,
8,88.9706,
8,88.5621,
8,89.0523,
8,87.6634,
8,86.4379,
8,91.8301,
8,91.0948,
8,90.6863,
8,85.9477,
8,92.2386,
8,88.8889,
8,85.7026,
8,88.2353,
8,87.1732,
8,89.6242,
8,86.1111,
8,88.3987,
8,89.3791,
8,88.7255,
8,87.0098,
8,84.4771,
8,87.9902,
8,90.8497,
8,88.9706,
8,89.2974,
8,87.9902,
8,87.7451,
8,91.9935,
8,85.2941,
8,87.9085,
8,89.6242,
8,91.1765,
8,91.3399,
8,90.0327,
8,86.2745,
8,88.3987,
8,88.6438,
8,86.4379,
8,87.8268,
8,90.6046,
8,88.317,
8,87.7451,
8,91.585,
8,88.9706,
8,87.3366,
8,89.134,
8,90.4412,
8,84.5588,
8,89.4608,
8,92.1569,
8,94.0359,
8,91.4216,
8,89.8693,
8,87.4183,
8,86.0294,
8,90.6046,
8,91.0131,
8,85.7843,
8,90.9314,
8,87.8268,
8,91.7484,
8,84.7222,
8,90.1144,
8,90.6046,
8,90.3595,
8,87.1732,
8,90.3595,
8,89.8693,
8,89.134,
8,85.9477,
8,91.2582,
8,89.5425,
8,88.4804,
8,91.6667,
8,91.6667,
8,93.8725,
8,89.7876,
8,89.4608,
8,89.7876,
8,90.6863,
8,91.3399,
8,82.3529,
8,87.4183,
8,87.2549,
8,88.4804,
8,86.9281,
8,86.5196,
8,86.1111,
8,88.6438,
8,91.8301,
8,90.1961,
8,88.7255,
16,93.7092,
16,92.3203,
16,90.4412,
16,92.8105,
16,95.0163,
16,96.2418,
16,92.9739,
16,94.6895,
16,92.8105,
16,94.4444,
16,93.7092,
16,95.0163,
16,94.281,
16,94.1993,
16,96.8137,
16,93.3007,
16,92.2386,
16,91.7484,
16,94.7712,
16,95.1797,
16,93.6275,
16,95.5065,
16,93.4641,
16,95.5882,
16,95.0163,
16,93.9542,
16,94.281,
16,93.7092,
16,92.5654,
16,94.9346,
16,95.6699,
16,94.6078,
16,92.2386,
16,93.7908,
16,92.9739,
16,92.1569,
16,92.8105,
16,91.9118,
16,94.1993,
16,92.6471,
16,94.5261,
16,93.5458,
16,91.3399,
16,93.3824,
16,94.6895,
16,95.0163,
16,93.6275,
16,94.281,
16,92.3203,
16,94.1176,
16,95.4248,
16,94.1993,
16,95.2614,
16,92.4837,
16,95.1797,
16,92.9739,
16,94.1993,
16,95.1797,
16,95.0163,
16,94.6078,
16,95.1797,
16,93.0556,
16,94.6078,
16,94.0359,
16,93.7908,
16,92.9739,
16,94.0359,
16,93.3824,
16,94.6078,
16,94.5261,
16,93.4641,
16,91.7484,
16,92.3203,
16,95.7516,
16,94.1993,
16,92.2386,
16,94.8529,
16,94.7712,
16,91.6667,
16,95.098,
16,91.3399,
16,94.1176,
16,94.5261,
16,91.5033,
16,95.3431,
16,86.9281,
16,94.281,
16,95.5882,
16,93.8725,
16,94.0359,
16,90.1144,
16,92.0752,
16,91.8301,
16,93.7092,
16,93.9542,
16,94.1993,
16,94.6895,
16,93.6275,
16,94.281,
16,94.3627,
16,94.1993,
16,92.4837,
16,91.9118,
16,96.4869,
16,93.5458,
16,94.0359,
16,94.4444,
16,93.9542,
16,95.098,
16,91.8301,
16,92.8105,
16,91.0131,
16,93.1373,
16,91.0131,
16,93.3007,
16,94.9346,
16,92.8105,
16,95.3431,
16,87.6634,
16,93.4641,
16,94.8529,
16,93.219,
16,94.1993,
16,94.0359,
16,94.5261,
16,95.098,
16,95.6699,
16,95.7516,
16,95.8333,
16,89.4608,
16,94.4444,
16,94.0359,
16,92.8105,
16,91.2582,
16,92.8922,
16,92.2386,
16,93.9542,
16,93.219,
16,95.1797,
16,92.9739,
16,95.5882,
16,94.8529,
16,92.4837,
16,90.2778,
16,94.0359,
16,91.7484,
16,94.5261,
16,94.3627,
16,95.3431,
16,93.9542,
16,95.098,
16,95.5065,
16,94.4444,
16,95.0163,
16,95.1797,
16,93.9542,
16,94.0359,
16,94.4444,
16,95.5065,
16,92.9739,
16,94.8529,
16,96.3235,
16,93.7092,
16,93.3824,
16,94.1993,
16,91.9935,
16,90.8497,
16,93.4641,
16,92.2386,
16,93.1373,
16,94.3627,
16,93.6275,
16,94.6078,
16,93.8725,
16,94.1993,
16,96.3235,
16,95.2614,
16,92.6471,
16,94.5261,
16,93.1373,
16,93.1373,
16,93.5458,
16,93.7908,
16,90.5229,
16,95.2614,
16,94.6895,
16,92.1569,
16,92.5654,
16,93.7908,
16,91.585,
16,90.6046,
16,93.219,
16,92.1569,
16,96.4869,
16,94.9346,
16,91.9935,
16,93.3007,
16,96.6503,
16,92.5654,
16,91.585,
16,89.7059,
16,95.2614,
16,92.6471,
16,94.7712,
16,92.9739,
16,92.0752,
16,92.1569,
16,93.6275,
16,93.4641,
16,93.219,
16,91.0131,
16,94.4444,
16,94.6895,
16,92.8105,
16,93.219,
16,95.3431,
16,94.281,
16,92.1569,
16,94.6078,
16,92.2386,
16,94.5261,
16,93.5458,
16,94.5261,
16,91.8301,
16,95.0163,
16,93.8725,
16,95.7516,
16,92.4837,
16,94.6078,
16,91.0948,
16,94.8529,
16,93.5458,
16,94.6895,
16,94.5261,
16,94.6895,
16,94.6078,
16,92.8922,
16,94.8529,
16,91.585,
16,91.9935,
16,91.9118,
16,93.4641,
16,94.7712,
16,91.585,
16,92.6471,
16,94.6895,
16,93.0556,
16,89.951,
16,93.6275,
16,94.8529,
16,92.9739,
16,92.8922,
16,95.1797,
16,94.5261,
16,95.5882,
16,94.6895,
16,94.0359,
16,94.6078,
16,94.281,
16,94.8529,
16,92.0752,
16,94.6895,
16,93.6275,
16,94.0359,
16,92.0752,
16,93.0556,
16,94.6895,
16,94.4444,
16,94.4444,
16,94.9346,
16,97.7941,
16,96.6503,
16,92.8105,
16,92.6471,
16,95.3431,
16,95.8333,
16,92.8922,
16,95.3431,
16,88.0719,
16,92.0752,
16,94.281,
16,93.9542,
16,93.8725,
16,93.6275,
16,93.4641,
16,95.0163,
16,93.8725,
16,90.4412,
16,94.1993,
16,96.0784,
16,90.2778,
16,94.0359,
16,95.0163,
16,95.4248,
16,93.6275,
16,96.5686,
16,95.5065,
16,95.2614,
16,94.1176,
16,94.0359,
16,92.8105,
16,95.0163,
16,94.6895,
16,95.9967,
16,93.5458,
16,93.1373,
16,93.8725,
16,94.0359,
16,94.1176,
16,94.281,
16,94.4444,
16,92.3203,
16,91.9935,
16,95.3431,
16,90.768,
16,92.9739,
16,93.7092,
16,94.3627,
16,89.7059,
16,93.7092,
16,93.9542,
16,94.8529,
16,93.219,
16,93.9542,
16,93.4641,
16,91.4216,
16,92.8105,
16,95.1797,
16,93.7908,
16,91.7484,
16,94.1993,
16,91.9935,
16,94.5261,
16,95.6699,
16,94.281,
16,93.219,
16,91.9118,
16,94.5261,
16,93.1373,
16,93.7092,
16,92.8105,
16,93.6275,
16,92.402,
16,94.281,
16,93.9542,
16,92.4837,
16,93.3007,
16,91.0948,
16,95.5065,
16,94.1176,
16,92.1569,
16,93.7908,
16,93.0556,
16,92.8922,
16,94.3627,
16,94.7712,
16,95.2614,
16,94.6078,
16,96.4052,
16,90.6863,
16,93.5458,
16,94.9346,
16,93.3007,
16,94.1993,
16,92.4837,
16,92.8105,
16,95.8333,
16,93.9542,
16,94.3627,
16,95.6699,
16,93.7092,
16,94.6895,
16,92.8105,
16,93.6275,
16,89.2974,
16,93.6275,
16,91.1765,
16,92.7288,
16,93.1373,
16,94.9346,
16,93.6275,
16,94.6895,
16,95.7516,
16,95.0163,
16,94.3627,
16,93.7908,
16,94.6078,
16,95.1797,
16,94.4444,
16,95.2614,
16,93.0556,
16,95.6699,
16,93.4641,
16,94.0359,
16,95.7516,
16,96.4869,
16,95.1797,
16,93.6275,
16,94.6078,
16,94.6078,
16,95.0163,
16,85.9477,
16,94.1993,
16,91.3399,
16,94.6895,
16,90.1144,
16,93.7092,
16,94.1176,
16,93.6275,
16,95.0163,
16,94.6078,
16,94.5261,
16,94.1993,
16,94.4444,
16,90.5229,
16,94.8529,
16,93.7908,
16,93.219,
16,96.4869,
16,93.5458,
16,93.4641,
16,95.4248,
16,95.1797,
16,95.3431,
16,94.1176,
16,91.9935,
16,94.1993,
16,94.8529,
16,93.4641,
16,93.6275,
16,92.7288,
16,89.7059,
16,96.1601,
16,94.4444,
16,94.1993,
16,94.1993,
16,93.3007,
16,91.585,
16,90.2778,
16,95.098,
16,93.0556,
16,93.3824,
16,92.9739,
16,89.4608,
16,93.9542,
16,95.6699,
16,93.7908,
16,93.6275,
16,93.3007,
16,93.5458,
16,95.2614,
16,95.5065,
16,93.6275,
16,93.5458,
16,93.1373,
16,93.3824,
16,92.0752,
16,90.6863,
16,91.4216,
16,96.8137,
16,94.1993,
16,95.1797,
16,93.3007,
16,94.5261,
16,93.4641,
16,93.7092,
16,92.4837,
16,93.1373,
16,93.8725,
16,95.0163,
16,94.1176,
16,94.1176,
16,92.3203,
16,95.3431,
16,92.5654,
16,94.6895,
16,96.2418,
16,94.0359,
16,93.8725,
16,93.9542,
16,92.5654,
16,93.8725,
16,92.4837,
16,95.1797,
16,94.9346,
16,93.8725,
16,93.6275,
16,94.3627,
16,93.1373,
16,93.3007,
16,95.2614,
16,92.8105,
16,92.7288,
16,93.1373,
16,94.9346,
16,94.7712,
16,93.1373,
16,94.1176,
16,95.098,
16,91.9935,
16,95.4248,
16,92.8105,
16,91.0948,
16,92.0752,
16,92.1569,
16,94.1993,
16,96.0784,
16,94.9346,
16,95.7516,
16,93.6275,
16,92.0752,
16,94.4444,
16,89.3791,
16,94.281,
16,92.6471,
16,95.7516,
16,94.9346,
16,93.6275,
16,90.3595,
16,92.4837,
16,93.4641,
16,95.5882,
16,95.5882,
16,93.3007,
16,93.3824,
16,89.8693,
16,92.0752,
16,94.6895,
16,89.4608,
16,94.0359,
16,92.3203,
16,87.3366,
16,93.0556,
16,89.4608,
16,95.1797,
16,94.4444,
16,92.8105,
16,95.098,
16,92.5654,
16,93.0556,
16,93.7908,
16,93.0556,
16,92.7288,
16,94.7712,
16,93.7092,
16,92.1569,
16,94.1176,
16,92.9739,
16,89.951,
16,91.6667,
16,93.3007,
16,94.1993,
16,94.6895,
16,96.8954,
16,93.6275,
16,92.8922,
16,94.6895,
16,95.4248,
16,90.6863,
16,92.8922,
16,94.6078,
16,94.9346,
16,93.7908,
16,95.098,
16,94.5261,
16,94.1993,
16,95.5882,
16,93.0556,
16,94.3627,
16,97.7941,
16,94.281,
16,94.1993,
16,93.3824,
16,92.6471,
16,91.9118,
16,93.5458,
16,91.9935,
16,96.6503,
16,95.5065,
16,93.3824,
16,92.1569,
16,95.915,
16,92.8105,
16,91.6667,
16,94.6895,
16,91.4216,
16,94.7712,
16,95.3431,
16,94.6078,
16,93.3007,
16,92.8922,
16,93.1373,
16,94.4444,
16,94.281,
16,93.3824,
16,93.3007,
16,93.3007,
16,91.6667,
16,96.8954,
16,93.9542,
16,92.402,
16,93.0556,
16,92.5654,
16,94.281,
16,94.3627,
16,92.9739,
16,95.5882,
16,95.7516,
16,93.5458,
16,94.3627,
16,94.4444,
16,95.3431,
16,94.3627,
16,89.0523,
16,93.5458,
16,95.6699,
16,93.3824,
16,94.6078,
16,95.8333,
16,96.3235,
16,93.7092,
16,95.6699,
16,95.1797,
16,95.7516,
16,95.0163,
16,93.9542,
16,95.1797,
16,94.1176,
16,90.1144,
16,94.5261,
16,92.6471,
16,93.8725,
16,95.9967,
16,94.4444,
16,92.4837,
16,93.0556,
16,91.4216,
16,95.2614,
16,94.7712,
16,94.3627,
16,94.1993,
16,94.1993,
16,94.1176,
16,94.0359,
16,90.5229,
16,92.8105,
16,94.0359,
16,93.219,
16,92.402,
16,89.6242,
16,95.915,
16,95.3431,
16,92.4837,
16,91.7484,
16,93.1373,
16,94.5261,
16,94.6895,
16,93.4641,
16,93.0556,
16,94.9346,
16,95.8333,
16,97.3039,
16,95.0163,
16,92.5654,
16,92.1569,
16,89.8693,
16,95.915,
16,83.5784,
16,93.3824,
16,93.219,
16,91.1765,
16,94.3627,
16,94.4444,
16,95.7516,
16,95.098,
16,94.0359,
16,89.951,
16,93.5458,
16,95.0163,
16,94.6895,
16,88.317,
16,91.9118,
16,93.7908,
16,93.7092,
16,91.4216,
16,92.5654,
16,92.9739,
16,95.0163,
16,93.8725,
16,93.0556,
16,95.4248,
16,93.5458,
16,93.7908,
16,94.5261,
16,94.3627,
16,91.8301,
16,94.6895,
16,94.5261,
16,95.6699,
16,94.4444,
16,94.7712,
16,92.5654,
16,94.8529,
16,94.3627,
16,93.9542,
16,94.0359,
16,94.6078,
16,93.4641,
16,92.8922,
16,90.0327,
16,92.8922,
16,95.2614,
16,92.9739,
16,93.3007,
16,93.6275,
16,93.5458,
16,94.9346,
16,92.402,
16,93.7092,
16,92.8105,
16,90.768,
16,95.098,
16,93.5458,
16,94.0359,
16,94.1176,
16,94.4444,
16,95.2614,
16,92.2386,
16,94.8529,
16,94.1993,
16,93.7908,
16,92.7288,
16,90.768,
16,92.6471,
16,93.1373,
16,94.5261,
16,94.3627,
16,94.4444,
16,88.6438,
16,95.0163,
16,92.2386,
16,94.8529,
16,94.3627,
16,95.0163,
16,92.0752,
16,91.0948,
16,93.3824,
16,92.8105,
16,93.7908,
16,94.8529,
16,91.7484,
16,92.8105,
16,92.402,
16,93.7908,
16,95.8333,
16,93.219,
16,95.5065,
16,93.8725,
16,93.5458,
16,95.5065,
16,95.0163,
16,91.9935,
16,92.8105,
16,94.3627,
16,94.4444,
16,98.7745,
16,98.2026,
16,93.7092,
16,95.1797,
16,94.6078,
16,84.3137,
16,95.0163,
16,94.281,
16,94.0359,
16,93.5458,
16,94.281,
16,91.2582,
16,92.4837,
16,92.1569,
16,94.0359,
16,93.4641,
16,94.281,
16,92.9739,
16,93.0556,
16,91.0131,
16,91.3399,
16,95.0163,
16,88.4804,
16,93.3824,
16,96.1601,
16,94.6078,
16,90.5229,
16,95.0163,
16,92.6471,
16,91.3399,
16,93.9542,
16,88.9706,
16,94.1176,
16,96.2418,
16,94.5261,
16,93.6275,
16,91.9118,
16,91.0131,
16,95.4248,
16,95.5065,
16,92.402,
16,94.1993,
16,92.8922,
16,93.7908,
16,90.9314,
16,94.6895,
16,95.2614,
16,93.8725,
16,95.3431,
16,95.915,
16,95.2614,
16,93.7908,
16,90.8497,
16,92.2386,
16,90.2778,
16,93.3007,
16,91.3399,
16,91.3399,
16,93.7908,
16,93.9542,
16,94.281,
16,94.9346,
16,94.8529,
16,95.5065,
16,93.219,
16,94.7712,
16,92.4837,
16,93.9542,
16,95.7516,
16,91.585,
16,93.3824,
16,96.4052,
16,94.1176,
16,93.8725,
16,91.585,
16,96.3235,
16,90.1961,
16,93.0556,
16,91.0948,
16,89.8693,
16,94.1176,
16,93.9542,
16,94.281,
16,90.2778,
16,94.9346,
16,94.1993,
16,93.4641,
16,94.8529,
16,94.5261,
16,93.0556,
16,90.8497,
16,92.6471,
16,93.3824,
16,92.4837,
16,93.4641,
16,92.8105,
16,93.1373,
16,95.8333,
16,93.4641,
16,93.219,
16,90.3595,
16,93.7092,
16,94.281,
16,93.219,
16,97.2222,
16,94.0359,
16,91.5033,
16,93.3824,
16,93.3824,
16,94.0359,
16,94.3627,
16,92.3203,
16,94.1176,
16,93.1373,
16,95.9967,
16,92.5654,
16,87.9085,
16,93.6275,
16,92.402,
16,94.6895,
16,93.5458,
16,94.6078,
16,95.3431,
16,95.2614,
16,94.7712,
16,90.1144,
16,90.4412,
16,93.3824,
16,95.7516,
16,94.1176,
16,92.5654,
16,94.9346,
16,93.1373,
16,93.8725,
16,94.281,
16,95.2614,
16,89.0523,
16,93.8725,
16,94.9346,
16,92.7288,
16,95.915,
16,94.7712,
16,95.3431,
16,93.7908,
16,93.6275,
16,94.281,
16,92.9739,
16,92.5654,
16,95.3431,
16,94.7712,
16,94.4444,
16,94.6895,
16,94.1993,
16,94.1993,
16,93.4641,
16,94.1176,
16,93.0556,
16,94.9346,
16,92.6471,
16,91.5033,
16,93.219,
16,94.281,
16,93.3007,
16,89.2157,
16,94.1176,
16,94.8529,
16,95.7516,
16,94.1176,
16,93.6275,
16,93.4641,
16,91.9935,
16,92.2386,
16,92.8922,
16,93.7908,
16,94.6895,
16,95.5065,
16,93.8725,
16,92.8105,
16,92.7288,
16,93.8725,
16,93.5458,
16,93.1373,
16,94.6895,
16,93.6275,
16,92.6471,
16,94.8529,
16,93.1373,
16,93.5458,
16,94.6895,
16,93.9542,
16,92.2386,
16,92.7288,
16,94.6078,
16,95.6699,
16,93.3007,
16,94.3627,
16,91.7484,
16,90.0327,
16,93.4641,
16,95.2614,
16,91.7484,
16,94.4444,
16,93.3007,
16,93.9542,
16,90.9314,
16,93.4641,
16,94.1176,
16,93.5458,
16,93.7092,
16,93.6275,
16,95.2614,
16,93.0556,
16,93.219,
16,93.3824,
16,91.2582,
16,92.8922,
16,96.1601,
16,94.5261,
16,94.8529,
16,95.8333,
16,94.1993,
16,94.4444,
16,95.915,
16,94.8529,
16,92.7288,
16,93.7908,
16,91.9935,
16,93.8725,
16,94.3627,
16,93.3007,
16,91.2582,
16,94.281,
16,94.5261,
16,93.7092,
16,93.3007,
32,95.5882,
32,94.5261,
32,95.3431,
32,95.9967,
32,97.1405,
32,98.2843,
32,95.5882,
32,96.4869,
32,97.549,
32,97.7124,
32,96.732,
32,97.3856,
32,97.3039,
32,96.5686,
32,97.4673,
32,96.2418,
32,95.6699,
32,95.915,
32,96.1601,
32,97.7124,
32,96.0784,
32,97.549,
32,96.4869,
32,97.2222,
32,97.7941,
32,96.0784,
32,96.4869,
32,95.915,
32,96.5686,
32,96.3235,
32,96.8954,
32,97.3856,
32,95.915,
32,97.3856,
32,95.8333,
32,96.1601,
32,96.4052,
32,95.3431,
32,96.8137,
32,95.915,
32,97.2222,
32,95.7516,
32,95.3431,
32,96.9771,
32,97.6307,
32,97.4673,
32,96.1601,
32,96.4052,
32,96.3235,
32,96.8954,
32,97.4673,
32,96.4869,
32,96.3235,
32,94.4444,
32,97.1405,
32,96.0784,
32,96.4052,
32,97.4673,
32,97.2222,
32,96.6503,
32,97.4673,
32,95.098,
32,96.6503,
32,96.6503,
32,96.3235,
32,96.8954,
32,97.0588,
32,94.8529,
32,97.2222,
32,96.0784,
32,96.732,
32,95.1797,
32,95.915,
32,97.2222,
32,96.732,
32,94.8529,
32,96.6503,
32,96.4869,
32,96.4052,
32,97.0588,
32,94.8529,
32,97.2222,
32,95.3431,
32,95.5065,
32,97.4673,
32,91.585,
32,97.1405,
32,97.3039,
32,97.1405,
32,96.5686,
32,95.0163,
32,95.7516,
32,96.4869,
32,96.8137,
32,95.3431,
32,96.0784,
32,96.9771,
32,95.915,
32,97.549,
32,97.4673,
32,96.0784,
32,95.8333,
32,96.0784,
32,97.7941,
32,96.4869,
32,97.549,
32,96.0784,
32,96.6503,
32,97.3856,
32,93.9542,
32,96.5686,
32,94.281,
32,95.5882,
32,94.1993,
32,97.1405,
32,96.8954,
32,95.6699,
32,97.7124,
32,90.5229,
32,95.3431,
32,96.8137,
32,96.4869,
32,96.9771,
32,96.732,
32,97.4673,
32,97.549,
32,97.549,
32,98.1209,
32,96.4869,
32,92.6471,
32,95.915,
32,94.4444,
32,94.5261,
32,96.5686,
32,95.8333,
32,96.732,
32,96.732,
32,97.4673,
32,96.6503,
32,96.732,
32,98.366,
32,97.2222,
32,96.6503,
32,96.0784,
32,96.9771,
32,95.7516,
32,96.732,
32,96.6503,
32,97.1405,
32,97.4673,
32,97.1405,
32,96.4869,
32,96.4869,
32,97.3856,
32,96.6503,
32,97.0588,
32,96.8137,
32,96.9771,
32,96.1601,
32,95.915,
32,95.8333,
32,97.4673,
32,95.3431,
32,95.2614,
32,96.9771,
32,95.5882,
32,94.1176,
32,96.1601,
32,95.3431,
32,95.3431,
32,96.9771,
32,95.8333,
32,96.5686,
32,96.9771,
32,96.3235,
32,97.3039,
32,97.3856,
32,95.8333,
32,96.6503,
32,95.4248,
32,96.732,
32,96.5686,
32,97.3039,
32,91.9935,
32,96.8954,
32,97.3039,
32,96.9771,
32,95.7516,
32,95.9967,
32,95.3431,
32,95.5065,
32,97.2222,
32,95.5065,
32,98.2843,
32,98.2026,
32,94.8529,
32,96.2418,
32,98.0392,
32,95.1797,
32,95.8333,
32,93.7908,
32,97.7941,
32,96.2418,
32,96.6503,
32,96.5686,
32,97.0588,
32,96.2418,
32,96.6503,
32,96.6503,
32,96.4869,
32,93.7092,
32,97.1405,
32,97.8758,
32,96.4869,
32,97.3856,
32,96.732,
32,96.8137,
32,96.4052,
32,97.1405,
32,95.4248,
32,97.1405,
32,97.1405,
32,97.7124,
32,96.1601,
32,96.732,
32,97.4673,
32,98.0392,
32,96.4052,
32,96.732,
32,95.4248,
32,97.4673,
32,96.5686,
32,96.4869,
32,96.9771,
32,96.4869,
32,96.3235,
32,97.0588,
32,96.732,
32,94.6895,
32,95.5882,
32,96.5686,
32,97.6307,
32,96.4052,
32,94.8529,
32,95.5882,
32,96.9771,
32,96.2418,
32,95.5065,
32,97.0588,
32,96.5686,
32,96.8954,
32,96.3235,
32,96.9771,
32,95.7516,
32,97.3856,
32,96.3235,
32,96.732,
32,96.8954,
32,96.3235,
32,97.3039,
32,95.7516,
32,97.0588,
32,96.3235,
32,96.8137,
32,96.3235,
32,96.0784,
32,97.1405,
32,96.2418,
32,97.3856,
32,97.3856,
32,98.1209,
32,97.549,
32,97.3856,
32,95.2614,
32,97.3039,
32,97.2222,
32,96.1601,
32,96.8954,
32,93.0556,
32,96.8954,
32,96.3235,
32,96.8137,
32,96.5686,
32,97.0588,
32,96.8137,
32,96.6503,
32,96.5686,
32,95.8333,
32,96.0784,
32,97.3856,
32,95.2614,
32,96.4052,
32,96.0784,
32,96.732,
32,96.8137,
32,98.6928,
32,97.1405,
32,97.3856,
32,96.0784,
32,95.4248,
32,96.8954,
32,95.915,
32,96.8137,
32,98.1209,
32,96.0784,
32,96.5686,
32,97.0588,
32,96.4869,
32,96.1601,
32,96.6503,
32,96.3235,
32,94.6078,
32,95.8333,
32,97.7941,
32,96.3235,
32,95.7516,
32,96.4869,
32,97.6307,
32,95.0163,
32,96.732,
32,96.2418,
32,97.3039,
32,95.915,
32,97.0588,
32,96.0784,
32,94.9346,
32,95.3431,
32,96.3235,
32,97.1405,
32,95.0163,
32,96.8954,
32,96.2418,
32,97.1405,
32,97.7124,
32,96.8954,
32,96.1601,
32,96.8954,
32,96.8137,
32,95.8333,
32,96.732,
32,95.915,
32,97.2222,
32,95.6699,
32,96.5686,
32,96.8137,
32,95.4248,
32,96.2418,
32,93.3007,
32,96.8954,
32,97.6307,
32,96.1601,
32,95.915,
32,96.4052,
32,96.8954,
32,97.7124,
32,97.549,
32,96.2418,
32,96.3235,
32,97.6307,
32,95.7516,
32,96.9771,
32,97.1405,
32,95.9967,
32,97.0588,
32,95.9967,
32,95.1797,
32,97.7941,
32,95.915,
32,96.5686,
32,97.2222,
32,94.1993,
32,96.4869,
32,96.6503,
32,97.3856,
32,94.9346,
32,96.8137,
32,94.6078,
32,95.915,
32,95.2614,
32,97.0588,
32,96.5686,
32,97.1405,
32,97.4673,
32,97.2222,
32,96.1601,
32,96.3235,
32,96.6503,
32,98.1209,
32,96.0784,
32,97.7124,
32,96.8137,
32,98.2843,
32,95.6699,
32,97.2222,
32,97.3039,
32,97.7941,
32,96.8137,
32,96.732,
32,96.732,
32,96.732,
32,96.6503,
32,88.317,
32,95.5882,
32,96.4052,
32,97.8758,
32,94.6078,
32,96.3235,
32,96.4869,
32,95.7516,
32,97.3856,
32,96.8137,
32,96.8137,
32,95.5882,
32,96.8954,
32,95.7516,
32,96.732,
32,96.8137,
32,96.9771,
32,96.732,
32,95.4248,
32,93.3824,
32,96.9771,
32,97.9575,
32,96.8954,
32,96.6503,
32,96.2418,
32,95.7516,
32,96.8137,
32,96.5686,
32,95.915,
32,97.549,
32,94.5261,
32,97.7124,
32,96.0784,
32,97.3856,
32,96.3235,
32,95.098,
32,95.915,
32,96.4052,
32,96.6503,
32,95.4248,
32,96.6503,
32,97.2222,
32,96.2418,
32,96.4869,
32,98.0392,
32,96.6503,
32,96.6503,
32,96.6503,
32,97.7941,
32,96.9771,
32,96.8954,
32,95.9967,
32,96.8137,
32,95.4248,
32,96.0784,
32,95.915,
32,93.3824,
32,96.1601,
32,97.9575,
32,96.732,
32,97.6307,
32,96.4052,
32,96.4052,
32,96.732,
32,95.9967,
32,96.3235,
32,96.2418,
32,97.7124,
32,97.4673,
32,96.732,
32,95.4248,
32,95.9967,
32,96.5686,
32,95.2614,
32,96.1601,
32,97.1405,
32,96.4869,
32,95.098,
32,96.2418,
32,96.1601,
32,97.1405,
32,96.4869,
32,96.8137,
32,96.4052,
32,96.732,
32,96.1601,
32,96.2418,
32,96.2418,
32,96.1601,
32,96.4052,
32,95.6699,
32,95.1797,
32,96.5686,
32,96.0784,
32,96.8137,
32,96.3235,
32,95.8333,
32,97.3856,
32,96.4869,
32,97.3039,
32,95.5882,
32,95.6699,
32,95.5065,
32,96.4052,
32,96.732,
32,97.549,
32,96.8954,
32,97.7941,
32,96.5686,
32,95.915,
32,97.2222,
32,94.7712,
32,96.9771,
32,95.6699,
32,97.3856,
32,96.5686,
32,96.4052,
32,95.8333,
32,96.2418,
32,95.7516,
32,97.1405,
32,97.2222,
32,95.9967,
32,95.7516,
32,94.6895,
32,94.8529,
32,95.6699,
32,95.5065,
32,96.3235,
32,94.8529,
32,93.4641,
32,96.6503,
32,94.9346,
32,97.1405,
32,94.9346,
32,97.0588,
