pos,row,col,slope2d,slope3d,aspect2d,aspect3d,global2d,global3d,beam2d,beam3d,dif2d,dif3d,ref2d,ref3d,percentageShaded,percentageShaded3d
"[-3223.641110,-8899.552931,40.379205]",1377,1402,1.605859,1.015488,138.005829,103.977340,97968.406250,97968.406250,76603.328125,76603.328125,21365.080078,21365.080078,0.000000,0.000000,0.173016,0.173016,
"[-3256.242907,-8866.932759,20.350896]",1246,1272,1.884086,1.526217,82.574181,349.845217,51979.023438,53101.507813,30613.947266,31736.423828,21365.080078,21365.080078,0.000000,0.000000,0.717460,0.711111,
"[-3196.310663,-8891.818251,40.442468]",1346,1512,0.754556,1.506044,116.416618,151.627749,97543.375000,97341.804688,76178.289063,75976.726563,21365.080078,21365.080078,0.000000,0.000000,0.180952,0.190476,
"[-2732.868222,-9194.546896,15.784384]",2557,3365,2.594319,3.082537,301.208221,228.874984,75654.203125,76729.109375,54289.117188,55364.023438,21365.080078,21365.080078,0.000000,0.000000,0.549206,0.530159,
"[-3114.890109,-9425.847454,11.616950]",3482,1837,1.969597,2.741231,180.011124,255.678007,56281.304688,56190.789063,34916.214844,34825.710938,21365.080078,21365.080078,0.000000,0.000000,0.696825,0.695238,
"[-2735.856441,-9419.289791,10.348518]",3456,3354,3.872571,3.285978,353.617554,329.912088,96642.914063,96710.742188,75277.835938,75345.664063,21365.080078,21365.080078,0.000000,0.000000,0.226984,0.223810,
"[-2581.744957,-9061.409515,14.791296]",2024,3970,1.188118,2.633362,125.985146,121.743606,57436.152344,58315.210938,36071.070313,36950.128906,21365.080078,21365.080078,0.000000,0.000000,0.660317,0.655556,
"[-3400.248169,-8921.008261,19.764829]",1463,696,0.298724,3.379750,316.141327,154.215994,93490.234375,93490.234375,72125.148438,72125.148438,21365.080078,21365.080078,0.000000,0.000000,0.304762,0.304762,
"[-3381.647349,-8935.872298,19.885748]",1522,770,1.581908,4.780625,104.023285,64.733138,95600.781250,95558.570313,74235.703125,74193.492188,21365.080078,21365.080078,0.000000,0.000000,0.268254,0.269841,
"[-2860.958704,-9252.422479,14.805386]",2788,2853,4.818523,4.953203,339.917633,152.702633,52088.660156,52088.660156,30723.578125,30723.578125,21365.080078,21365.080078,0.000000,0.000000,0.671429,0.671429,
"[-2973.000102,-9372.410905,10.381050]",3268,2405,3.749508,4.229419,280.802521,304.585054,68309.679688,70790.617188,46944.593750,49425.539063,21365.080078,21365.080078,0.000000,0.000000,0.626984,0.603175,
"[-3088.768380,-8901.772448,22.077928]",1386,1942,2.239571,3.094659,21.986919,1.500120,81095.718750,80810.664063,59730.632813,59445.578125,21365.080078,21365.080078,0.000000,0.000000,0.473016,0.474603,
"[-2639.360492,-8962.405613,15.498668]",1628,3740,0.093211,0.474487,19.752106,38.831803,89537.296875,89589.953125,68172.210938,68224.867188,21365.080078,21365.080078,0.000000,0.000000,0.349206,0.346032,
"[-3320.976445,-9091.608396,23.746887]",2145,1013,3.825445,1.785017,20.558054,12.917360,83578.781250,88693.937500,62213.695313,67328.851563,21365.080078,21365.080078,0.000000,0.000000,0.479365,0.406349,
"[-3039.412415,-9066.151210,18.858177]",2043,2139,3.049052,2.186665,343.855225,323.541065,65475.921875,67299.601563,44110.843750,45934.527344,21365.080078,21365.080078,0.000000,0.000000,0.611111,0.598413,
"[-2725.615917,-9440.677862,10.309962]",3541,3394,1.769109,1.341261,295.549133,58.119916,96289.304688,96225.234375,74924.226563,74860.156250,21365.080078,21365.080078,0.000000,0.000000,0.244444,0.246032,
"[-2973.100829,-9537.394990,9.892046]",3928,2405,0.860208,3.977266,69.335342,343.208728,66819.671875,66818.242188,45454.597656,45453.167969,21365.080078,21365.080078,0.000000,0.000000,0.514286,0.517460,
"[-2812.341399,-9137.512039,17.329826]",2329,3048,2.855024,3.872239,108.730148,63.960522,76549.023438,76834.703125,55183.933594,55469.613281,21365.080078,21365.080078,0.000000,0.000000,0.558730,0.555556,
"[-3402.732755,-9023.375067,19.711547]",1872,686,0.192089,3.131172,223.547745,61.182978,73203.695313,73200.921875,51838.609375,51835.835938,21365.080078,21365.080078,0.000000,0.000000,0.488889,0.488889,
"[-2865.256366,-8816.152905,25.478759]",1043,2836,0.827447,1.972918,37.541832,90.880149,61228.390625,65945.335938,39863.316406,44580.253906,21365.080078,21365.080078,0.000000,0.000000,0.584127,0.534921,
"[-2795.620807,-8944.178671,19.720985]",1555,3114,1.552312,3.595831,89.171265,5.781613,46285.851563,46526.046875,24920.779297,25160.970703,21365.080078,21365.080078,0.000000,0.000000,0.723810,0.722222,
"[-3486.738622,-9206.552465,16.968456]",2605,350,3.062126,1.334065,198.973724,213.956534,78083.562500,78759.453125,56718.476563,57394.382813,21365.080078,21365.080078,0.000000,0.000000,0.523810,0.511111,
"[-3116.803911,-9249.093204,15.222577]",2775,1830,1.173762,0.533260,90.446709,329.218769,66972.757813,66949.468750,45607.667969,45584.378906,21365.080078,21365.080078,0.000000,0.000000,0.546032,0.546032,
"[-2900.510627,-8748.793931,21.877525]",774,2695,3.089402,1.094364,107.516724,285.114015,67248.750000,69681.906250,45883.660156,48316.820313,21365.080078,21365.080078,0.000000,0.000000,0.617460,0.598413,
"[-2692.812667,-8871.708084,20.306364]",1265,3526,4.897232,4.549410,157.151428,99.297255,72311.179688,72839.125000,50946.097656,51474.039063,21365.080078,21365.080078,0.000000,0.000000,0.588889,0.584127,
"[-2895.239275,-9463.478353,10.083032]",3632,2716,3.789889,3.870116,163.105011,149.408703,60358.898438,67284.609375,38993.816406,45919.527344,21365.080078,21365.080078,0.000000,0.000000,0.646032,0.557143,
"[-3121.370177,-8895.719220,22.450948]",1361,1811,1.110019,3.016566,60.527954,18.268516,95147.734375,94989.046875,73782.656250,73623.968750,21365.080078,21365.080078,0.000000,0.000000,0.284127,0.287302,
"[-3216.019474,-8995.563849,21.444072]",1761,1433,3.197640,1.741850,25.158228,291.411985,63317.242188,63103.906250,41952.160156,41738.820313,21365.080078,21365.080078,0.000000,0.000000,0.644444,0.647619,
"[-2951.746819,-8738.368928,21.759008]",732,2490,0.876086,1.387875,355.270782,38.636303,40342.644531,40315.597656,18977.564453,18950.519531,21365.080078,21365.080078,0.000000,0.000000,0.706349,0.709524,
"[-3293.142367,-8767.357163,21.548971]",848,1124,0.543070,1.181477,135.962036,215.589114,72326.015625,77694.421875,50960.957031,56329.335938,21365.080078,21365.080078,0.000000,0.000000,0.401587,0.411111,
"[-2818.049232,-9351.527269,11.583881]",3185,3025,3.527436,2.590030,313.981415,299.026408,38284.761719,38254.437500,16919.675781,16889.353516,21365.080078,21365.080078,0.000000,0.000000,0.720635,0.703175,
"[-3071.544155,-9499.965865,10.872429]",3778,2011,2.054524,1.881299,286.184021,264.175887,54245.359375,54177.960938,32880.277344,32812.878906,21365.080078,21365.080078,0.000000,0.000000,0.579365,0.579365,
"[-2813.717994,-8675.011811,19.167995]",479,3042,1.578692,1.403845,7.633817,133.890209,71694.562500,68014.476563,50329.468750,46649.398438,21365.080078,21365.080078,0.000000,0.000000,0.476190,0.506349,
"[-2691.033166,-9107.985740,16.159956]",2211,3533,3.061508,2.628897,300.276215,293.658460,72303.468750,72254.601563,50938.398438,50889.523438,21365.080078,21365.080078,0.000000,0.000000,0.528571,0.530159,
"[-3383.158246,-8988.535379,19.822328]",1733,764,0.495290,4.355487,296.630066,265.938755,80987.429688,80951.351563,59622.351563,59586.269531,21365.080078,21365.080078,0.000000,0.000000,0.455556,0.458730,
"[-2857.265400,-9132.837602,16.694292]",2310,2868,2.033978,1.054579,251.915359,174.115807,76779.398438,80142.031250,55414.316406,58776.937500,21365.080078,21365.080078,0.000000,0.000000,0.533333,0.498413,
"[-3260.036937,-8805.559756,20.303634]",1001,1257,0.445770,4.610832,251.978134,184.690970,85443.937500,84725.523438,64078.839844,63360.429688,21365.080078,21365.080078,0.000000,0.000000,0.358730,0.398413,
"[-3447.287426,-8945.153913,36.998163]",1559,508,2.898835,2.582718,331.192322,96.615158,68460.406250,69957.914063,47095.320313,48592.835938,21365.080078,21365.080078,0.000000,0.000000,0.506349,0.500000,
"[-2819.190798,-9538.101199,9.084788]",3931,3020,3.372994,3.320946,15.261461,150.766311,97387.132813,97420.445313,76022.054688,76055.359375,21365.080078,21365.080078,0.000000,0.000000,0.212698,0.211111,
"[-3482.642413,-9162.464789,17.925369]",2428,366,1.392950,1.150676,13.326085,69.809202,81466.875000,81152.117188,60101.796875,59787.042969,21365.080078,21365.080078,0.000000,0.000000,0.501587,0.501587,
"[-3009.261628,-9535.209102,10.270915]",3919,2260,0.789729,3.097189,5.891049,226.831116,51034.394531,53952.261719,29669.318359,32587.179688,21365.080078,21365.080078,0.000000,0.000000,0.590476,0.571429,
"[-2959.704210,-8873.255020,22.232505]",1272,2458,2.270381,3.762343,179.284683,209.967523,51358.128906,51358.128906,29993.048828,29993.048828,21365.080078,21365.080078,0.000000,0.000000,0.692063,0.692063,
"[-3191.240765,-8761.741113,21.359062]",826,1532,1.486127,3.711755,252.354980,77.069763,98295.867188,97895.953125,76930.781250,76530.875000,21365.080078,21365.080078,0.000000,0.000000,0.138095,0.185714,
"[-2813.885871,-8779.362732,20.569866]",896,3041,1.627705,3.799431,74.944221,123.124673,42216.492188,42188.250000,20851.414063,20823.164063,21365.080078,21365.080078,0.000000,0.000000,0.747619,0.746032,
"[-3436.979751,-8791.973623,17.521114]",946,549,2.848381,0.974064,132.371201,71.566567,98675.921875,94607.687500,77310.835938,73242.617188,21365.080078,21365.080078,0.000000,0.000000,0.119048,0.239683,
"[-2626.568232,-8795.269269,19.404108]",960,3791,1.078025,1.965378,70.347351,65.612815,67587.218750,67990.945313,46222.148438,46625.867188,21365.080078,21365.080078,0.000000,0.000000,0.617460,0.612698,
"[-2922.099665,-9356.336222,65.633607]",3204,2609,3.413330,3.420052,307.526581,204.773513,92892.773438,94706.679688,71527.703125,73341.609375,21365.080078,21365.080078,0.000000,0.000000,0.303175,0.269841,
"[-3151.856719,-9483.554892,35.913438]",3713,1690,3.658397,3.654487,347.185516,225.078206,62264.355469,65892.195313,40899.281250,44527.105469,21365.080078,21365.080078,0.000000,0.000000,0.649206,0.619048,
"[-3318.827614,-9354.015818,14.243682]",3195,1022,2.021986,1.973597,31.843952,42.921393,62711.835938,63371.984375,41346.761719,42006.902344,21365.080078,21365.080078,0.000000,0.000000,0.653968,0.650794,
"[-3140.206025,-8771.325390,20.816404]",864,1736,1.614113,3.928246,188.901260,98.616038,82253.359375,83039.242188,60888.273438,61674.152344,21365.080078,21365.080078,0.000000,0.000000,0.400000,0.400000,
"[-3396.554865,-8944.817623,19.910541]",1558,711,2.644051,2.030604,315.542175,208.436677,92911.593750,92911.593750,71546.492188,71546.492188,21365.080078,21365.080078,0.000000,0.000000,0.330159,0.330159,
"[-3423.549557,-9499.394171,13.256116]",3776,603,2.118464,2.546476,43.833206,348.191195,84792.398438,84744.773438,63427.324219,63379.687500,21365.080078,21365.080078,0.000000,0.000000,0.396825,0.400000,
"[-3330.209704,-9071.599115,19.739128]",2065,976,1.034393,2.497008,350.373505,1.769932,91310.312500,91507.578125,69945.234375,70142.500000,21365.080078,21365.080078,0.000000,0.000000,0.352381,0.349206,
"[-2798.709751,-9324.825809,11.984845]",3078,3102,4.963364,4.303746,344.657318,27.524217,85930.953125,85651.328125,64565.875000,64286.250000,21365.080078,21365.080078,0.000000,0.000000,0.387302,0.388889,
"[-3429.290965,-8878.635666,18.014331]",1293,580,3.524102,3.618081,142.725159,330.207398,56721.105469,78308.585938,35356.031250,56943.492188,21365.080078,21365.080078,0.000000,0.000000,0.700000,0.498413,
"[-3036.592074,-8873.423165,22.225240]",1272,2151,1.204990,4.953433,259.809937,241.270613,87500.468750,87325.335938,66135.382813,65960.250000,21365.080078,21365.080078,0.000000,0.000000,0.368254,0.371429,
"[-2743.545227,-9559.388384,9.112136]",4016,3323,1.036164,3.365612,27.195347,303.470673,91462.085938,93276.898438,70097.000000,71911.820313,21365.080078,21365.080078,0.000000,0.000000,0.355556,0.320635,
"[-3081.146745,-9166.836565,15.696969]",2446,1972,0.464953,2.365415,48.306072,81.896442,40747.316406,40841.011719,19382.238281,19475.937500,21365.080078,21365.080078,0.000000,0.000000,0.744444,0.742857,
"[-2745.492605,-8746.843447,18.212659]",766,3315,0.267408,0.286438,274.159851,26.444581,75616.890625,76574.320313,54251.812500,55209.250000,21365.080078,21365.080078,0.000000,0.000000,0.476190,0.465079,
"[-3181.470298,-9166.769307,16.396650]",2446,1571,2.499990,4.622092,357.385956,271.222005,60200.277344,64738.078125,38835.203125,43373.000000,21365.080078,21365.080078,0.000000,0.000000,0.703175,0.666667,
"[-2868.143858,-9249.933930,22.135040]",2778,2824,0.443016,2.312198,168.784302,118.217556,62081.707031,62405.300781,40716.625000,41040.218750,21365.080078,21365.080078,0.000000,0.000000,0.555556,0.550794,
"[-2678.173755,-8924.673826,18.940137]",1477,3584,4.640186,4.676088,250.027359,335.390231,44628.238281,44862.753906,23263.162109,23497.677734,21365.080078,21365.080078,0.000000,0.000000,0.712698,0.711111,
"[-2657.558406,-8968.425211,15.535073]",1652,3667,0.588574,1.853900,321.562408,15.292368,74744.242188,75421.921875,53379.160156,54056.832031,21365.080078,21365.080078,0.000000,0.000000,0.557143,0.538095,
"[-2793.304098,-8852.304126,122.969209]",1188,3124,3.501633,4.714741,309.637726,346.677157,66874.945313,66888.328125,45509.875000,45523.250000,21365.080078,21365.080078,0.000000,0.000000,0.511111,0.509524,
"[-3344.109955,-9352.670656,15.234606]",3189,921,1.461759,0.500668,75.621773,214.541129,69222.414063,68939.328125,47857.335938,47574.242188,21365.080078,21365.080078,0.000000,0.000000,0.561905,0.563492,
"[-3357.237971,-9006.964094,19.717067]",1806,868,1.820483,2.529641,238.934235,69.567695,80792.937500,80944.593750,59427.859375,59579.515625,21365.080078,21365.080078,0.000000,0.000000,0.512698,0.511111,
"[-2671.760837,-9456.348996,4.190054]",3604,3610,1.787492,0.835614,57.943020,119.512390,82559.773438,82383.171875,61194.695313,61018.093750,21365.080078,21365.080078,0.000000,0.000000,0.469841,0.471429,
"[-2764.395604,-9138.554540,17.312475]",2333,3239,0.372226,3.127394,155.767654,98.584504,82564.281250,82969.695313,61199.191406,61604.609375,21365.080078,21365.080078,0.000000,0.000000,0.465079,0.455556,
"[-2707.250126,-9451.708188,10.256891]",3585,3468,2.279848,4.862170,101.756760,128.840477,97332.828125,97364.968750,75967.757813,75999.890625,21365.080078,21365.080078,0.000000,0.000000,0.214286,0.212698,
"[-3050.290872,-9059.593547,19.180772]",2017,2096,0.709342,2.794072,227.384903,350.437026,56850.847656,56740.734375,35485.765625,35375.652344,21365.080078,21365.080078,0.000000,0.000000,0.703175,0.704762,
"[-2741.765726,-9551.989994,9.036914]",3987,3330,2.099900,1.213800,348.545990,335.744120,95603.398438,95945.851563,74238.320313,74580.773438,21365.080078,21365.080078,0.000000,0.000000,0.260317,0.255556,
"[-3232.605764,-8798.430399,20.697162]",972,1367,1.642361,4.048885,312.314697,289.775762,60593.800781,63296.527344,39228.726563,41931.441406,21365.080078,21365.080078,0.000000,0.000000,0.579365,0.593651,
"[-3316.846660,-8807.712015,19.500562]",1009,1030,3.120812,1.833300,263.612885,288.651309,98166.437500,96293.781250,76801.351563,74928.703125,21365.080078,21365.080078,0.000000,0.000000,0.155556,0.244444,
"[-3109.047974,-9324.859438,13.685217]",3078,1861,2.300193,3.838969,343.054504,174.482104,81252.445313,81252.445313,59887.359375,59887.359375,21365.080078,21365.080078,0.000000,0.000000,0.507937,0.507937,
"[-2803.813225,-8718.056986,22.953775]",651,3082,0.753366,3.657867,222.572220,133.829667,75224.078125,75840.507813,53859.003906,54475.429688,21365.080078,21365.080078,0.000000,0.000000,0.420635,0.417460,
"[-2879.492372,-9066.083952,18.094669]",2043,2779,0.402328,1.292243,217.584244,344.082072,66367.945313,66406.953125,45002.859375,45041.867188,21365.080078,21365.080078,0.000000,0.000000,0.550794,0.550794,
"[-3444.836415,-9263.049257,15.938749]",2831,518,0.832617,3.006343,284.042175,19.906614,82055.210938,82128.500000,60690.132813,60763.425781,21365.080078,21365.080078,0.000000,0.000000,0.474603,0.473016,
"[-3452.021569,-9356.100819,14.817870]",3203,489,1.952470,3.474768,304.252655,26.065122,69191.843750,69189.343750,47826.757813,47824.250000,21365.080078,21365.080078,0.000000,0.000000,0.614286,0.614286,
"[-3122.142414,-9195.253106,15.426964]",2560,1808,0.666755,3.588790,51.574841,292.457626,76535.500000,76535.500000,55170.417969,55170.417969,21365.080078,21365.080078,0.000000,0.000000,0.557143,0.557143,
"[-3446.112284,-8878.164860,18.748087]",1291,512,3.452024,3.680064,112.066673,167.129350,80285.429688,81987.335938,58920.351563,60622.253906,21365.080078,21365.080078,0.000000,0.000000,0.446032,0.431746,
"[-2859.212778,-9454.768431,9.932818]",3598,2860,1.026311,1.846534,29.594687,324.344583,71258.023438,83121.687500,49892.937500,61756.609375,21365.080078,21365.080078,0.000000,0.000000,0.585714,0.449206,
"[-2884.931601,-9019.036921,19.447338]",1855,2757,1.673659,2.639838,295.594879,257.328581,70829.632813,70711.296875,49464.539063,49346.210938,21365.080078,21365.080078,0.000000,0.000000,0.563492,0.565079,
"[-2772.420145,-9447.403670,10.119879]",3568,3207,4.572205,4.742840,93.842209,223.902060,92399.570313,92654.093750,71034.484375,71289.015625,21365.080078,21365.080078,0.000000,0.000000,0.344444,0.339683,
"[-3425.295482,-9281.713376,15.485473]",2905,596,4.931877,2.431427,285.840118,272.542784,70993.570313,72094.609375,49628.500000,50729.535156,21365.080078,21365.080078,0.000000,0.000000,0.606349,0.596825,
"[-3100.351923,-9236.784974,15.269107]",2726,1896,0.833041,1.652066,30.172312,163.708309,83243.492188,82917.351563,61878.410156,61552.269531,21365.080078,21365.080078,0.000000,0.000000,0.444444,0.447619,
"[-3348.609071,-9070.253953,19.633987]",2060,903,0.098046,0.344958,171.797653,263.314635,92074.789063,92254.671875,70709.726563,70889.601563,21365.080078,21365.080078,0.000000,0.000000,0.339683,0.339683,
"[-3194.464012,-8758.310951,21.428489]",812,1519,1.297993,1.886506,262.658417,293.466800,98397.750000,98113.296875,77032.656250,76748.218750,21365.080078,21365.080078,0.000000,0.000000,0.122222,0.171429,
"[-3145.544528,-9025.527326,20.550821]",1881,1715,1.125198,3.541634,117.203316,282.262837,81607.898438,83870.757813,60242.816406,62505.660156,21365.080078,21365.080078,0.000000,0.000000,0.444444,0.423810,
"[-3309.292176,-8949.290286,21.661140]",1576,1060,0.585255,1.199552,186.701706,79.837816,73746.296875,74700.445313,52381.210938,53335.347656,21365.080078,21365.080078,0.000000,0.000000,0.520635,0.507937,
"[-2997.543783,-9240.719572,15.363703]",2741,2307,2.325946,4.592142,292.396973,256.262317,75730.414063,77787.507813,54365.328125,56422.429688,21365.080078,21365.080078,0.000000,0.000000,0.563492,0.536508,
"[-2844.003083,-9445.285041,10.279409]",3560,2921,2.039566,4.889578,90.846992,133.692449,75878.656250,78804.835938,54513.578125,57439.761719,21365.080078,21365.080078,0.000000,0.000000,0.555556,0.523810,
"[-2928.411856,-8957.394885,20.529625]",1608,2583,3.016237,0.957898,103.428337,146.963954,50892.687500,50892.687500,29527.603516,29527.603516,21365.080078,21365.080078,0.000000,0.000000,0.704762,0.704762,
"[-3123.183254,-9056.499675,19.112714]",2005,1804,1.519538,2.254557,224.050308,134.817608,86241.687500,84143.132813,64876.617188,62778.054688,21365.080078,21365.080078,0.000000,0.000000,0.417460,0.441270,
"[-3300.528974,-8747.650544,151.620691]",769,1095,4.069870,3.087301,231.276871,167.592146,78686.960938,80744.476563,57321.886719,59379.390625,21365.080078,21365.080078,0.000000,0.000000,0.504762,0.479365,
"[-2899.604089,-8700.368110,20.382318]",580,2699,0.565328,3.600131,52.935173,6.639264,86269.187500,87605.101563,64904.105469,66240.023438,21365.080078,21365.080078,0.000000,0.000000,0.253968,0.241270,
"[-2901.987948,-8705.580611,20.525484]",601,2689,1.785601,2.357775,211.714066,162.873954,83899.242188,87669.695313,62534.164063,66304.625000,21365.080078,21365.080078,0.000000,0.000000,0.284127,0.250794,
"[-3441.008810,-9284.739990,15.638892]",2918,533,4.059849,1.474326,228.566833,15.965578,48420.406250,72187.640625,27055.324219,50822.554688,21365.080078,21365.080078,0.000000,0.000000,0.747619,0.573016,
"[-3129.226841,-9113.198241,16.522659]",2231,1780,1.118865,1.781254,207.796326,243.163287,78260.179688,77653.226563,56895.085938,56288.132813,21365.080078,21365.080078,0.000000,0.000000,0.515873,0.520635,
"[-3289.381912,-8782.591120,21.268291]",909,1139,1.309486,1.987875,70.887741,152.910580,96524.140625,96626.539063,75159.054688,75261.468750,21365.080078,21365.080078,0.000000,0.000000,0.223810,0.220635,
"[-2562.136873,-9038.474508,14.086718]",1932,4048,0.551583,1.705937,292.305725,38.225289,75797.000000,76055.656250,54431.914063,54690.582031,21365.080078,21365.080078,0.000000,0.000000,0.547619,0.547619,
"[-2848.804377,-9293.987976,12.959736]",2955,2902,1.187080,0.962152,275.754272,334.828697,51072.703125,51013.996094,29707.623047,29648.914063,21365.080078,21365.080078,0.000000,0.000000,0.700000,0.701587,
"[-3276.052444,-8847.865092,19.755874]",1170,1193,2.282027,3.887748,23.616659,357.031409,82146.507813,84602.867188,60781.429688,63237.777344,21365.080078,21365.080078,0.000000,0.000000,0.476190,0.409524,
"[-3046.295389,-9535.814424,10.402803]",3922,2112,1.371705,1.102463,92.893570,356.201573,44882.378906,47018.035156,23517.292969,25652.947266,21365.080078,21365.080078,0.000000,0.000000,0.715873,0.658730,
"[-3274.407245,-8886.168572,21.538799]",1323,1199,3.267413,3.479759,117.998283,346.601789,75301.625000,74997.953125,53936.558594,53632.898438,21365.080078,21365.080078,0.000000,0.000000,0.530159,0.533333,
"[-3130.502710,-9527.844341,10.507331]",3890,1775,2.584310,3.395464,88.518044,166.079736,73563.335938,73535.921875,52198.250000,52170.828125,21365.080078,21365.080078,0.000000,0.000000,0.452381,0.458730,
"[-3485.362027,-9489.439974,37.539327]",3736,355,3.334775,2.237116,195.774597,247.134991,97870.648438,97870.648438,76505.578125,76505.578125,21365.080078,21365.080078,0.000000,0.000000,0.182540,0.182540,
"[-3130.804889,-8655.506966,25.598646]",401,1774,3.452261,2.941064,190.138519,69.954687,68028.335938,68808.046875,46663.257813,47442.960938,21365.080078,21365.080078,0.000000,0.000000,0.520635,0.501587,
"[-2563.748496,-9287.161281,10.676362]",2927,4042,1.836152,2.527986,192.549515,186.918821,94043.859375,96295.421875,72678.773438,74930.351563,21365.080078,21365.080078,0.000000,0.000000,0.309524,0.249206,
"[-2896.615870,-8672.792294,19.862285]",470,2710,1.764552,3.931236,80.157440,339.444382,91229.640625,91472.156250,69864.562500,70107.078125,21365.080078,21365.080078,0.000000,0.000000,0.295238,0.250794,
"[-3225.655639,-8907.018579,40.505170]",1407,1394,1.663872,1.904736,111.396210,59.975847,96578.914063,96511.085938,75213.843750,75146.015625,21365.080078,21365.080078,0.000000,0.000000,0.239683,0.242857,
"[-3212.561199,-8771.930713,21.221792]",866,1447,0.786934,0.356117,261.985779,147.586213,97599.335938,97461.343750,76234.257813,76096.273438,21365.080078,21365.080078,0.000000,0.000000,0.174603,0.200000,
"[-2661.150983,-9296.644671,12.721705]",2965,3652,1.651167,1.568135,276.878387,249.165627,61717.625000,59367.484375,40352.542969,38002.402344,21365.080078,21365.080078,0.000000,0.000000,0.663492,0.682540,
"[-2727.731173,-9415.960515,10.350389]",3442,3386,0.703193,4.487888,122.052574,211.600077,95688.671875,96825.507813,74323.601563,75460.437500,21365.080078,21365.080078,0.000000,0.000000,0.269841,0.220635,
"[-3031.085694,-9511.433368,10.740308]",3824,2173,0.871991,2.080881,333.046417,183.977206,41414.574219,41367.332031,20049.501953,20002.253906,21365.080078,21365.080078,0.000000,0.000000,0.704762,0.707937,
"[-2798.105393,-9146.726397,17.193355]",2365,3105,0.508788,2.528566,68.980164,218.546576,74245.992188,74640.320313,52880.906250,53275.238281,21365.080078,21365.080078,0.000000,0.000000,0.555556,0.544444,
"[-3126.070746,-8769.173132,20.848264]",855,1793,1.132082,4.851307,103.411201,269.777352,88934.164063,89036.414063,67569.085938,67671.343750,21365.080078,21365.080078,0.000000,0.000000,0.352381,0.358730,
"[-2924.080618,-8824.862827,22.387691]",1078,2601,2.516839,2.297249,170.511520,37.672124,81075.843750,81075.843750,59710.757813,59710.757813,21365.080078,21365.080078,0.000000,0.000000,0.509524,0.509524,
"[-3412.436071,-8983.053845,19.775055]",1711,647,0.287018,1.984796,118.482491,116.344949,78630.335938,82237.203125,57265.257813,60872.117188,21365.080078,21365.080078,0.000000,0.000000,0.479365,0.431746,
"[-3325.609862,-8798.194996,15.377525]",971,995,3.554916,2.552218,45.819115,357.747891,65581.187500,65504.050781,44216.117188,44138.976563,21365.080078,21365.080078,0.000000,0.000000,0.652381,0.647619,
"[-3391.082061,-8935.266975,19.866356]",1520,733,1.179558,0.335163,10.568793,67.002053,94569.476563,94927.398438,73204.390625,73562.320313,21365.080078,21365.080078,0.000000,0.000000,0.295238,0.280952,
"[-3464.142320,-8718.595051,39.404024]",653,440,2.996541,4.104131,255.385010,267.506297,75730.414063,75730.414063,54365.328125,54365.328125,21365.080078,21365.080078,0.000000,0.000000,0.563492,0.563492,
"[-3358.345962,-9076.273552,19.618890]",2084,864,0.498157,1.015067,123.620346,257.170790,85108.140625,83554.148438,63743.046875,62189.062500,21365.080078,21365.080078,0.000000,0.000000,0.426984,0.449206,
"[-2658.935001,-9130.853489,16.069763]",2302,3661,3.324897,2.346193,274.789185,203.998802,59715.460938,57953.765625,38350.382813,36588.687500,21365.080078,21365.080078,0.000000,0.000000,0.630159,0.642857,
"[-3100.654102,-8927.095117,22.496561]",1487,1894,1.967880,0.959567,314.919037,358.459252,92026.296875,92330.414063,70661.203125,70965.312500,21365.080078,21365.080078,0.000000,0.000000,0.349206,0.338095,
"[-3434.226561,-8959.076337,19.684120]",1615,560,0.365096,0.449918,247.972473,58.480356,67311.164063,68374.359375,45946.085938,47009.289063,21365.080078,21365.080078,0.000000,0.000000,0.566667,0.560317,
"[-3436.778298,-9020.382083,32.567987]",1860,550,0.641910,2.419383,180.292618,337.089096,76405.945313,75567.078125,55040.871094,54201.996094,21365.080078,21365.080078,0.000000,0.000000,0.347619,0.363492,
"[-3063.452463,-8757.234821,20.903717]",808,2043,2.393861,4.801535,67.130585,118.281332,93965.750000,94003.906250,72600.664063,72638.820313,21365.080078,21365.080078,0.000000,0.000000,0.312698,0.312698,
"[-3232.706491,-9047.386204,49.714197]",1968,1366,2.685682,0.887517,308.876648,352.517953,93708.421875,93865.054688,72343.343750,72499.976563,21365.080078,21365.080078,0.000000,0.000000,0.265079,0.268254,
"[-3045.086672,-8886.874782,22.122200]",1326,2117,3.331585,3.502981,163.140808,220.990209,79655.578125,79217.335938,58290.507813,57852.265625,21365.080078,21365.080078,0.000000,0.000000,0.441270,0.446032,
"[-3208.565716,-9247.613526,52.762983]",2769,1463,3.022059,3.115573,19.811029,260.721984,73626.507813,81917.546875,52261.429688,60552.468750,21365.080078,21365.080078,0.000000,0.000000,0.409524,0.342857,
"[-3462.396395,-9274.516760,16.767391]",2877,447,1.609670,2.156716,234.927063,358.130219,91658.703125,91714.937500,70293.625000,70349.859375,21365.080078,21365.080078,0.000000,0.000000,0.342857,0.347619,
"[-3001.505690,-9110.440660,25.800237]",2220,2291,1.200953,3.522695,97.715042,75.358323,51177.992188,52727.093750,29812.910156,31362.011719,21365.080078,21365.080078,0.000000,0.000000,0.715873,0.706349,
"[-3131.375672,-9498.183525,10.804783]",3771,1771,0.870734,1.866735,311.346924,181.787352,74855.937500,75473.968750,53490.867188,54108.898438,21365.080078,21365.080078,0.000000,0.000000,0.509524,0.482540,
