pos,row,col,slope2d,slope3d,aspect2d,aspect3d,global2d,global3d,beam2d,beam3d,dif2d,dif3d,ref2d,ref3d,percentageShaded,percentageShaded3d
"[-2869.050396,-9562.482256,9.173872]",4029,2821,0.171704,3.317193,81.093727,66.015060,78088.750000,79970.375000,56723.671875,58605.308594,21365.080078,21365.080078,0.000000,0.000000,0.511111,0.468254,
"[-2654.805216,-8960.253354,15.480725]",1620,3678,4.703354,1.289534,336.945923,305.594587,79535.531250,79509.679688,58170.437500,58144.593750,21365.080078,21365.080078,0.000000,0.000000,0.442857,0.444444,
"[-3195.538427,-8816.623711,21.181491]",1045,1515,0.237714,0.768692,152.304031,181.169793,55953.101563,57456.160156,34588.015625,36091.078125,21365.080078,21365.080078,0.000000,0.000000,0.687302,0.660317,
"[-3461.019800,-8739.142396,39.111677]",735,453,1.469767,1.025864,284.288300,321.274149,88884.023438,88176.671875,67518.929688,66811.593750,21365.080078,21365.080078,0.000000,0.000000,0.342857,0.361905,
"[-3103.272990,-9542.203943,10.757564]",3947,1884,0.437203,4.760851,199.553635,48.509515,59120.726563,59851.710938,37755.652344,38486.632813,21365.080078,21365.080078,0.000000,0.000000,0.612698,0.604762,
"[-3386.616521,-9414.043660,14.006054]",3435,750,3.706084,4.736156,212.790543,154.598504,64804.089844,64804.089844,43439.019531,43439.019531,21365.080078,21365.080078,0.000000,0.000000,0.655556,0.655556,
"[-2675.118385,-8789.316928,15.813491]",936,3596,2.828088,4.007025,21.934612,349.854011,73372.539063,73190.554688,52007.453125,51825.476563,21365.080078,21365.080078,0.000000,0.000000,0.476190,0.490476,
"[-2678.073028,-9443.200040,4.834700]",3551,3585,0.819289,0.866423,255.461227,152.390686,93773.929688,94388.531250,72408.843750,73023.460938,21365.080078,21365.080078,0.000000,0.000000,0.319048,0.303175,
"[-3054.219204,-9029.831844,19.452474]",1898,2080,3.217266,1.828943,332.595459,258.121452,66977.296875,67391.109375,45612.222656,46026.031250,21365.080078,21365.080078,0.000000,0.000000,0.638095,0.634921,
"[-3287.233081,-8781.145071,21.257625]",903,1148,1.303830,1.793220,267.096222,345.162436,96956.210938,96407.015625,75591.117188,75041.953125,21365.080078,21365.080078,0.000000,0.000000,0.195238,0.231746,
"[-3136.445571,-8904.563659,21.914524]",1397,1751,4.420510,3.053861,192.184647,163.215082,84103.757813,90050.484375,62738.675781,68685.398438,21365.080078,21365.080078,0.000000,0.000000,0.433333,0.352381,
"[-2876.940635,-9201.608995,15.635200]",2585,2789,2.537693,3.139777,214.408676,184.947765,51995.246094,51995.246094,30630.166016,30630.166016,21365.080078,21365.080078,0.000000,0.000000,0.674603,0.674603,
"[-3463.672263,-8834.817023,16.947210]",1118,442,0.625926,0.772205,150.252640,286.709165,94320.390625,87842.734375,72955.296875,66477.664063,21365.080078,21365.080078,0.000000,0.000000,0.293651,0.412698,
"[-3220.216410,-8900.528173,40.407056]",1381,1416,0.386485,0.296235,126.004745,121.670390,96008.882813,95764.578125,74643.820313,74399.500000,21365.080078,21365.080078,0.000000,0.000000,0.249206,0.261905,
"[-2950.336649,-9420.534065,11.988982]",3461,2496,2.801681,2.848677,348.038177,272.634175,64891.539063,63791.140625,43526.460938,42426.054688,21365.080078,21365.080078,0.000000,0.000000,0.666667,0.674603,
"[-3147.021849,-8827.889441,21.176826]",1090,1709,2.804829,3.336702,105.633484,121.990307,82540.085938,84196.835938,61175.011719,62831.746094,21365.080078,21365.080078,0.000000,0.000000,0.401587,0.377778,
"[-3359.084622,-9005.013610,19.703479]",1799,861,0.858151,4.593691,315.098022,149.317453,77137.765625,78496.328125,55772.691406,57131.257813,21365.080078,21365.080078,0.000000,0.000000,0.550794,0.533333,
"[-2918.137757,-8806.534998,22.181490]",1005,2624,0.314410,1.278730,338.616486,296.281678,81881.984375,81908.898438,60516.906250,60543.824219,21365.080078,21365.080078,0.000000,0.000000,0.479365,0.479365,
"[-2612.768707,-9312.383063,11.273426]",3028,3846,4.148546,3.874790,284.754669,297.026558,56619.488281,57183.628906,35254.414063,35818.554688,21365.080078,21365.080078,0.000000,0.000000,0.709524,0.690476,
"[-2598.834880,-8792.948865,15.774685]",950,3902,3.762444,4.286647,316.933960,312.130362,69112.945313,72158.750000,47747.855469,50793.660156,21365.080078,21365.080078,0.000000,0.000000,0.609524,0.585714,
"[-2909.240253,-8820.154761,22.175708]",1059,2660,0.756148,1.221693,25.615177,281.122903,79679.210938,79679.210938,58314.140625,58314.140625,21365.080078,21365.080078,0.000000,0.000000,0.512698,0.512698,
"[-3296.197736,-8968.896018,21.642568]",1654,1112,0.698142,2.152788,176.315979,112.382669,69424.375000,69402.015625,48059.308594,48036.949219,21365.080078,21365.080078,0.000000,0.000000,0.577778,0.579365,
"[-3245.028695,-8985.979572,47.240884]",1723,1317,2.855430,1.970087,20.364229,15.621837,97620.484375,97439.257813,76255.414063,76074.179688,21365.080078,21365.080078,0.000000,0.000000,0.182540,0.192063,
"[-3267.389969,-9159.438175,18.051643]",2416,1227,0.739610,3.715753,286.440186,288.030224,57810.972656,61837.339844,36445.886719,40472.250000,21365.080078,21365.080078,0.000000,0.000000,0.723810,0.692063,
"[-3090.144975,-9172.318099,15.745045]",2468,1936,0.925750,0.349266,314.880432,185.679338,51286.992188,51744.949219,29921.914063,30379.867188,21365.080078,21365.080078,0.000000,0.000000,0.693651,0.682540,
"[-3252.851783,-9114.173484,18.806610]",2235,1286,1.343699,0.325869,275.583344,167.793009,73033.617188,72643.945313,51668.527344,51278.855469,21365.080078,21365.080078,0.000000,0.000000,0.544444,0.549206,
"[-3360.494793,-9205.577222,16.719442]",2601,855,2.202666,2.374529,288.369354,300.490188,55896.953125,57126.218750,34531.871094,35761.128906,21365.080078,21365.080078,0.000000,0.000000,0.704762,0.690476,
"[-2675.051234,-9449.656816,4.356671]",3577,3597,2.831533,0.077153,345.574219,308.314240,91010.781250,91524.789063,69645.703125,70159.710938,21365.080078,21365.080078,0.000000,0.000000,0.366667,0.357143,
"[-2735.084204,-9240.585056,14.812197]",2741,3357,3.320351,2.348937,344.821533,31.094141,66050.429688,66276.640625,44685.351563,44911.562500,21365.080078,21365.080078,0.000000,0.000000,0.657143,0.655556,
"[-3036.289894,-8874.129375,22.212370]",1275,2152,0.812388,4.953433,301.036438,241.270613,87020.531250,86865.835938,65655.445313,65500.753906,21365.080078,21365.080078,0.000000,0.000000,0.374603,0.376190,
"[-3147.122576,-9286.488700,26.823747]",2925,1708,4.659162,3.783602,32.118740,25.678029,67684.093750,67291.171875,46319.023438,45926.093750,21365.080078,21365.080078,0.000000,0.000000,0.501587,0.504762,
"[-2923.644137,-8869.522196,21.968679]",1257,2602,3.053277,2.071352,340.119476,354.907536,82146.968750,83184.781250,60781.882813,61819.687500,21365.080078,21365.080078,0.000000,0.000000,0.442857,0.431746,
"[-3084.907199,-8896.459059,22.037321]",1364,1957,0.814126,1.642074,202.711853,228.943881,78680.500000,78934.906250,57315.414063,57569.812500,21365.080078,21365.080078,0.000000,0.000000,0.487302,0.484127,
"[-2773.628863,-9541.329588,9.079687]",3944,3202,0.935399,1.720984,216.233688,290.690770,94975.882813,96790.546875,73610.820313,75425.468750,21365.080078,21365.080078,0.000000,0.000000,0.246032,0.212698,
"[-3222.197364,-9447.101009,11.426963]",3567,1408,2.440175,2.381767,323.406799,253.040653,69429.960938,73084.656250,48064.863281,51719.570313,21365.080078,21365.080078,0.000000,0.000000,0.538095,0.507937,
"[-3127.111586,-9337.335813,13.528445]",3128,1788,1.423571,0.082884,259.881592,70.082104,73994.281250,74764.234375,52629.203125,53399.156250,21365.080078,21365.080078,0.000000,0.000000,0.526984,0.525397,
"[-3336.622622,-9543.414588,22.546602]",3952,950,2.740418,2.153829,310.144531,282.815124,85336.398438,85331.289063,63971.312500,63966.207031,21365.080078,21365.080078,0.000000,0.000000,0.336508,0.339683,
"[-2986.866778,-8689.640445,20.915470]",537,2349,1.890668,3.321360,252.287430,233.471976,81149.726563,83503.289063,59784.652344,62138.207031,21365.080078,21365.080078,0.000000,0.000000,0.490476,0.458730,
"[-2828.155453,-9371.973727,11.403482]",3266,2984,0.323184,3.388377,343.998047,277.912101,67522.781250,67094.984375,46157.691406,45729.902344,21365.080078,21365.080078,0.000000,0.000000,0.526984,0.531746,
"[-3153.569069,-8746.170866,21.187151]",763,1683,1.204295,2.550214,136.433746,210.209228,95764.578125,95764.578125,74399.500000,74399.500000,21365.080078,21365.080078,0.000000,0.000000,0.261905,0.261905,
"[-2630.664441,-9502.857962,9.930112]",3790,3774,0.096324,2.447751,173.354721,250.800660,90418.976563,91162.226563,69053.882813,69797.140625,21365.080078,21365.080078,0.000000,0.000000,0.374603,0.363492,
"[-3424.657548,-8790.393058,17.617437]",940,598,2.359717,3.229907,190.192169,202.362050,98416.265625,94397.765625,77051.171875,73032.687500,21365.080078,21365.080078,0.000000,0.000000,0.142857,0.268254,
"[-3395.816205,-9019.709502,19.736774]",1857,714,0.173296,1.576928,220.601288,216.956164,72871.437500,72871.437500,51506.367188,51506.367188,21365.080078,21365.080078,0.000000,0.000000,0.507937,0.507937,
"[-2911.657688,-8683.150040,20.363107]",511,2650,0.714220,1.238260,44.752048,77.733992,89771.593750,93089.851563,68406.515625,71724.781250,21365.080078,21365.080078,0.000000,0.000000,0.214286,0.187302,
"[-3061.538660,-8749.836432,20.850484]",778,2051,3.661508,4.884463,300.136658,18.750251,96211.164063,96211.164063,74846.093750,74846.093750,21365.080078,21365.080078,0.000000,0.000000,0.234921,0.234921,
"[-3409.548579,-8925.279149,19.766618]",1480,659,0.277697,4.298586,258.950958,110.107711,92012.562500,92738.343750,70647.484375,71373.250000,21365.080078,21365.080078,0.000000,0.000000,0.333333,0.322222,
"[-3208.196386,-9522.463694,11.700065]",3868,1464,3.198938,3.903328,128.609421,148.284692,80286.156250,84602.867188,58921.089844,63237.777344,21365.080078,21365.080078,0.000000,0.000000,0.507937,0.409524,
"[-2778.564459,-8731.441345,30.048259]",704,3183,1.210662,4.715646,53.891834,47.934898,82306.453125,83900.125000,60941.359375,62535.039063,21365.080078,21365.080078,0.000000,0.000000,0.271429,0.261905,
"[-2770.271314,-8677.533989,20.241035]",489,3216,1.984453,1.946995,179.804459,147.557734,63716.886719,63890.539063,42351.808594,42525.460938,21365.080078,21365.080078,0.000000,0.000000,0.542857,0.541270,
"[-2583.893788,-9048.126043,15.265990]",1971,3961,0.425808,2.060717,268.577179,110.231091,52800.386719,52683.800781,31435.304688,31318.714844,21365.080078,21365.080078,0.000000,0.000000,0.734921,0.736508,
"[-3142.589885,-9541.901281,10.622595]",3946,1727,3.324015,3.507412,239.412979,173.141594,83501.031250,83501.031250,62135.941406,62135.941406,21365.080078,21365.080078,0.000000,0.000000,0.374603,0.374603,
"[-2620.121738,-9409.806400,9.016172]",3418,3816,1.769496,3.164969,107.424774,149.026308,62450.226563,62208.187500,41085.156250,40843.117188,21365.080078,21365.080078,0.000000,0.000000,0.585714,0.587302,
"[-2799.347686,-8762.918130,23.180601]",830,3100,3.889109,3.273595,334.137695,242.939540,57115.351563,55700.757813,35750.269531,34335.667969,21365.080078,21365.080078,0.000000,0.000000,0.565079,0.588889,
"[-3313.959168,-9016.951920,21.694687]",1846,1041,1.763335,1.652297,66.567886,190.030805,61920.289063,62179.500000,40555.207031,40814.414063,21365.080078,21365.080078,0.000000,0.000000,0.655556,0.650794,
"[-2664.709984,-9508.305867,15.355053]",3812,3638,0.645496,3.724022,69.623047,150.031450,98774.031250,98753.640625,77408.937500,77388.554688,21365.080078,21365.080078,0.000000,0.000000,0.096825,0.104762,
"[-3287.803864,-8780.943297,21.262731]",902,1146,1.328970,3.357631,268.277985,173.411363,97382.453125,96836.742188,76017.367188,75471.671875,21365.080078,21365.080078,0.000000,0.000000,0.176190,0.220635,
"[-3084.403567,-9221.719163,15.584557]",2665,1959,3.070058,2.168585,275.380463,280.498332,66271.492188,66236.976563,44906.410156,44871.894531,21365.080078,21365.080078,0.000000,0.000000,0.555556,0.557143,
"[-2738.811083,-9398.238010,9.686396]",3372,3342,0.630562,0.516077,91.588936,122.222610,94461.609375,96642.343750,73096.523438,75277.265625,21365.080078,21365.080078,0.000000,0.000000,0.285714,0.226984,
"[-3077.722045,-8893.768736,22.103962]",1354,1986,0.555479,4.736394,91.645912,56.640135,75298.617188,75298.617188,53933.531250,53933.531250,21365.080078,21365.080078,0.000000,0.000000,0.511111,0.511111,
"[-2765.973652,-9555.857334,9.136812]",4002,3233,1.073021,2.114864,124.081284,65.028980,95485.109375,95403.734375,74120.039063,74038.656250,21365.080078,21365.080078,0.000000,0.000000,0.250794,0.255556,
"[-3158.269637,-8806.871289,21.488353]",1006,1664,2.673402,2.066625,150.666473,117.361057,73307.882813,78548.929688,51942.808594,57183.843750,21365.080078,21365.080078,0.000000,0.000000,0.504762,0.465079,
"[-3067.078616,-9535.713537,10.517741]",3921,2029,1.655163,1.267895,71.099220,166.130390,55431.437500,56880.601563,34066.355469,35515.523438,21365.080078,21365.080078,0.000000,0.000000,0.582540,0.569841,
"[-3100.687678,-8819.952986,21.287544]",1058,1894,1.431779,2.087456,175.395401,154.565867,78883.593750,91501.218750,57518.511719,70136.132813,21365.080078,21365.080078,0.000000,0.000000,0.430159,0.338095,
"[-3419.688376,-9044.359590,19.513750]",1956,618,1.832211,3.446350,128.249512,32.084805,59695.218750,59695.218750,38330.140625,38330.140625,21365.080078,21365.080078,0.000000,0.000000,0.588889,0.588889,
"[-3301.435512,-9368.745339,13.995886]",3254,1091,4.886424,4.026532,312.998840,14.498179,52663.953125,55746.679688,31298.878906,34381.609375,21365.080078,21365.080078,0.000000,0.000000,0.709524,0.682540,
"[-2620.558220,-8962.271096,15.446840]",1628,3815,0.234627,0.243079,81.428329,144.701933,87002.937500,87002.937500,65637.867188,65637.867188,21365.080078,21365.080078,0.000000,0.000000,0.415873,0.415873,
"[-2865.021337,-9226.629003,14.880523]",2685,2837,1.785004,3.162056,95.727165,59.660113,51227.707031,51227.707031,29862.621094,29862.621094,21365.080078,21365.080078,0.000000,0.000000,0.696825,0.696825,
"[-2671.391506,-9302.899673,12.491962]",2990,3611,0.891993,3.317257,294.485779,265.348932,77614.789063,77620.367188,56249.707031,56255.285156,21365.080078,21365.080078,0.000000,0.000000,0.533333,0.533333,
"[-3005.568324,-9546.037654,10.277672]",3963,2275,2.280260,4.839165,253.384872,255.496305,46861.234375,48687.359375,25496.158203,27322.283203,21365.080078,21365.080078,0.000000,0.000000,0.712698,0.666667,
"[-3385.139200,-9067.193710,19.769090]",2047,756,2.705901,3.099754,258.039764,246.387882,92555.437500,92450.859375,71190.343750,71085.781250,21365.080078,21365.080078,0.000000,0.000000,0.323810,0.328571,
"[-3142.086253,-8773.376762,20.844623]",872,1729,2.977473,1.210278,82.375923,9.373241,78489.648438,79624.742188,57124.554688,58259.656250,21365.080078,21365.080078,0.000000,0.000000,0.465079,0.452381,
"[-3225.152006,-9202.819641,16.809415]",2590,1396,2.326810,1.814491,19.795031,49.698393,43363.382813,43244.679688,21998.300781,21879.599609,21365.080078,21365.080078,0.000000,0.000000,0.739683,0.742857,
"[-3372.850572,-9216.271258,16.971019]",2644,806,0.488723,2.773510,341.945892,26.823848,58009.691406,58579.128906,36644.617188,37214.054688,21365.080078,21365.080078,0.000000,0.000000,0.682540,0.674603,
"[-3135.035400,-9543.448217,10.723102]",3952,1757,0.348402,4.624701,24.513117,358.875873,79595.546875,79579.046875,58230.449219,58213.957031,21365.080078,21365.080078,0.000000,0.000000,0.423810,0.425397,
"[-3075.472487,-8933.854555,21.922638]",1514,1995,0.550007,4.306006,254.565155,235.253987,83217.601563,83154.929688,61852.519531,61789.843750,21365.080078,21365.080078,0.000000,0.000000,0.450794,0.452381,
"[-2873.280907,-8935.199717,21.383533]",1519,2804,3.464728,4.842593,119.564430,112.285432,59960.894531,59679.242188,38595.816406,38314.160156,21365.080078,21365.080078,0.000000,0.000000,0.639683,0.641270,
"[-2651.749847,-8829.133715,17.371646]",1095,3690,4.081236,3.884716,64.075737,27.736441,45884.339844,51953.046875,24519.259766,30587.966797,21365.080078,21365.080078,0.000000,0.000000,0.725397,0.677778,
"[-2863.342563,-8652.715756,19.230713]",389,2844,1.669584,3.971772,321.237152,277.536002,76274.773438,81650.593750,54909.667969,60285.503906,21365.080078,21365.080078,0.000000,0.000000,0.450794,0.390476,
"[-3050.190146,-8994.588607,20.086195]",1757,2096,1.761938,0.978314,247.295425,45.557826,78877.000000,78895.601563,57511.914063,57530.515625,21365.080078,21365.080078,0.000000,0.000000,0.533333,0.533333,
"[-3243.484222,-9565.979676,11.068861]",4043,1323,1.050054,2.651650,113.483170,49.618612,96381.789063,96034.726563,75016.718750,74669.664063,21365.080078,21365.080078,0.000000,0.000000,0.214286,0.247619,
"[-2985.188004,-8798.901206,21.694343]",974,2356,1.039748,1.398800,224.093048,83.346250,82456.328125,83337.359375,61091.250000,61972.281250,21365.080078,21365.080078,0.000000,0.000000,0.471429,0.463492,
"[-2858.675570,-9318.301774,20.239042]",3052,2862,0.984979,4.267751,75.515907,66.529592,50983.851563,51409.941406,29618.777344,30044.859375,21365.080078,21365.080078,0.000000,0.000000,0.566667,0.558730,
"[-2769.297625,-9435.431731,9.843018]",3520,3220,1.723502,0.655429,157.737106,208.670932,94280.515625,94212.046875,72915.429688,72846.960938,21365.080078,21365.080078,0.000000,0.000000,0.307937,0.309524,
"[-3301.200484,-8978.177634,21.650091]",1691,1092,0.270825,3.067372,34.677608,83.557571,80898.226563,81005.773438,59533.144531,59640.695313,21365.080078,21365.080078,0.000000,0.000000,0.495238,0.493651,
"[-3352.806006,-8909.675273,21.639284]",1417,886,0.257998,2.019154,283.971497,105.423231,45880.765625,45880.765625,24515.689453,24515.689453,21365.080078,21365.080078,0.000000,0.000000,0.704762,0.704762,
"[-2675.118385,-9403.114221,9.150783]",3391,3596,1.794654,1.295681,313.946838,249.985470,71884.062500,79599.359375,50518.984375,58234.285156,21365.080078,21365.080078,0.000000,0.000000,0.541270,0.479365,
"[-2813.650843,-9139.630669,17.319830]",2337,3042,2.349700,4.083537,216.212311,253.707530,77508.265625,78086.078125,56143.179688,56720.996094,21365.080078,21365.080078,0.000000,0.000000,0.526984,0.511111,
"[-3395.916931,-9027.511440,19.717735]",1889,713,0.512559,1.458670,233.688370,151.640902,73128.257813,74067.250000,51763.171875,52702.164063,21365.080078,21365.080078,0.000000,0.000000,0.493651,0.484127,
"[-3431.607673,-9122.984293,38.152475]",2271,571,3.041033,2.642196,352.515747,330.307765,65143.046875,65675.281250,43777.960938,44310.195313,21365.080078,21365.080078,0.000000,0.000000,0.625397,0.620635,
"[-2957.991860,-8750.778045,21.848222]",782,2465,0.667339,1.114135,164.616516,61.973407,68500.890625,72481.429688,47135.812500,51116.351563,21365.080078,21365.080078,0.000000,0.000000,0.498413,0.465079,
"[-3247.446130,-9542.708378,11.509010]",3949,1307,1.015346,2.333186,57.425472,176.890946,91782.921875,91906.906250,70417.828125,70541.820313,21365.080078,21365.080078,0.000000,0.000000,0.352381,0.349206,
"[-2587.654243,-8846.889850,15.577218]",1166,3946,2.044705,1.659121,23.806314,198.012480,90713.492188,93848.789063,69348.421875,72483.703125,21365.080078,21365.080078,0.000000,0.000000,0.312698,0.317460,
"[-3404.142925,-8938.495363,19.914274]",1533,680,2.207715,0.667620,348.385956,167.132612,92387.531250,92495.078125,71022.437500,71129.992188,21365.080078,21365.080078,0.000000,0.000000,0.334921,0.333333,
"[-2609.713337,-8893.432445,15.726179]",1352,3858,1.331268,1.501375,149.750000,212.560276,92978.695313,92978.695313,71613.609375,71613.609375,21365.080078,21365.080078,0.000000,0.000000,0.334921,0.334921,
"[-3037.465036,-8808.956289,21.405145]",1014,2147,1.646112,4.358585,334.173035,264.906816,65280.703125,62679.671875,43915.625000,41314.597656,21365.080078,21365.080078,0.000000,0.000000,0.644444,0.665079,
"[-3145.779556,-8730.768764,32.350565]",702,1714,1.822585,3.348663,40.288391,32.922981,96811.937500,96487.929688,75446.867188,75122.859375,21365.080078,21365.080078,0.000000,0.000000,0.146032,0.228571,
"[-3108.645068,-8874.734697,22.354560]",1278,1862,3.524930,4.894372,105.985359,100.467755,94342.023438,94356.890625,72976.945313,72991.820313,21365.080078,21365.080078,0.000000,0.000000,0.290476,0.287302,
"[-2838.228099,-9237.020378,14.262481]",2727,2944,3.699263,3.374719,227.226028,264.667155,69530.289063,69593.429688,48165.214844,48228.359375,21365.080078,21365.080078,0.000000,0.000000,0.588889,0.585714,
"[-3479.083411,-8852.001464,17.126369]",1187,381,3.062357,0.832539,92.189293,140.353444,95570.328125,89680.242188,74205.273438,68315.148438,21365.080078,21365.080078,0.000000,0.000000,0.206349,0.376190,
"[-3088.197597,-8857.180337,22.187301]",1207,1944,0.582089,1.919392,145.617783,167.693744,96162.273438,96162.273438,74797.195313,74797.195313,21365.080078,21365.080078,0.000000,0.000000,0.252381,0.252381,
"[-3329.571770,-9005.887965,21.620058]",1802,979,2.609872,4.926458,5.009929,189.672638,79139.203125,79139.203125,57774.125000,57774.125000,21365.080078,21365.080078,0.000000,0.000000,0.519048,0.519048,
"[-2630.462988,-8793.285155,19.486269]",952,3775,2.231874,3.396183,345.540741,93.351980,85140.648438,85972.609375,63775.554688,64607.531250,21365.080078,21365.080078,0.000000,0.000000,0.455556,0.444444,
"[-3377.819744,-8815.715727,17.611070]",1041,786,1.468579,1.839058,220.159515,103.064966,84029.406250,87337.757813,62664.324219,65972.671875,21365.080078,21365.080078,0.000000,0.000000,0.419048,0.401587,
"[-2762.246773,-9149.181317,17.310354]",2375,3248,0.594859,2.581144,249.840637,293.104177,60609.125000,62295.171875,39244.050781,40930.097656,21365.080078,21365.080078,0.000000,0.000000,0.626984,0.612698,
"[-3148.700624,-8831.252345,21.161388]",1104,1702,2.327753,1.474915,275.537384,261.532351,62190.902344,69004.742188,40825.812500,47639.660156,21365.080078,21365.080078,0.000000,0.000000,0.630159,0.579365,
"[-2596.249567,-9154.292932,13.567711]",2396,3912,2.056837,0.503304,35.599228,162.836138,52462.062500,53721.312500,31096.984375,32356.238281,21365.080078,21365.080078,0.000000,0.000000,0.695238,0.677778,
"[-2950.437375,-8881.191474,22.274967]",1303,2495,3.725602,1.867511,34.122498,159.213987,55059.421875,55798.824219,33694.335938,34433.746094,21365.080078,21365.080078,0.000000,0.000000,0.704762,0.700000,
"[-2622.035541,-8681.603104,30.621708]",505,3809,0.687869,0.481100,3.178315,22.607782,81337.773438,81923.132813,59972.695313,60558.046875,21365.080078,21365.080078,0.000000,0.000000,0.419048,0.414286,
"[-2786.521850,-9132.232280,27.959301]",2308,3151,1.026239,1.858080,135.634155,107.662436,92413.781250,92552.828125,71048.695313,71187.750000,21365.080078,21365.080078,0.000000,0.000000,0.334921,0.328571,
"[-2677.065764,-8819.381293,18.100668]",1056,3589,4.849679,3.937433,37.389107,55.577405,52272.500000,51395.332031,30907.421875,30030.255859,21365.080078,21365.080078,0.000000,0.000000,0.660317,0.668254,
"[-3148.432020,-9532.182488,10.539333]",3907,1703,1.777236,1.519866,275.573578,319.064754,83852.500000,83854.085938,62487.421875,62488.996094,21365.080078,21365.080078,0.000000,0.000000,0.385714,0.392063,
"[-3473.342003,-9317.057500,15.074115]",3047,404,0.572818,1.754449,210.847534,245.817941,61892.519531,61772.042969,40527.449219,40406.968750,21365.080078,21365.080078,0.000000,0.000000,0.636508,0.638095,
"[-2828.860538,-9565.744273,9.244032]",4042,2982,1.727355,0.680997,270.128632,359.065036,87981.804688,86539.476563,66616.734375,65174.402344,21365.080078,21365.080078,0.000000,0.000000,0.380952,0.396825,
"[-3411.294504,-8934.930684,19.719345]",1518,652,3.902825,4.673075,192.785339,174.226419,91261.351563,91212.476563,69896.273438,69847.406250,21365.080078,21365.080078,0.000000,0.000000,0.347619,0.349206,
"[-2865.995027,-9178.068665,16.048938]",2491,2833,2.671093,3.733137,310.132721,284.576106,64265.246094,64353.855469,42900.171875,42988.781250,21365.080078,21365.080078,0.000000,0.000000,0.600000,0.592063,
"[-2630.731592,-8674.608263,30.628856]",477,3774,0.593556,1.731012,190.931351,144.414948,86865.851563,86833.835938,65500.789063,65468.773438,21365.080078,21365.080078,0.000000,0.000000,0.309524,0.325397,
"[-3411.697410,-8798.295883,17.540439]",972,650,1.155047,1.569507,148.421799,34.325587,98221.789063,95690.421875,76856.710938,74325.359375,21365.080078,21365.080078,0.000000,0.000000,0.153968,0.257143,
"[-2648.996657,-8896.728092,19.931158]",1365,3701,1.430879,3.413519,304.059570,48.515405,66277.132813,66236.976563,44912.050781,44871.894531,21365.080078,21365.080078,0.000000,0.000000,0.552381,0.557143,
"[-3103.306566,-9244.721428,15.388096]",2757,1884,2.307467,4.648855,24.567629,27.394540,67474.117188,69737.562500,46109.031250,48372.484375,21365.080078,21365.080078,0.000000,0.000000,0.615873,0.582540,
"[-2880.130306,-8735.207798,20.839862]",719,2776,2.618254,0.761345,357.078400,104.267563,69449.148438,69482.562500,48084.074219,48117.484375,21365.080078,21365.080078,0.000000,0.000000,0.555556,0.550794,
"[-3075.103157,-9002.323287,22.428989]",1788,1997,4.297464,4.374732,301.939484,212.177977,53631.035156,53607.746094,32265.955078,32242.662109,21365.080078,21365.080078,0.000000,0.000000,0.709524,0.704762,
"[-2899.604089,-9119.991308,25.118555]",2259,2699,0.917400,3.150551,268.361877,269.002288,45948.593750,45948.593750,24583.519531,24583.519531,21365.080078,21365.080078,0.000000,0.000000,0.701587,0.701587,
"[-2681.363426,-9349.644043,10.832029]",3177,3571,0.596206,3.220828,265.637543,229.176984,65296.746094,65673.820313,43931.671875,44308.734375,21365.080078,21365.080078,0.000000,0.000000,0.584127,0.574603,
"[-3455.714873,-8743.009736,39.283002]",751,474,3.825600,2.331891,238.190887,238.250760,85043.390625,84246.906250,63678.304688,62881.820313,21365.080078,21365.080078,0.000000,0.000000,0.382540,0.409524,
"[-3300.999031,-9016.111194,21.732595]",1843,1093,2.378579,4.399658,331.934631,283.834131,52754.371094,53368.753906,31389.294922,32003.677734,21365.080078,21365.080078,0.000000,0.000000,0.671429,0.661905,
"[-3064.761907,-8862.930903,22.240083]",1230,2038,0.605232,1.738586,7.261031,48.891096,94595.445313,94592.437500,73230.382813,73227.367188,21365.080078,21365.080078,0.000000,0.000000,0.269841,0.271429,
"[-2579.025343,-9153.889383,13.000190]",2394,3981,0.628850,1.232755,225.735733,95.194732,51084.921875,55778.390625,29719.839844,34413.312500,21365.080078,21365.080078,0.000000,0.000000,0.719048,0.696825,
"[-2836.314296,-9552.359914,9.299477]",3988,2952,0.681705,1.472970,20.081978,121.035610,95965.898438,96506.367188,74600.828125,75141.296875,21365.080078,21365.080078,0.000000,0.000000,0.250794,0.233333,
"[-3049.216457,-9357.277835,13.050727]",3208,2100,1.744473,0.439480,224.359329,28.948784,62065.773438,65236.218750,40700.687500,43871.136719,21365.080078,21365.080078,0.000000,0.000000,0.652381,0.573016,
"[-2748.010767,-9084.546297,17.436536]",2117,3305,1.211976,1.411134,161.006393,119.241309,56785.968750,58759.195313,35420.894531,37394.121094,21365.080078,21365.080078,0.000000,0.000000,0.595238,0.566667,
"[-2576.037124,-8644.241237,16.480951]",356,3993,0.845636,1.488450,302.729004,317.722106,66876.406250,67276.593750,45511.324219,45911.507813,21365.080078,21365.080078,0.000000,0.000000,0.620635,0.607937,
"[-3223.641110,-9495.224170,11.183337]",3759,1402,1.604924,3.388843,347.301971,126.262495,78126.820313,79076.234375,56761.734375,57711.152344,21365.080078,21365.080078,0.000000,0.000000,0.471429,0.460317,
"[-3279.275691,-8756.360466,21.700960]",804,1180,1.243920,1.409178,53.572998,28.120840,98802.343750,97802.804688,77437.242188,76437.726563,21365.080078,21365.080078,0.000000,0.000000,0.073016,0.173016,
