size, percentage
32,97.1405,
32,96.3235,
32,95.4248,
32,96.5686,
32,96.9771,
32,95.7516,
32,96.732,
32,96.8137,
32,96.0784,
32,95.4248,
32,95.6699,
32,95.2614,
32,95.098,
32,97.0588,
32,97.8758,
32,95.9967,
32,94.8529,
32,96.4869,
32,96.2418,
32,96.8137,
32,96.5686,
32,96.1601,
32,96.3235,
32,97.1405,
32,98.2843,
32,97.3039,
32,96.8137,
32,97.4673,
32,96.732,
32,96.0784,
32,96.732,
32,96.9771,
32,96.0784,
32,96.4052,
32,97.2222,
32,96.2418,
32,96.9771,
32,96.8137,
32,96.8137,
32,96.2418,
32,96.1601,
32,96.8954,
32,96.1601,
32,95.6699,
32,96.3235,
32,95.5882,
32,95.5065,
32,97.3856,
32,94.9346,
32,94.8529,
32,98.6928,
32,95.915,
32,97.549,
32,97.549,
32,95.8333,
32,97.0588,
32,96.8954,
32,96.9771,
32,96.0784,
32,97.1405,
32,96.4052,
32,96.0784,
32,97.1405,
32,95.5882,
32,91.585,
32,96.8954,
32,97.2222,
32,96.4052,
32,97.549,
32,97.3039,
32,97.3039,
32,96.0784,
32,96.4869,
32,97.7941,
32,96.1601,
32,97.3039,
32,96.4869,
32,96.6503,
32,97.7124,
32,96.4869,
32,96.8954,
32,95.4248,
32,96.732,
32,96.8137,
64,98.1209,
64,98.2843,
64,97.9575,
64,97.9575,
64,98.0392,
64,98.1209,
64,98.8562,
64,98.4477,
64,99.4281,
64,98.0392,
64,98.8562,
64,97.3039,
64,97.3039,
64,98.9379,
64,97.3856,
64,97.549,
64,98.366,
64,98.2843,
64,98.2026,
64,98.6928,
64,98.6111,
64,98.366,
64,97.8758,
64,97.7124,
64,97.7941,
64,96.8954,
64,97.549,
64,97.3856,
64,96.732,
64,98.2843,
64,99.183,
64,98.2026,
64,96.9771,
64,97.8758,
64,97.2222,
64,98.5294,
64,96.8137,
64,98.366,
64,97.3856,
64,98.0392,
64,98.6928,
64,98.8562,
64,98.1209,
64,98.366,
64,98.1209,
64,97.7124,
64,97.7124,
64,98.5294,
64,97.4673,
64,98.8562,
64,98.5294,
64,98.4477,
64,98.6111,
64,98.4477,
64,98.4477,
64,98.2843,
64,97.1405,
64,97.3856,
64,97.7124,
64,98.8562,
64,96.8954,
64,98.366,
64,97.7941,
64,98.5294,
64,96.6503,
64,97.3856,
64,99.5098,
64,97.549,
64,98.2843,
64,98.1209,
64,97.6307,
64,98.8562,
64,98.6111,
64,97.8758,
64,97.7124,
64,98.0392,
64,98.4477,
64,96.4052,
64,98.6928,
64,97.3039,
64,92.0752,
64,97.7124,
64,98.366,
64,98.2026,
64,97.7941,
64,98.2843,
64,98.9379,
64,97.1405,
64,97.6307,
64,98.7745,
64,97.1405,
64,98.8562,
64,98.0392,
64,98.6928,
64,98.7745,
64,98.366,
64,98.366,
64,97.8758,
64,97.549,
64,97.7941,
128,98.6928,
128,99.1013,
128,98.6928,
128,98.7745,
128,98.7745,
128,99.2647,
128,99.4281,
128,99.4281,
128,99.3464,
128,98.6111,
128,99.183,
128,98.6928,
128,98.7745,
128,99.3464,
128,98.8562,
128,98.9379,
128,98.6111,
128,98.366,
128,98.2026,
128,99.2647,
128,99.183,
128,98.7745,
128,98.6111,
128,98.7745,
128,98.7745,
128,97.8758,
128,98.6928,
128,99.1013,
128,97.3856,
128,99.183,
128,99.3464,
128,99.1013,
128,99.0196,
128,98.8562,
128,98.0392,
128,98.5294,
128,97.3856,
128,98.7745,
128,98.7745,
128,99.183,
128,98.7745,
128,99.0196,
128,98.6111,
128,99.3464,
128,98.7745,
128,98.2843,
128,98.6928,
128,98.8562,
128,98.6928,
128,98.9379,
128,99.2647,
128,98.366,
128,99.0196,
128,99.0196,
128,99.1013,
128,99.2647,
128,97.6307,
128,97.8758,
128,98.6928,
128,99.2647,
128,97.9575,
128,98.7745,
128,97.8758,
128,98.8562,
128,97.549,
128,99.5098,
128,99.5915,
128,98.9379,
128,98.8562,
128,98.6928,
128,98.7745,
128,99.3464,
128,98.6928,
128,98.7745,
128,98.8562,
128,98.8562,
128,99.0196,
128,96.6503,
128,99.0196,
128,98.4477,
128,92.4837,
128,97.9575,
128,98.9379,
128,99.2647,
128,98.366,
128,99.0196,
128,99.183,
128,96.5686,
128,98.8562,
128,99.183,
128,98.366,
128,99.4281,
128,98.7745,
128,99.183,
128,99.0196,
128,99.0196,
128,99.183,
128,98.2843,
128,97.9575,
128,98.8562,
256,98.9379,
256,99.3464,
256,99.0196,
256,98.7745,
256,99.0196,
256,99.3464,
256,99.9183,
256,99.5098,
256,99.8366,
256,98.8562,
256,99.5098,
256,99.2647,
256,99.5098,
256,99.7549,
256,99.3464,
256,99.2647,
256,99.1013,
256,98.6928,
256,98.6111,
256,99.5098,
256,99.3464,
256,99.2647,
256,99.4281,
256,99.1013,
256,99.3464,
256,98.6111,
256,99.183,
256,99.6732,
256,97.1405,
256,99.5915,
256,99.5098,
256,99.5098,
256,99.4281,
256,99.3464,
256,98.5294,
256,98.6111,
256,97.549,
256,99.3464,
256,98.8562,
256,99.3464,
256,98.6928,
256,99.183,
256,99.0196,
256,99.5915,
256,99.3464,
256,99.0196,
256,99.3464,
256,99.4281,
256,99.0196,
256,99.5915,
256,99.6732,
256,99.2647,
256,99.2647,
256,98.7745,
256,99.3464,
256,99.3464,
256,97.9575,
256,98.2026,
256,99.2647,
256,99.8366,
256,98.6111,
256,99.183,
256,98.8562,
256,99.1013,
256,97.8758,
256,99.7549,
256,99.7549,
256,99.1013,
256,99.0196,
256,99.3464,
256,99.2647,
256,99.5098,
256,99.3464,
256,99.5098,
256,99.1013,
256,99.2647,
256,99.4281,
256,97.0588,
256,99.5098,
256,99.3464,
256,92.9739,
256,98.2843,
256,99.5098,
256,99.4281,
256,98.2026,
256,99.2647,
256,99.7549,
256,96.3235,
256,98.9379,
256,99.5098,
256,99.1013,
256,99.2647,
256,99.183,
256,99.4281,
256,99.5915,
256,99.4281,
256,99.3464,
256,99.0196,
256,97.8758,
256,99.5915,
512,99.183,
512,99.4281,
512,99.1013,
512,99.0196,
512,99.6732,
512,99.2647,
512,99.7549,
512,99.5915,
512,99.8366,
512,98.9379,
512,99.4281,
512,99.3464,
512,99.8366,
512,99.9183,
512,99.4281,
512,99.9183,
512,99.2647,
512,99.183,
512,99.183,
512,99.5098,
512,99.5098,
512,99.5915,
512,99.7549,
512,99.2647,
512,99.3464,
512,98.8562,
512,99.1013,
512,99.5915,
512,97.549,
512,99.6732,
512,99.8366,
512,99.5915,
512,99.7549,
512,99.5098,
512,98.7745,
512,98.8562,
512,97.549,
512,99.2647,
512,99.3464,
512,99.5915,
512,98.7745,
512,99.5098,
512,99.3464,
512,99.6732,
512,99.7549,
512,98.9379,
512,99.3464,
512,99.2647,
512,99.1013,
512,99.7549,
512,100,
512,99.183,
512,99.2647,
512,98.9379,
512,99.3464,
512,99.6732,
512,98.4477,
512,98.2843,
512,99.5915,
512,99.7549,
512,98.9379,
512,99.5915,
512,99.0196,
512,99.183,
512,98.0392,
512,99.7549,
512,99.8366,
512,99.3464,
512,99.4281,
512,99.4281,
512,99.183,
512,99.5915,
512,99.5098,
512,99.5098,
512,99.3464,
512,99.4281,
512,99.3464,
512,97.0588,
512,99.9183,
512,99.5098,
512,93.3007,
512,98.2843,
512,99.5915,
512,100,
512,98.1209,
512,99.5915,
512,99.7549,
512,96.4869,
512,99.2647,
512,99.4281,
512,99.183,
512,99.5098,
512,99.3464,
512,99.5098,
512,99.4281,
512,99.7549,
512,99.7549,
512,99.5098,
512,97.8758,
512,99.7549,
1024,99.183,
1024,99.6732,
1024,99.183,
1024,99.0196,
1024,99.8366,
1024,99.2647,
1024,99.8366,
1024,99.8366,
1024,99.9183,
1024,99.1013,
1024,99.5915,
1024,99.3464,
1024,99.9183,
1024,99.9183,
1024,99.5915,
1024,99.7549,
1024,99.3464,
1024,99.183,
1024,99.183,
1024,99.8366,
1024,99.5098,
1024,99.9183,
1024,99.8366,
1024,99.3464,
1024,99.4281,
1024,99.0196,
1024,99.4281,
1024,99.7549,
1024,97.549,
1024,99.7549,
1024,100,
1024,99.5915,
1024,99.9183,
1024,99.5915,
1024,98.8562,
1024,98.8562,
1024,97.8758,
1024,99.5098,
1024,99.3464,
1024,99.9183,
1024,98.7745,
1024,99.5098,
1024,99.6732,
1024,99.6732,
1024,99.7549,
1024,99.1013,
1024,99.5915,
1024,99.7549,
1024,99.3464,
1024,99.9183,
1024,100,
1024,99.4281,
1024,99.2647,
1024,99.0196,
1024,99.5915,
1024,99.7549,
1024,98.8562,
1024,98.2843,
1024,99.5098,
1024,99.8366,
1024,98.9379,
1024,99.9183,
1024,99.2647,
1024,99.2647,
1024,98.1209,
1024,99.9183,
1024,99.8366,
1024,99.4281,
1024,99.5098,
1024,99.4281,
1024,99.3464,
1024,99.7549,
1024,99.5915,
1024,99.5098,
1024,99.3464,
1024,99.4281,
1024,99.5915,
1024,97.3039,
1024,99.7549,
1024,99.5098,
1024,93.3824,
1024,98.366,
1024,99.7549,
1024,100,
1024,98.2843,
1024,99.5915,
1024,99.7549,
1024,96.3235,
1024,99.4281,
1024,99.4281,
1024,99.2647,
1024,99.5915,
1024,99.4281,
1024,99.5098,
1024,99.5915,
1024,99.5915,
1024,100,
1024,99.6732,
1024,97.8758,
1024,99.8366,
2048,99.3464,
2048,99.8366,
2048,99.183,
2048,99.0196,
2048,99.7549,
2048,99.2647,
2048,99.9183,
2048,100,
2048,99.8366,
2048,99.0196,
2048,99.5915,
2048,99.5098,
2048,99.8366,
2048,99.9183,
2048,99.7549,
2048,99.9183,
2048,99.3464,
2048,99.2647,
2048,99.2647,
2048,99.9183,
2048,99.5098,
2048,99.9183,
2048,99.8366,
2048,99.4281,
2048,99.5098,
2048,99.1013,
2048,99.4281,
2048,99.8366,
2048,97.6307,
2048,99.7549,
2048,100,
2048,99.5915,
2048,99.9183,
2048,99.6732,
2048,98.8562,
2048,98.8562,
2048,97.9575,
2048,99.6732,
2048,99.3464,
2048,99.9183,
2048,98.7745,
2048,99.4281,
2048,99.7549,
2048,99.6732,
2048,99.7549,
2048,99.1013,
2048,99.7549,
2048,99.8366,
2048,99.3464,
2048,99.9183,
2048,100,
2048,99.5098,
2048,99.1013,
2048,99.0196,
2048,99.8366,
2048,99.9183,
2048,98.9379,
2048,98.2843,
2048,99.7549,
2048,99.9183,
2048,99.1013,
2048,100,
2048,99.3464,
2048,99.4281,
2048,98.1209,
2048,99.9183,
2048,99.9183,
2048,99.2647,
2048,99.5098,
2048,99.4281,
2048,99.5098,
2048,99.6732,
2048,99.5915,
2048,99.5915,
2048,99.3464,
2048,99.5098,
2048,99.7549,
2048,97.3039,
2048,99.8366,
2048,99.5915,
2048,93.6275,
2048,98.366,
2048,99.7549,
2048,100,
2048,98.2843,
2048,99.6732,
2048,99.7549,
2048,96.3235,
2048,99.4281,
2048,99.5098,
2048,99.183,
2048,99.5915,
2048,99.5098,
2048,99.5098,
2048,99.5915,
2048,99.7549,
2048,100,
2048,99.9183,
2048,97.7941,
2048,99.7549,
