pos,row,col,slope2d,slope3d,aspect2d,aspect3d,global2d,global3d,beam2d,beam3d,dif2d,dif3d,ref2d,ref3d,percentageShaded,percentageShaded3d
"[-3474.282117,-9159.606321,17.899873]",2417,400,2.439474,0.938920,209.628906,166.511921,2038018.125000,2030739.625000,1683315.125000,1676036.875000,354702.187500,354702.187500,0.000000,0.000000,0.325000,0.341594,
"[-2851.221812,-8838.583476,21.087417]",1133,2892,0.980136,3.299593,197.026886,151.631728,1350478.875000,1385851.625000,995776.500000,1031148.937500,354702.187500,354702.187500,0.000000,0.000000,0.618341,0.599454,
"[-3226.528601,-8821.768955,21.072208]",1066,1391,2.838279,4.828720,253.122452,320.181111,1815270.250000,1929536.125000,1460569.000000,1574834.125000,354702.187500,354702.187500,0.000000,0.000000,0.446397,0.366812,
"[-3173.177153,-9542.002168,10.705028]",3947,1604,0.533330,1.184326,83.292908,130.694388,2100756.000000,2099104.750000,1746054.625000,1744403.250000,354702.187500,354702.187500,0.000000,0.000000,0.222598,0.221725,
"[-3431.607673,-9497.880864,13.345451]",3770,571,4.397135,4.603159,272.990112,285.966350,1715635.625000,1770392.875000,1360932.375000,1415689.500000,354702.187500,354702.187500,0.000000,0.000000,0.452402,0.435371,
"[-3142.992791,-9249.194091,15.161222]",2775,1725,0.620650,1.988144,179.863815,303.211714,1907102.750000,1910938.875000,1552400.375000,1556235.875000,354702.187500,354702.187500,0.000000,0.000000,0.428057,0.426092,
"[-3205.745375,-9123.522357,18.207380]",2273,1474,1.642381,3.240863,221.591446,237.088221,1936843.250000,1940628.875000,1582141.500000,1585926.750000,354702.187500,354702.187500,0.000000,0.000000,0.408297,0.407205,
"[-2990.929412,-8754.073691,21.404529]",795,2333,0.781341,2.476502,180.360596,16.694633,2078085.625000,2084329.125000,1723382.000000,1729626.750000,354702.187500,354702.187500,0.000000,0.000000,0.298035,0.291048,
"[-3090.547881,-9503.362398,10.903393]",3792,1935,0.912458,1.747378,317.169312,99.999067,1917891.000000,1923525.125000,1563188.750000,1568823.000000,354702.187500,354702.187500,0.000000,0.000000,0.361900,0.355349,
"[-3255.000614,-8816.186534,20.432376]",1043,1277,2.808368,1.437583,180.751892,211.120727,1737518.125000,1751514.500000,1382815.750000,1396813.000000,354702.187500,354702.187500,0.000000,0.000000,0.418013,0.427620,
"[-3234.586718,-9566.584999,11.121614]",4045,1359,3.908220,1.540066,37.544720,130.926499,2158302.000000,2159234.250000,1803599.250000,1804531.000000,354702.187500,354702.187500,0.000000,0.000000,0.182860,0.186354,
"[-2645.571957,-9494.349814,15.331043]",3756,3715,0.517414,3.635985,185.101303,195.018595,2166548.500000,2167167.500000,1811846.750000,1812466.125000,354702.187500,354702.187500,0.000000,0.000000,0.182860,0.184061,
"[-2686.769079,-9359.161062,10.636195]",3215,3550,3.446922,3.666865,262.455963,263.944836,1407920.000000,1426212.000000,1053217.875000,1071509.375000,354702.187500,354702.187500,0.000000,0.000000,0.589083,0.582860,
"[-3407.063993,-8989.308847,19.798341]",1736,669,0.359213,4.927358,218.986481,245.811838,2037530.250000,2043821.250000,1682829.000000,1689120.500000,354702.187500,354702.187500,0.000000,0.000000,0.315721,0.311245,
"[-3199.198155,-9405.838173,12.438390]",3402,1500,2.989470,2.918140,91.397995,136.145510,1736540.250000,1735984.750000,1381837.250000,1381282.500000,354702.187500,354702.187500,0.000000,0.000000,0.487773,0.482860,
"[-2916.593285,-8802.432255,22.149889]",988,2631,0.622473,1.557708,172.312302,266.981232,2006468.500000,2015854.125000,1651766.375000,1661152.375000,354702.187500,354702.187500,0.000000,0.000000,0.320087,0.309389,
"[-3076.882658,-8859.702515,22.265014]",1217,1989,1.180895,0.900606,286.119080,317.118516,2149421.250000,2149514.500000,1794718.625000,1794812.000000,354702.187500,354702.187500,0.000000,0.000000,0.229694,0.227838,
"[-3454.136825,-9050.211044,20.050359]",1979,480,2.956279,2.688202,205.764404,113.093972,1389159.500000,1293052.250000,1034457.750000,938350.250000,354702.187500,354702.187500,0.000000,0.000000,0.554585,0.616485,
"[-3244.088581,-8797.522415,20.504192]",969,1321,0.449659,3.918129,165.381180,250.349366,2117144.750000,2116506.500000,1762442.000000,1761804.375000,354702.187500,354702.187500,0.000000,0.000000,0.229476,0.242249,
"[-2730.249334,-8741.799091,18.286029]",746,3376,0.297452,3.630401,72.896500,63.417689,1261638.875000,1308617.750000,906936.000000,953915.312500,354702.187500,354702.187500,0.000000,0.000000,0.615611,0.589738,
"[-2563.916374,-8927.397779,15.688150]",1488,4041,0.847006,3.717490,359.659973,35.125495,1952037.375000,1954567.250000,1597335.125000,1599865.250000,354702.187500,354702.187500,0.000000,0.000000,0.407969,0.407096,
"[-3392.357930,-9504.875705,12.873326]",3798,728,4.067461,1.171530,74.840179,47.181401,1507158.125000,1513089.875000,1152455.500000,1158387.250000,354702.187500,354702.187500,0.000000,0.000000,0.568777,0.564410,
"[-3143.765027,-9055.558062,17.534284]",2001,1722,3.060364,0.799562,226.646484,316.559326,1774551.250000,1806903.375000,1419848.875000,1452201.000000,354702.187500,354702.187500,0.000000,0.000000,0.446070,0.431769,
"[-2665.415070,-8995.261188,18.122951]",1760,3635,1.026196,4.527098,61.954609,41.443049,1635410.875000,1635116.000000,1280707.875000,1280412.875000,354702.187500,354702.187500,0.000000,0.000000,0.503275,0.499782,
"[-3046.664720,-9446.831977,11.484932]",3566,2110,1.838542,1.319317,295.013397,349.322013,1808023.000000,1794241.750000,1453321.500000,1439539.625000,354702.187500,354702.187500,0.000000,0.000000,0.473799,0.476310,
"[-3315.906547,-9560.498142,11.985245]",4021,1033,0.630197,1.459034,162.509216,20.272069,1378356.125000,1404981.500000,1023654.125000,1050279.000000,354702.187500,354702.187500,0.000000,0.000000,0.617795,0.610917,
"[-2717.624951,-8897.198898,19.533399]",1367,3426,0.595599,2.949372,132.107162,135.857886,1354686.000000,1365313.000000,999984.125000,1010610.937500,354702.187500,354702.187500,0.000000,0.000000,0.666703,0.663319,
"[-3004.796088,-8849.849206,34.601160]",1178,2278,0.132676,2.979524,217.436234,306.860741,2131198.500000,2130680.750000,1776497.375000,1775980.000000,354702.187500,354702.187500,0.000000,0.000000,0.225764,0.234607,
"[-2962.860305,-9218.524404,15.971163]",2653,2446,0.851536,4.459344,150.810059,177.112623,1296326.250000,1317217.250000,941624.687500,962515.312500,354702.187500,354702.187500,0.000000,0.000000,0.610262,0.601528,
"[-2652.656385,-8828.326618,17.360906]",1092,3686,0.818226,4.793249,9.547865,13.774671,1882489.500000,1880472.000000,1527786.875000,1525769.500000,354702.187500,354702.187500,0.000000,0.000000,0.380786,0.385808,
"[-3073.021477,-9167.408259,15.744285]",2448,2005,1.047378,1.153291,218.304367,232.619666,1509498.250000,1522283.375000,1154795.500000,1167581.750000,354702.187500,354702.187500,0.000000,0.000000,0.556550,0.552838,
"[-3111.062503,-9423.728824,11.819999]",3473,1853,3.714216,4.784403,306.127228,92.682668,1960231.125000,1973610.125000,1605528.125000,1618907.500000,354702.187500,354702.187500,0.000000,0.000000,0.389629,0.376965,
"[-3458.535214,-8770.451035,39.140810]",860,463,1.196340,3.555759,155.087433,147.091504,1812156.000000,1825306.375000,1457453.875000,1470603.625000,354702.187500,354702.187500,0.000000,0.000000,0.428166,0.417031,
"[-2601.588070,-9259.148288,12.478235]",2815,3891,1.882029,0.682039,81.118752,189.371960,1600372.375000,1793277.625000,1245671.125000,1438575.375000,354702.187500,354702.187500,0.000000,0.000000,0.556223,0.461135,
"[-3415.927921,-9438.559232,14.115925]",3533,633,2.327090,4.458163,275.220245,347.939999,1829453.500000,1830113.125000,1474753.250000,1475412.625000,354702.187500,354702.187500,0.000000,0.000000,0.455786,0.452183,
"[-3090.883636,-9539.849910,10.686658]",3938,1933,1.873888,1.852960,35.967331,93.645114,1961360.125000,1956063.375000,1606657.125000,1601360.500000,354702.187500,354702.187500,0.000000,0.000000,0.273799,0.275764,
"[-2569.489905,-8945.053026,15.682652]",1559,4019,1.431338,4.088055,190.346222,185.839462,1651063.625000,1658456.625000,1296361.000000,1303753.750000,354702.187500,354702.187500,0.000000,0.000000,0.553057,0.546070,
"[-3133.255900,-9245.595784,15.206577]",2761,1764,0.129935,2.591092,93.507950,123.071761,1969204.625000,1968030.250000,1614501.750000,1613327.875000,354702.187500,354702.187500,0.000000,0.000000,0.383406,0.384389,
"[-2987.941194,-9311.407821,13.985077]",3024,2345,2.715210,1.862351,219.646103,215.204366,1277803.625000,1287971.625000,923101.937500,933270.000000,354702.187500,354702.187500,0.000000,0.000000,0.658406,0.654148,
"[-2630.496564,-9148.945914,14.386513]",2374,3775,1.936751,3.442193,246.094849,84.541129,1781652.750000,1793821.375000,1426949.625000,1439119.000000,354702.187500,354702.187500,0.000000,0.000000,0.482314,0.466485,
"[-3447.925360,-9010.293370,36.880598]",1820,505,0.499560,1.807200,41.381649,14.764687,2139394.000000,2127404.250000,1784691.875000,1772701.875000,354702.187500,354702.187500,0.000000,0.000000,0.152293,0.185371,
"[-3438.322771,-9330.677262,14.917223]",3101,544,1.926165,2.385199,127.330193,3.064403,1895880.125000,1896790.750000,1541178.250000,1542089.250000,354702.187500,354702.187500,0.000000,0.000000,0.435917,0.434934,
"[-3397.461404,-9083.705571,19.498605]",2113,707,0.620085,4.798780,205.004700,38.369744,1691400.250000,1716709.625000,1336698.625000,1362007.000000,354702.187500,354702.187500,0.000000,0.000000,0.484716,0.474891,
"[-2716.651262,-8668.992212,18.415962]",455,3430,1.670486,3.222067,309.072693,253.041061,1096576.375000,1160725.375000,741874.375000,806022.750000,354702.187500,354702.187500,0.000000,0.000000,0.704039,0.675218,
"[-3269.404498,-9501.243768,11.628664]",3784,1219,1.457868,1.727071,11.549518,330.811117,2000706.875000,2053297.875000,1646004.250000,1698596.375000,354702.187500,354702.187500,0.000000,0.000000,0.352402,0.325546,
"[-3169.450274,-9513.551998,10.932978]",3833,1619,3.221328,3.847477,246.911804,276.287088,2089921.125000,2092526.375000,1735218.375000,1737824.125000,354702.187500,354702.187500,0.000000,0.000000,0.278275,0.276419,
"[-3318.491859,-9547.349186,27.031145]",3968,1023,0.916010,3.580613,162.347504,153.197216,2079206.000000,2099159.000000,1724503.875000,1744456.750000,354702.187500,354702.187500,0.000000,0.000000,0.238646,0.214083,
"[-3072.081363,-8860.072435,22.263870]",1219,2009,0.160380,0.994045,79.080559,44.970160,2143630.750000,2143848.750000,1788929.250000,1789147.125000,354702.187500,354702.187500,0.000000,0.000000,0.236572,0.236681,
"[-3339.308661,-9078.089520,19.660717]",2091,940,0.702133,1.178717,143.703491,109.040480,1978046.000000,1973150.250000,1623344.375000,1618448.625000,354702.187500,354702.187500,0.000000,0.000000,0.363974,0.378821,
"[-3407.433323,-8996.337317,19.842386]",1764,667,0.439443,1.502111,318.013855,191.529868,2023195.250000,2027360.750000,1668494.000000,1672659.000000,354702.187500,354702.187500,0.000000,0.000000,0.319541,0.316594,
"[-3299.622436,-8808.989918,19.534511]",1015,1098,1.914292,0.738243,161.850433,171.681345,2170535.250000,2163028.750000,1815833.500000,1808326.750000,354702.187500,354702.187500,0.000000,0.000000,0.170087,0.195087,
"[-2813.953022,-9040.424992,18.649807]",1940,3041,2.213787,4.049101,330.500580,117.266530,1777444.000000,1793516.750000,1422741.875000,1438814.125000,354702.187500,354702.187500,0.000000,0.000000,0.435590,0.427074,
"[-3293.041640,-9030.874344,21.585760]",1902,1125,1.785684,2.477890,205.147766,178.356266,1723765.625000,1724442.375000,1369062.750000,1369739.250000,354702.187500,354702.187500,0.000000,0.000000,0.425873,0.431769,
"[-2941.640598,-9109.801708,18.326259]",2218,2530,0.812116,1.719039,60.841309,142.088450,1434699.250000,1461255.875000,1079996.875000,1106553.375000,354702.187500,354702.187500,0.000000,0.000000,0.629148,0.611026,
"[-2988.881307,-8941.589235,20.863447]",1545,2341,1.258671,3.792627,357.452545,27.119015,1375679.000000,1376988.500000,1020977.687500,1022287.562500,354702.187500,354702.187500,0.000000,0.000000,0.643559,0.642467,
"[-3205.275318,-9456.046335,14.055750]",3603,1476,2.538036,0.874392,272.414368,273.415372,1630941.000000,1653180.750000,1276238.000000,1298477.750000,354702.187500,354702.187500,0.000000,0.000000,0.494760,0.478166,
"[-3117.005364,-8925.413665,22.616514]",1480,1829,0.992836,4.837313,310.992523,228.227100,2127312.250000,2127300.750000,1772608.750000,1772597.875000,354702.187500,354702.187500,0.000000,0.000000,0.258188,0.262118,
"[-3264.603203,-8976.462552,48.580995]",1684,1239,3.517290,1.155626,229.523087,241.563746,2199033.500000,2197814.250000,1844330.750000,1843110.875000,354702.187500,354702.187500,0.000000,0.000000,0.055349,0.082860,
"[-2789.442917,-8990.923041,19.379800]",1742,3139,1.729896,2.402528,130.979645,180.507853,1867935.500000,1875281.500000,1513232.375000,1520578.750000,354702.187500,354702.187500,0.000000,0.000000,0.414410,0.406987,
"[-3298.548020,-9034.237248,21.621347]",1916,1103,0.375024,4.163993,267.937622,106.679140,1718609.750000,1725220.375000,1363907.750000,1370518.500000,354702.187500,354702.187500,0.000000,0.000000,0.433624,0.433188,
"[-3463.101480,-9221.920937,16.696375]",2666,445,3.323369,1.436285,190.228088,178.515152,1945805.625000,1935990.750000,1591103.875000,1581289.375000,354702.187500,354702.187500,0.000000,0.000000,0.410917,0.420197,
"[-3455.916326,-9121.672760,18.907661]",2265,473,0.775260,1.560573,288.899750,212.131164,1579195.250000,1572321.875000,1224494.125000,1217619.750000,354702.187500,354702.187500,0.000000,0.000000,0.463319,0.472926,
"[-3092.898165,-9098.233317,18.253400]",2172,1925,0.312260,0.650699,160.410919,209.923080,1919586.875000,1924465.000000,1564884.750000,1569763.625000,354702.187500,354702.187500,0.000000,0.000000,0.381223,0.375218,
"[-2614.145302,-8644.342124,16.459810]",356,3840,1.196188,4.344717,298.704865,322.430372,1500185.125000,1532583.750000,1145483.000000,1177881.125000,354702.187500,354702.187500,0.000000,0.000000,0.608843,0.596288,
"[-3292.235829,-8795.000237,21.035600]",959,1128,0.649187,4.209888,273.005676,286.901769,2120025.500000,2114918.500000,1765324.125000,1760216.250000,354702.187500,354702.187500,0.000000,0.000000,0.213537,0.239738,
"[-2908.434442,-8852.539529,22.429239]",1189,2663,2.170857,2.240463,341.202209,1.996474,1835655.875000,1858487.750000,1480954.375000,1503786.000000,354702.187500,354702.187500,0.000000,0.000000,0.448690,0.434607,
"[-2613.775971,-9227.267955,12.712496]",2688,3842,0.956550,3.010519,56.981621,45.683681,1352009.125000,1364816.125000,997307.812500,1010114.500000,354702.187500,354702.187500,0.000000,0.000000,0.632751,0.630349,
"[-2717.792829,-8728.448360,18.262245]",692,3426,2.626141,3.677500,147.876923,15.503699,1069200.375000,1158021.250000,714498.000000,803318.750000,354702.187500,354702.187500,0.000000,0.000000,0.680786,0.646288,
"[-2619.248776,-9156.041642,14.118878]",2403,3820,0.553458,1.719479,173.130722,337.665261,1851951.625000,1851242.375000,1497248.875000,1496540.125000,354702.187500,354702.187500,0.000000,0.000000,0.400655,0.407314,
"[-3138.829430,-9090.599524,16.708828]",2141,1742,0.110191,1.465227,332.761505,77.496711,1745544.875000,1760126.375000,1390842.875000,1405424.000000,354702.187500,354702.187500,0.000000,0.000000,0.500764,0.491812,
"[-3447.220275,-8853.043965,17.240316]",1191,508,2.058119,1.868623,263.277649,340.000714,1764852.500000,1791946.000000,1410150.125000,1437243.875000,354702.187500,354702.187500,0.000000,0.000000,0.416157,0.429913,
"[-3112.640551,-9352.367995,12.831406]",3188,1846,0.839198,1.126839,50.399567,60.190382,2035371.625000,2047054.250000,1680669.000000,1692352.250000,354702.187500,354702.187500,0.000000,0.000000,0.322926,0.316594,
"[-3089.070559,-9531.678052,10.591529]",3905,1941,1.008327,0.911046,313.423615,32.758315,2001580.375000,2004380.125000,1646877.750000,1649677.500000,354702.187500,354702.187500,0.000000,0.000000,0.244760,0.243777,
"[-2833.023899,-9561.439755,9.286966]",4024,2965,0.584584,4.765880,257.920197,309.242679,2172828.500000,2174348.500000,1818126.375000,1819645.625000,354702.187500,354702.187500,0.000000,0.000000,0.169978,0.166703,
"[-3482.608838,-8942.564477,18.463720]",1549,367,4.399847,4.230506,128.349594,325.928264,1335017.125000,1416513.000000,980314.375000,1061811.375000,354702.187500,354702.187500,0.000000,0.000000,0.551965,0.560153,
"[-3069.932532,-8846.351785,22.295936]",1164,2017,1.737219,2.143352,27.962271,110.565679,1815227.000000,2084919.375000,1460523.875000,1730216.375000,354702.187500,354702.187500,0.000000,0.000000,0.434607,0.285262,
"[-3381.580198,-8993.008042,19.789466]",1751,771,0.363462,0.719137,292.010956,99.086690,2106043.500000,2101115.500000,1751340.875000,1746413.125000,354702.187500,354702.187500,0.000000,0.000000,0.268341,0.274017,
"[-2796.393043,-9292.810960,12.966718]",2950,3111,4.529879,4.018307,125.102081,193.735632,1475937.875000,1508773.875000,1121235.625000,1154070.625000,354702.187500,354702.187500,0.000000,0.000000,0.597271,0.585808,
"[-3408.608465,-8945.624720,19.950134]",1561,663,1.983168,3.473187,127.509323,240.439974,2092372.625000,2098642.250000,1737669.500000,1743940.375000,354702.187500,354702.187500,0.000000,0.000000,0.271507,0.264410,
"[-3056.838092,-9029.562811,19.456148]",1897,2070,1.969720,0.885620,249.488586,15.008737,1754273.375000,1781361.500000,1399570.750000,1426658.375000,354702.187500,354702.187500,0.000000,0.000000,0.483188,0.472598,
"[-2976.726981,-9283.798376,14.265929]",2914,2390,1.184819,1.710725,145.802124,253.987560,1517699.375000,1538011.375000,1162997.000000,1183308.375000,354702.187500,354702.187500,0.000000,0.000000,0.562882,0.553712,
"[-2792.666164,-9551.250155,9.166092]",3984,3126,2.244323,4.272424,231.029907,222.391302,2082784.375000,2149130.750000,1728081.625000,1794428.000000,354702.187500,354702.187500,0.000000,0.000000,0.224454,0.159716,
"[-2936.268520,-9082.663070,18.468908]",2109,2552,0.759384,3.719811,191.403717,170.375094,1553629.500000,1571596.750000,1198926.500000,1216894.750000,354702.187500,354702.187500,0.000000,0.000000,0.512227,0.506114,
"[-2910.986179,-8811.545726,22.194774]",1025,2653,1.200062,2.402713,8.471694,139.724276,1975265.000000,1988909.750000,1620562.375000,1634207.125000,354702.187500,354702.187500,0.000000,0.000000,0.350218,0.340721,
"[-3341.692520,-8927.196005,40.464971]",1487,930,2.838013,2.195597,259.964691,257.396761,2193059.250000,2189362.500000,1838356.875000,1834660.500000,354702.187500,354702.187500,0.000000,0.000000,0.138319,0.149454,
"[-3379.062037,-8754.779901,17.760765]",798,781,3.675407,3.351626,355.384552,342.482681,1211724.750000,1226737.500000,857023.250000,872035.437500,354702.187500,354702.187500,0.000000,0.000000,0.657642,0.650764,
"[-3145.510952,-9438.222942,11.837233]",3531,1715,3.712593,2.457274,315.234009,353.001609,1838456.625000,1853291.250000,1483753.000000,1498587.750000,354702.187500,354702.187500,0.000000,0.000000,0.451856,0.445087,
"[-3025.646465,-9273.205228,14.314763]",2871,2194,2.227906,0.810518,259.677887,320.064865,1785084.625000,1786346.375000,1430383.250000,1431644.750000,354702.187500,354702.187500,0.000000,0.000000,0.471725,0.471397,
"[-3124.492698,-9043.249832,19.013935]",1952,1799,1.040844,2.357273,81.390121,85.398175,1998221.750000,2001782.500000,1643519.875000,1647080.875000,354702.187500,354702.187500,0.000000,0.000000,0.365066,0.362773,
"[-3437.349082,-8961.531257,19.723581]",1625,548,2.340163,1.258932,353.477020,23.340600,1529820.875000,1555167.750000,1175117.625000,1200464.375000,354702.187500,354702.187500,0.000000,0.000000,0.520306,0.512118,
"[-3232.975095,-9053.540319,49.721613]",1993,1365,0.241529,1.666174,91.840927,262.533220,2127188.750000,2140050.000000,1772486.875000,1785347.625000,354702.187500,354702.187500,0.000000,0.000000,0.238210,0.212336,
"[-2843.130120,-9552.528059,9.380657]",3989,2924,1.100158,2.652503,247.509048,217.100073,2172015.250000,2172245.250000,1817313.125000,1817543.375000,354702.187500,354702.187500,0.000000,0.000000,0.171616,0.169869,
"[-3393.163741,-9096.753639,19.661676]",2166,724,0.954949,3.462488,164.213562,327.429559,1363130.125000,1369994.750000,1008427.750000,1015292.937500,354702.187500,354702.187500,0.000000,0.000000,0.669651,0.666921,
"[-3261.547834,-8845.309285,20.112735]",1160,1251,1.576033,3.871964,228.225937,186.222729,2093334.750000,2094869.875000,1738633.000000,1740167.625000,354702.187500,354702.187500,0.000000,0.000000,0.241266,0.252293,
"[-3452.525202,-8781.615877,39.187925]",905,487,3.708439,3.415791,276.838074,308.879789,1923587.000000,1940686.125000,1568884.750000,1585984.000000,354702.187500,354702.187500,0.000000,0.000000,0.407969,0.394869,
"[-2789.140738,-9460.855288,9.630259]",3622,3140,1.047180,1.440798,239.721191,344.901259,1609823.250000,1675774.625000,1255120.250000,1321071.500000,354702.187500,354702.187500,0.000000,0.000000,0.499563,0.470852,
"[-2777.993676,-8681.401329,20.055715]",504,3185,0.576762,3.977550,158.824539,21.789004,1544185.500000,1574212.750000,1189483.875000,1219511.125000,354702.187500,354702.187500,0.000000,0.000000,0.515939,0.500109,
"[-2717.624951,-9114.408887,16.344045]",2236,3426,1.466148,1.480407,345.161682,358.631091,1443685.875000,1480106.250000,1088983.125000,1125403.875000,354702.187500,354702.187500,0.000000,0.000000,0.568777,0.550983,
"[-3470.521662,-9512.038691,13.735918]",3827,415,1.037973,1.609782,150.373886,223.665577,1308298.125000,1319415.125000,953596.500000,964713.250000,354702.187500,354702.187500,0.000000,0.000000,0.668341,0.664738,
"[-3274.608698,-9477.602551,11.723940]",3689,1199,3.241177,4.686350,325.073853,309.345998,1989794.625000,2002759.875000,1635091.875000,1648057.125000,354702.187500,354702.187500,0.000000,0.000000,0.363210,0.363646,
"[-3345.217946,-8945.254801,21.659448]",1560,916,2.426255,2.138468,341.343201,336.783424,2019258.000000,2021371.250000,1664556.250000,1666669.750000,354702.187500,354702.187500,0.000000,0.000000,0.295633,0.295524,
"[-3180.698062,-9400.323010,12.306843]",3380,1574,2.433045,3.720454,261.677490,281.687034,1752088.375000,1739423.250000,1397386.250000,1384721.125000,354702.187500,354702.187500,0.000000,0.000000,0.496288,0.498690,
"[-3354.182601,-9050.749108,19.715978]",1982,880,0.541274,3.002690,94.168030,92.451002,2066240.625000,2052157.375000,1711538.000000,1697455.000000,354702.187500,354702.187500,0.000000,0.000000,0.284061,0.306223,
"[-3404.680133,-8935.166088,19.884908]",1519,678,1.862397,3.423288,159.319855,150.233915,2132889.000000,2131364.750000,1778187.375000,1776662.625000,354702.187500,354702.187500,0.000000,0.000000,0.228821,0.231114,
"[-3331.619874,-9086.698555,19.586219]",2125,970,1.963069,4.396512,233.401123,24.819656,1548036.125000,1582805.625000,1193333.750000,1228103.625000,354702.187500,354702.187500,0.000000,0.000000,0.580677,0.574236,
"[-3064.694756,-9435.498989,16.599598]",3521,2038,0.396608,2.163507,132.878494,234.298141,1996130.000000,1998213.250000,1641427.250000,1643510.250000,354702.187500,354702.187500,0.000000,0.000000,0.331223,0.330240,
"[-2592.321235,-8756.864902,15.885431]",806,3928,4.246674,1.676232,249.305161,208.236632,1694698.750000,1680297.125000,1339995.250000,1325594.375000,354702.187500,354702.187500,0.000000,0.000000,0.517795,0.530131,
"[-2919.111446,-8811.310322,22.196334]",1024,2620,0.370780,2.561132,307.479523,194.713136,2002698.125000,2003921.375000,1647996.625000,1649218.500000,354702.187500,354702.187500,0.000000,0.000000,0.335590,0.329913,
"[-2782.727820,-8959.009079,19.175880]",1615,3166,4.514258,2.443156,35.957970,256.655282,1428090.000000,1443747.000000,1073387.375000,1089044.750000,354702.187500,354702.187500,0.000000,0.000000,0.609716,0.601747,
"[-3449.570559,-8672.018826,11.636561]",467,499,2.052477,2.020666,9.009881,27.835718,1481993.625000,1475929.875000,1127291.250000,1121227.250000,354702.187500,354702.187500,0.000000,0.000000,0.581769,0.595633,
"[-2602.461032,-8925.850843,15.599464]",1482,3887,0.452497,1.188101,239.589172,240.674118,1852480.000000,1864028.750000,1497778.500000,1509326.625000,354702.187500,354702.187500,0.000000,0.000000,0.451965,0.437336,
"[-3123.854763,-9418.818984,15.718858]",3454,1802,0.491669,2.759465,241.555206,244.133761,1996624.125000,2002500.500000,1641920.875000,1647797.500000,354702.187500,354702.187500,0.000000,0.000000,0.348581,0.341703,
"[-3048.880702,-9217.078355,15.617291]",2647,2101,1.303451,4.197607,333.288361,41.214838,1720926.875000,1732291.750000,1366224.375000,1377589.500000,354702.187500,354702.187500,0.000000,0.000000,0.479476,0.473253,
"[-2628.280582,-8875.978972,15.766965]",1282,3784,0.466694,0.901040,8.357785,166.111622,1723683.375000,1735322.875000,1368981.750000,1380621.500000,354702.187500,354702.187500,0.000000,0.000000,0.451965,0.449563,
"[-3325.945617,-8669.395761,11.284053]",456,993,1.063904,1.866057,320.478119,19.875487,1455769.250000,1446102.125000,1101068.000000,1091400.000000,354702.187500,354702.187500,0.000000,0.000000,0.598035,0.603603,
"[-2814.355928,-9034.338135,29.789289]",1916,3040,0.653731,1.609655,273.742706,356.684125,2027383.000000,2027932.875000,1672681.000000,1673230.375000,354702.187500,354702.187500,0.000000,0.000000,0.284498,0.286463,
"[-2866.297206,-9435.398102,9.922323]",3520,2832,1.859012,3.235294,261.800385,141.986153,1243492.875000,1263208.375000,888791.062500,908506.812500,354702.187500,354702.187500,0.000000,0.000000,0.675764,0.670524,
"[-3206.282583,-9061.745805,20.116233]",2026,1472,0.933557,1.547876,276.924530,299.672831,1397419.125000,1427915.375000,1042717.000000,1073212.875000,354702.187500,354702.187500,0.000000,0.000000,0.656987,0.647489,
"[-2730.047881,-8942.934397,18.988817]",1550,3377,2.391423,4.623681,163.556412,156.171311,1323471.750000,1342120.500000,968769.437500,987417.750000,354702.187500,354702.187500,0.000000,0.000000,0.629694,0.625764,
"[-3365.531116,-8659.038016,11.227487]",415,835,3.423865,2.278767,7.196496,344.626865,1575496.750000,1598015.250000,1220795.000000,1243314.000000,354702.187500,354702.187500,0.000000,0.000000,0.580240,0.569323,
"[-3322.353040,-8873.524052,19.036293]",1273,1008,2.815935,2.699623,251.253098,291.198148,2093967.375000,2098391.000000,1739266.000000,1743690.250000,354702.187500,354702.187500,0.000000,0.000000,0.256223,0.262773,
"[-3045.691031,-8812.790000,21.354827]",1030,2114,3.279608,1.221637,94.130592,194.175522,1805877.875000,1835047.375000,1451176.125000,1480346.250000,354702.187500,354702.187500,0.000000,0.000000,0.441485,0.423908,
"[-3312.817602,-9194.378751,68.616869]",2556,1046,1.999759,2.252027,112.718575,129.301616,1625642.750000,1705206.875000,1270940.125000,1350504.125000,354702.187500,354702.187500,0.000000,0.000000,0.520197,0.488319,
"[-3415.827195,-9167.038339,18.364503]",2447,634,2.714336,4.234080,273.116852,34.129827,1724047.250000,1760943.625000,1369345.125000,1406241.000000,354702.187500,354702.187500,0.000000,0.000000,0.469541,0.455240,
"[-2720.143113,-9182.507699,15.955354]",2509,3416,0.501542,0.890362,208.554413,93.750755,890196.750000,927405.812500,535495.312500,572704.187500,354702.187500,354702.187500,0.000000,0.000000,0.741266,0.729585,
"[-2987.370411,-9273.541518,14.389017]",2873,2347,1.653306,3.321220,241.666931,256.074542,1682043.250000,1727254.250000,1327341.000000,1372552.125000,354702.187500,354702.187500,0.000000,0.000000,0.530568,0.498253,
"[-2790.047276,-9001.919738,18.482658]",1786,3137,2.228401,0.989238,317.976166,1.042361,1752159.250000,1756515.750000,1397457.000000,1401813.375000,354702.187500,354702.187500,0.000000,0.000000,0.468341,0.466703,
"[-3280.215804,-8675.146327,26.261934]",479,1176,3.978769,1.698945,200.826004,331.340595,1281847.125000,1288027.125000,927144.937500,933324.812500,354702.187500,354702.187500,0.000000,0.000000,0.586463,0.589192,
